"",BBK01.TXI360,BBK01.TXI360_FLAGS
"",LENDING TO ENTERPISES AND HOUSEHOLDS / SHARES AND OTHER EQUITIES / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:23,
1980-01,8050,
1980-02,7940,
1980-03,7976,
1980-04,8088,
1980-05,8200,
1980-06,8151,
1980-07,8235,
1980-08,8264,
1980-09,8276,
1980-10,8271,
1980-11,8323,
1980-12,8199,
1981-01,7848,
1981-02,7953,
1981-03,7892,
1981-04,8004,
1981-05,7851,
1981-06,8010,
1981-07,8042,
1981-08,8076,
1981-09,8069,
1981-10,8008,
1981-11,8117,
1981-12,7800,
1982-01,8131,
1982-02,8086,
1982-03,8028,
1982-04,7989,
1982-05,7950,
1982-06,8049,
1982-07,8217,
1982-08,8310,
1982-09,8294,
1982-10,8470,
1982-11,8358,
1982-12,8295,
1983-01,8279,
1983-02,8276,
1983-03,8435,
1983-04,8465,
1983-05,8430,
1983-06,8650,
1983-07,8726,
1983-08,8934,
1983-09,8909,
1983-10,9036,
1983-11,9243,
1983-12,9280,
1984-01,9263,
1984-02,9503,
1984-03,9616,
1984-04,9688,
1984-05,9685,
1984-06,9607,
1984-07,9786,
1984-08,9770,
1984-09,9759,
1984-10,9828,
1984-11,9950,
1984-12,10531,
1985-01,10805,
1985-02,11089,
1985-03,10874,
1985-04,10824,
1985-05,10955,
1985-06,11313,
1985-07,11544,
1985-08,11357,
1985-09,11717,
1985-10,11725,
1985-11,11869,
1985-12,11565,
1986-01,11948,
1986-02,11912,
1986-03,12207,
1986-04,12315,
1986-05,12773,
1986-06,13160,
1986-07,13452,
1986-08,13130,
1986-09,13239,
1986-10,13523,
1986-11,14037,
1986-12,13549,
1987-01,13880,
1987-02,14088,
1987-03,14161,
1987-04,14305,
1987-05,14537,
1987-06,14700,
1987-07,14979,
1987-08,15432,
1987-09,15556,
1987-10,15894,
1987-11,16057,
1987-12,15923,
1988-01,15089,
1988-02,15658,
1988-03,15820,
1988-04,15609,
1988-05,15742,
1988-06,15576,
1988-07,15728,
1988-08,15649,
1988-09,15702,
1988-10,15908,
1988-11,16413,
1988-12,16451,
1989-01,16683,
1989-02,16842,
1989-03,17357,
1989-04,17398,
1989-05,17256,
1989-06,17421,
1989-07,18006,
1989-08,17949,
1989-09,18494,
1989-10,19478,
1989-11,19407,
1989-12,20140,
1990-01,22264,
1990-02,22567,
1990-03,23550,
1990-04,24033,
1990-05,23867,
1990-06,23935,
1990-07,25229,
1990-08,25693,
1990-09,26282,
1990-10,26767,
1990-11,26772,
1990-12,27343,
1991-01,26481,
1991-02,26650,
1991-03,27851,
1991-04,28553,
1991-05,28732,
1991-06,29734,
1991-07,29560,
1991-08,30329,
1991-09,30696,
1991-10,31276,
1991-11,32084,
1991-12,32192,
1992-01,32020,
1992-02,33564,
1992-03,35226,
1992-04,35795,
1992-05,35914,
1992-06,37060,
1992-07,36678,
1992-08,36827,
1992-09,37705,
1992-10,38350,
1992-11,39227,
1992-12,40997,
1993-01,42560,
1993-02,43796,
1993-03,45606,
1993-04,45671,
1993-05,45745,
1993-06,45716,
1993-07,45282,
1993-08,45541,
1993-09,47438,
1993-10,48587,
1993-11,49480,
1993-12,51178,
1994-01,53164,
1994-02,52739,
1994-03,53595,
1994-04,53837,
1994-05,55380,
1994-06,54517,
1994-07,54808,
1994-08,54884,
1994-09,56055,
1994-10,57040,
1994-11,59110,
1994-12,58581,
1995-01,64303,
1995-02,65092,
1995-03,67359,
1995-04,67609,
1995-05,67515,
1995-06,67955,
1995-07,69222,
1995-08,69693,
1995-09,71747,
1995-10,72995,
1995-11,75504,
1995-12,77574,
1996-01,81510,
1996-02,82972,
1996-03,87036,
1996-04,91472,
1996-05,89350,
1996-06,85408,
1996-07,86983,
1996-08,86351,
1996-09,86562,
1996-10,88687,
1996-11,92218,
1996-12,94072,
1997-01,98605,
1997-02,102816,
1997-03,106086,
1997-04,109341,
1997-05,108718,
1997-06,107834,
1997-07,108311,
1997-08,109296,
1997-09,108734,
1997-10,107514,
