"",BBK01.OUZ349,BBK01.OUZ349_FLAGS
"","Provisions for liabilities and charges, Special purpose banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:58:17,
1999-01,2.620,
1999-02,2.621,
1999-03,2.655,
1999-04,2.654,
1999-05,2.681,
1999-06,2.667,
1999-07,2.637,
1999-08,2.628,
1999-09,2.613,
1999-10,2.608,
1999-11,2.563,
1999-12,2.578,
2000-01,2.773,
2000-02,2.910,
2000-03,2.909,
2000-04,2.918,
2000-05,2.826,
2000-06,2.812,
2000-07,2.786,
2000-08,2.766,
2000-09,2.750,
2000-10,2.724,
2000-11,2.705,
2000-12,2.695,
2001-01,2.796,
2001-02,2.815,
2001-03,2.791,
2001-04,2.916,
2001-05,2.907,
2001-06,2.879,
2001-07,2.886,
2001-08,2.860,
2001-09,2.825,
2001-10,2.812,
2001-11,2.790,
2001-12,2.808,
2002-01,2.846,
2002-02,2.913,
2002-03,2.928,
2002-04,2.881,
2002-05,2.866,
2002-06,2.844,
2002-07,2.797,
2002-08,2.778,
2002-09,2.753,
2002-10,2.739,
2002-11,2.755,
2002-12,2.762,
2003-01,2.741,
2003-02,2.865,
2003-03,2.850,
2003-04,2.838,
2003-05,2.861,
2003-06,2.857,
2003-07,2.834,
2003-08,2.818,
2003-09,2.790,
2003-10,2.770,
2003-11,2.738,
2003-12,2.728,
2004-01,2.437,
2004-02,2.550,
2004-03,2.524,
2004-04,2.551,
2004-05,2.540,
2004-06,2.538,
2004-07,2.495,
2004-08,2.413,
2004-09,2.494,
2004-10,2.482,
2004-11,2.475,
2004-12,3.279,
2005-01,3.466,
2005-02,3.479,
2005-03,3.473,
2005-04,3.517,
2005-05,3.474,
2005-06,3.443,
2005-07,3.363,
2005-08,3.362,
2005-09,3.426,
2005-10,3.324,
2005-11,3.322,
2005-12,3.390,
2006-01,3.754,
2006-02,3.756,
2006-03,3.784,
2006-04,3.735,
2006-05,3.693,
2006-06,3.708,
2006-07,3.640,
2006-08,3.634,
2006-09,3.666,
2006-10,3.621,
2006-11,3.602,
2006-12,3.848,
2007-01,4.013,
2007-02,3.945,
2007-03,3.936,
2007-04,3.913,
2007-05,3.861,
2007-06,3.892,
2007-07,3.816,
2007-08,6.288,
2007-09,6.372,
2007-10,5.793,
2007-11,7.680,
2007-12,5.279,
2008-01,5.845,
2008-02,5.783,
2008-03,5.814,
2008-04,5.991,
2008-05,6.741,
2008-06,6.340,
2008-07,6.707,
2008-08,6.984,
2008-09,7.687,
2008-10,6.675,
2008-11,6.064,
2008-12,6.300,
2009-01,6.712,
2009-02,6.685,
2009-03,6.556,
2009-04,6.672,
2009-05,6.589,
2009-06,6.720,
2009-07,6.633,
2009-08,6.483,
2009-09,6.390,
2009-10,5.763,
2009-11,5.827,
2009-12,6.006,
2010-01,5.898,
2010-02,5.908,
2010-03,5.928,
2010-04,5.875,
2010-05,6.017,
2010-06,6.009,
2010-07,6.059,
2010-08,6.015,
2010-09,5.792,
2010-10,5.968,
2010-11,5.950,
2010-12,5.904,
2011-01,6.302,
2011-02,6.373,
2011-03,6.365,
2011-04,6.233,
2011-05,6.270,
2011-06,6.282,
2011-07,6.175,
2011-08,6.170,
2011-09,6.076,
2011-10,6.083,
2011-11,6.071,
2011-12,5.859,
2012-01,5.920,
2012-02,5.790,
2012-03,5.796,
2012-04,5.765,
2012-05,5.745,
2012-06,5.733,
2012-07,5.921,
2012-08,5.914,
2012-09,5.900,
2012-10,5.891,
2012-11,5.885,
2012-12,5.761,
2013-01,5.814,
2013-02,5.632,
2013-03,5.624,
2013-04,5.629,
2013-05,5.647,
2013-06,5.615,
2013-07,5.585,
2013-08,5.592,
2013-09,5.596,
2013-10,5.560,
2013-11,5.575,
2013-12,5.690,
2014-01,5.816,
2014-02,5.796,
2014-03,5.777,
2014-04,5.741,
2014-05,5.743,
2014-06,5.763,
2014-07,5.724,
2014-08,5.728,
2014-09,5.698,
2014-10,5.670,
2014-11,5.681,
