"",BBK01.WX0202,BBK01.WX0202_FLAGS
"",Zero-coupon euro swap curve / bootstrapped and interpolated / 30.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:34,
2002-01,5.417,
2002-02,5.550,
2002-03,5.784,
2002-04,5.698,
2002-05,5.735,
2002-06,5.423,
2002-07,5.314,
2002-08,5.168,
2002-09,5.095,
2002-10,5.274,
2002-11,5.253,
2002-12,5.061,
2003-01,4.906,
2003-02,4.955,
2003-03,5.109,
2003-04,5.160,
2003-05,4.918,
2003-06,5.094,
2003-07,5.371,
2003-08,5.192,
2003-09,5.204,
2003-10,5.280,
2003-11,5.365,
2003-12,5.271,
2004-01,5.288,
2004-02,5.214,
2004-03,5.133,
2004-04,5.234,
2004-05,5.388,
2004-06,5.218,
2004-07,5.133,
2004-08,4.988,
2004-09,4.935,
2004-10,4.863,
2004-11,4.695,
2004-12,4.549,
2005-01,4.280,
2005-02,4.433,
2005-03,4.365,
2005-04,4.267,
2005-05,4.097,
2005-06,3.923,
2005-07,4.021,
2005-08,3.837,
2005-09,3.859,
2005-10,4.029,
2005-11,4.041,
2005-12,3.827,
2006-01,4.022,
2006-02,4.014,
2006-03,4.305,
2006-04,4.491,
2006-05,4.613,
2006-06,4.626,
2006-07,4.526,
2006-08,4.316,
2006-09,4.164,
2006-10,4.065,
2006-11,4.039,
2006-12,4.274,
2007-01,4.441,
2007-02,4.308,
2007-03,4.466,
2007-04,4.520,
2007-05,4.741,
2007-06,4.954,
2007-07,4.776,
2007-08,4.811,
2007-09,4.895,
2007-10,4.817,
2007-11,4.909,
2007-12,4.897,
2008-01,4.767,
2008-02,4.696,
2008-03,4.690,
2008-04,4.827,
2008-05,4.977,
2008-06,4.858,
2008-07,4.724,
2008-08,4.596,
2008-09,4.413,
2008-10,4.135,
2008-11,3.441,
2008-12,3.396,
2009-01,3.579,
2009-02,3.378,
2009-03,3.615,
2009-04,3.739,
2009-05,3.987,
2009-06,4.077,
2009-07,4.001,
2009-08,3.915,
2009-09,3.995,
2009-10,3.972,
2009-11,3.824,
2009-12,3.962,
2010-01,3.859,
2010-02,3.720,
2010-03,3.734,
2010-04,3.556,
2010-05,3.182,
2010-06,3.241,
2010-07,3.381,
2010-08,2.555,
2010-09,2.809,
2010-10,2.922,
2010-11,3.128,
2010-12,3.458,
2011-01,3.638,
2011-02,3.635,
2011-03,3.854,
2011-04,3.775,
2011-05,3.634,
2011-06,3.896,
2011-07,3.441,
2011-08,3.207,
2011-09,2.711,
2011-10,2.825,
2011-11,2.822,
2011-12,2.538,
2012-01,2.471,
2012-02,2.507,
2012-03,2.531,
2012-04,2.494,
2012-05,1.851,
2012-06,2.294,
2012-07,2.256,
2012-08,2.232,
2012-09,2.383,
2012-10,2.400,
2012-11,2.362,
2012-12,2.301,
2013-01,2.493,
2013-02,2.472,
2013-03,2.405,
2013-04,2.233,
2013-05,2.499,
2013-06,2.576,
2013-07,2.594,
2013-08,2.770,
2013-09,2.690,
2013-10,2.698,
2013-11,2.674,
2013-12,2.823,
2014-01,2.598,
2014-02,2.593,
2014-03,2.525,
2014-04,2.440,
2014-05,2.354,
2014-06,2.278,
2014-07,2.151,
2014-08,1.831,
2014-09,2.002,
2014-10,1.878,
2014-11,1.679,
2014-12,1.517,
2015-01,1.193,
