"",BBNZ1.Q.DE.Y.G.0161.A,BBNZ1.Q.DE.Y.G.0161.A_FLAGS
"",Germany / National accounts / Use of GDP / Changes in inventories and net increase in valuables / At current prices / Calendar and seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-25 17:38:02,
1991-01,5.169,
1991-04,4.488,
1991-07,3.486,
1991-10,-0.416,
1992-01,1.446,
1992-04,1.614,
1992-07,-0.508,
1992-10,-2.620,
1993-01,-3.807,
1993-04,-0.227,
1993-07,1.418,
1993-10,-1.672,
1994-01,-2.540,
1994-04,-2.146,
1994-07,1.483,
1994-10,3.080,
1995-01,2.246,
1995-04,1.989,
1995-07,3.358,
1995-10,1.237,
1996-01,2.031,
1996-04,-1.364,
1996-07,-1.782,
1996-10,0.469,
1997-01,1.195,
1997-04,0.388,
1997-07,1.729,
1997-10,2.306,
1998-01,3.073,
1998-04,4.586,
1998-07,3.470,
1998-10,1.605,
1999-01,3.199,
1999-04,0.001,
1999-07,2.539,
1999-10,3.563,
2000-01,2.013,
2000-04,3.329,
2000-07,5.386,
2000-10,6.710,
2001-01,3.343,
2001-04,4.352,
2001-07,2.413,
2001-10,1.105,
2002-01,-1.470,
2002-04,-1.065,
2002-07,-0.015,
2002-10,-2.261,
2003-01,1.807,
2003-04,0.596,
2003-07,-1.061,
2003-10,1.185,
2004-01,-2.285,
2004-04,-3.437,
2004-07,2.901,
2004-10,-0.464,
2005-01,-5.370,
2005-04,-0.903,
2005-07,-1.589,
2005-10,1.461,
2006-01,2.364,
2006-04,1.084,
2006-07,2.809,
2006-10,-7.775,
2007-01,5.738,
2007-04,2.329,
2007-07,4.885,
2007-10,1.718,
2008-01,4.033,
2008-04,2.467,
2008-07,6.814,
2008-10,2.397,
2009-01,-3.850,
2009-04,-10.351,
2009-07,-4.590,
2009-10,-6.647,
2010-01,-0.030,
2010-04,1.493,
2010-07,1.017,
2010-10,3.058,
2011-01,2.681,
2011-04,7.387,
2011-07,2.828,
2011-10,0.181,
2012-01,-2.810,
2012-04,-6.422,
2012-07,-8.579,
2012-10,-5.476,
2013-01,-5.065,
2013-04,-5.851,
2013-07,-5.798,
2013-10,-5.679,
2014-01,-6.308,
2014-04,-4.492,
2014-07,-11.493,
2014-10,-11.485,
