"",BBK01.WT4046,BBK01.WT4046_FLAGS
"","DE0001141554 / Yields / 2,500 BO S 155",
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 12:33:54,
2009-09-23,2.54,
2009-09-24,2.47,
2009-09-25,2.42,
2009-09-26,.,No value available
2009-09-27,.,No value available
2009-09-28,2.40,
2009-09-29,2.41,
2009-09-30,2.42,
2009-10-01,2.43,
2009-10-02,2.31,
2009-10-03,.,No value available
2009-10-04,.,No value available
2009-10-05,2.31,
2009-10-06,2.31,
2009-10-07,2.31,
2009-10-08,2.29,
2009-10-09,2.34,
2009-10-10,.,No value available
2009-10-11,.,No value available
2009-10-12,2.42,
2009-10-13,2.35,
2009-10-14,2.37,
2009-10-15,2.45,
2009-10-16,2.48,
2009-10-17,.,No value available
2009-10-18,.,No value available
2009-10-19,2.51,
2009-10-20,2.46,
2009-10-21,2.45,
2009-10-22,2.47,
2009-10-23,2.50,
2009-10-24,.,No value available
2009-10-25,.,No value available
2009-10-26,2.53,
2009-10-27,2.50,
2009-10-28,2.41,
2009-10-29,2.43,
2009-10-30,2.46,
2009-10-31,.,No value available
2009-11-01,.,No value available
2009-11-02,2.43,
2009-11-03,2.36,
2009-11-04,2.44,
2009-11-05,2.47,
2009-11-06,2.49,
2009-11-07,.,No value available
2009-11-08,.,No value available
2009-11-09,2.47,
2009-11-10,2.41,
2009-11-11,2.44,
2009-11-12,2.41,
2009-11-13,2.40,
2009-11-14,.,No value available
2009-11-15,.,No value available
2009-11-16,2.38,
2009-11-17,2.39,
2009-11-18,2.36,
2009-11-19,2.38,
2009-11-20,2.35,
2009-11-21,.,No value available
2009-11-22,.,No value available
2009-11-23,2.40,
2009-11-24,2.38,
2009-11-25,2.36,
2009-11-26,2.29,
2009-11-27,2.23,
2009-11-28,.,No value available
2009-11-29,.,No value available
2009-11-30,2.23,
2009-12-01,2.24,
2009-12-02,2.24,
2009-12-03,2.30,
2009-12-04,2.24,
2009-12-05,.,No value available
2009-12-06,.,No value available
2009-12-07,2.33,
2009-12-08,2.24,
2009-12-09,2.20,
2009-12-10,2.20,
2009-12-11,2.28,
2009-12-12,.,No value available
2009-12-13,.,No value available
2009-12-14,2.25,
2009-12-15,2.23,
2009-12-16,2.27,
2009-12-17,2.19,
2009-12-18,2.17,
2009-12-19,.,No value available
2009-12-20,.,No value available
2009-12-21,2.17,
2009-12-22,2.24,
2009-12-23,2.26,
2009-12-24,.,No value available
2009-12-25,.,No value available
2009-12-26,.,No value available
2009-12-27,.,No value available
2009-12-28,2.35,
2009-12-29,2.38,
2009-12-30,2.40,
2009-12-31,.,No value available
2010-01-01,.,No value available
2010-01-02,.,No value available
2010-01-03,.,No value available
2010-01-04,2.43,
2010-01-05,2.44,
2010-01-06,2.40,
2010-01-07,2.39,
2010-01-08,2.41,
2010-01-09,.,No value available
2010-01-10,.,No value available
2010-01-11,2.40,
2010-01-12,2.33,
2010-01-13,2.35,
2010-01-14,2.31,
2010-01-15,2.27,
2010-01-16,.,No value available
2010-01-17,.,No value available
2010-01-18,2.25,
2010-01-19,2.29,
2010-01-20,2.26,
2010-01-21,2.21,
2010-01-22,2.18,
2010-01-23,.,No value available
2010-01-24,.,No value available
2010-01-25,2.20,
2010-01-26,2.15,
2010-01-27,2.22,
2010-01-28,2.20,
2010-01-29,2.17,
2010-01-30,.,No value available
2010-01-31,.,No value available
2010-02-01,2.17,
2010-02-02,2.18,
2010-02-03,2.20,
2010-02-04,2.19,
2010-02-05,2.05,
2010-02-06,.,No value available
2010-02-07,.,No value available
2010-02-08,2.05,
2010-02-09,2.07,
2010-02-10,2.14,
2010-02-11,2.16,
2010-02-12,2.12,
2010-02-13,.,No value available
2010-02-14,.,No value available
2010-02-15,2.10,
2010-02-16,2.09,
2010-02-17,2.09,
2010-02-18,2.09,
2010-02-19,2.16,
2010-02-20,.,No value available
2010-02-21,.,No value available
2010-02-22,2.15,
2010-02-23,2.09,
2010-02-24,2.02,
2010-02-25,1.98,
2010-02-26,1.98,
2010-02-27,.,No value available
2010-02-28,.,No value available
2010-03-01,2.01,
2010-03-02,1.98,
2010-03-03,1.99,
2010-03-04,2.03,
2010-03-05,2.00,
2010-03-06,.,No value available
2010-03-07,.,No value available
2010-03-08,2.03,
2010-03-09,2.01,
2010-03-10,2.00,
2010-03-11,2.05,
2010-03-12,2.08,
2010-03-13,.,No value available
2010-03-14,.,No value available
2010-03-15,2.05,
2010-03-16,2.05,
2010-03-17,2.00,
2010-03-18,1.97,
2010-03-19,1.99,
2010-03-20,.,No value available
2010-03-21,.,No value available
2010-03-22,1.98,
2010-03-23,1.97,
2010-03-24,1.98,
2010-03-25,2.03,
2010-03-26,2.07,
2010-03-27,.,No value available
2010-03-28,.,No value available
2010-03-29,2.07,
2010-03-30,2.01,
2010-03-31,1.99,
2010-04-01,1.99,
2010-04-02,.,No value available
2010-04-03,.,No value available
2010-04-04,.,No value available
2010-04-05,.,No value available
2010-04-06,2.04,
2010-04-07,2.00,
2010-04-08,1.94,
2010-04-09,2.00,
2010-04-10,.,No value available
2010-04-11,.,No value available
2010-04-12,2.07,
2010-04-13,2.04,
2010-04-14,2.02,
2010-04-15,1.98,
2010-04-16,1.95,
2010-04-17,.,No value available
2010-04-18,.,No value available
2010-04-19,1.91,
2010-04-20,1.93,
2010-04-21,1.91,
2010-04-22,1.88,
2010-04-23,1.91,
2010-04-24,.,No value available
2010-04-25,.,No value available
2010-04-26,1.87,
2010-04-27,1.86,
2010-04-28,1.76,
2010-04-29,1.80,
2010-04-30,1.80,
2010-05-01,.,No value available
2010-05-02,.,No value available
2010-05-03,1.80,
2010-05-04,1.75,
2010-05-05,1.65,
2010-05-06,1.61,
2010-05-07,1.40,
2010-05-08,.,No value available
2010-05-09,.,No value available
2010-05-10,1.66,
2010-05-11,1.53,
2010-05-12,1.55,
2010-05-13,1.54,
2010-05-14,1.47,
2010-05-15,.,No value available
2010-05-16,.,No value available
2010-05-17,1.50,
2010-05-18,1.48,
2010-05-19,1.38,
2010-05-20,1.38,
2010-05-21,1.30,
2010-05-22,.,No value available
2010-05-23,.,No value available
2010-05-24,1.30,
2010-05-25,1.20,
2010-05-26,1.28,
2010-05-27,1.29,
2010-05-28,1.34,
2010-05-29,.,No value available
2010-05-30,.,No value available
2010-05-31,1.32,
2010-06-01,1.25,
2010-06-02,1.31,
2010-06-03,1.36,
2010-06-04,1.31,
2010-06-05,.,No value available
2010-06-06,.,No value available
2010-06-07,1.19,
2010-06-08,1.15,
2010-06-09,1.16,
2010-06-10,1.22,
2010-06-11,1.25,
2010-06-12,.,No value available
2010-06-13,.,No value available
2010-06-14,1.23,
2010-06-15,1.24,
2010-06-16,1.23,
2010-06-17,1.26,
2010-06-18,1.28,
2010-06-19,.,No value available
2010-06-20,.,No value available
2010-06-21,1.37,
2010-06-22,1.31,
2010-06-23,1.30,
2010-06-24,1.25,
2010-06-25,1.23,
2010-06-26,.,No value available
2010-06-27,.,No value available
2010-06-28,1.27,
2010-06-29,1.19,
2010-06-30,1.23,
2010-07-01,1.26,
2010-07-02,1.26,
2010-07-03,.,No value available
2010-07-04,.,No value available
2010-07-05,1.23,
2010-07-06,1.28,
2010-07-07,1.26,
2010-07-08,1.30,
2010-07-09,1.37,
2010-07-10,.,No value available
2010-07-11,.,No value available
2010-07-12,1.31,
2010-07-13,1.31,
2010-07-14,1.37,
2010-07-15,1.39,
2010-07-16,1.41,
2010-07-17,.,No value available
2010-07-18,.,No value available
2010-07-19,1.42,
2010-07-20,1.43,
2010-07-21,1.40,
2010-07-22,1.37,
2010-07-23,1.44,
2010-07-24,.,No value available
2010-07-25,.,No value available
2010-07-26,1.45,
2010-07-27,1.53,
2010-07-28,1.55,
2010-07-29,1.51,
2010-07-30,1.46,
2010-07-31,.,No value available
2010-08-01,.,No value available
2010-08-02,1.48,
2010-08-03,1.44,
2010-08-04,1.35,
2010-08-05,1.38,
2010-08-06,1.35,
2010-08-07,.,No value available
2010-08-08,.,No value available
2010-08-09,1.32,
2010-08-10,1.31,
2010-08-11,1.25,
2010-08-12,1.17,
2010-08-13,1.19,
2010-08-14,.,No value available
2010-08-15,.,No value available
2010-08-16,1.13,
2010-08-17,1.17,
2010-08-18,1.14,
2010-08-19,1.15,
2010-08-20,1.10,
2010-08-21,.,No value available
2010-08-22,.,No value available
2010-08-23,1.10,
2010-08-24,1.06,
2010-08-25,1.06,
2010-08-26,1.05,
2010-08-27,1.04,
2010-08-28,.,No value available
2010-08-29,.,No value available
2010-08-30,1.04,
2010-08-31,1.03,
2010-09-01,1.05,
2010-09-02,1.11,
2010-09-03,1.12,
2010-09-04,.,No value available
2010-09-05,.,No value available
2010-09-06,1.12,
2010-09-07,1.09,
2010-09-08,1.03,
2010-09-09,1.13,
2010-09-10,1.16,
2010-09-11,.,No value available
2010-09-12,.,No value available
2010-09-13,1.24,
2010-09-14,1.18,
2010-09-15,1.21,
2010-09-16,1.28,
2010-09-17,1.31,
2010-09-18,.,No value available
2010-09-19,.,No value available
2010-09-20,1.30,
2010-09-21,1.31,
2010-09-22,1.21,
2010-09-23,1.15,
2010-09-24,1.15,
2010-09-25,.,No value available
2010-09-26,.,No value available
2010-09-27,1.15,
2010-09-28,1.13,
2010-09-29,1.16,
2010-09-30,1.16,
2010-10-01,1.27,
2010-10-02,.,No value available
2010-10-03,.,No value available
2010-10-04,1.22,
2010-10-05,1.20,
2010-10-06,1.19,
2010-10-07,1.20,
2010-10-08,1.19,
2010-10-09,.,No value available
2010-10-10,.,No value available
2010-10-11,1.19,
2010-10-12,1.14,
2010-10-13,1.20,
2010-10-14,1.19,
2010-10-15,1.20,
2010-10-16,.,No value available
2010-10-17,.,No value available
2010-10-18,1.25,
2010-10-19,1.31,
2010-10-20,1.32,
2010-10-21,1.38,
2010-10-22,1.42,
2010-10-23,.,No value available
2010-10-24,.,No value available
2010-10-25,1.41,
2010-10-26,1.44,
2010-10-27,1.47,
2010-10-28,1.48,
2010-10-29,1.46,
2010-10-30,.,No value available
2010-10-31,.,No value available
2010-11-01,1.42,
2010-11-02,1.42,
2010-11-03,1.41,
2010-11-04,1.43,
2010-11-05,1.29,
2010-11-06,.,No value available
2010-11-07,.,No value available
2010-11-08,1.31,
2010-11-09,1.30,
2010-11-10,1.35,
2010-11-11,1.28,
2010-11-12,1.30,
2010-11-13,.,No value available
2010-11-14,.,No value available
2010-11-15,1.43,
2010-11-16,1.44,
2010-11-17,1.44,
2010-11-18,1.50,
2010-11-19,1.54,
2010-11-20,.,No value available
2010-11-21,.,No value available
2010-11-22,1.56,
2010-11-23,1.45,
2010-11-24,1.37,
2010-11-25,1.46,
2010-11-26,1.43,
2010-11-27,.,No value available
2010-11-28,.,No value available
2010-11-29,1.45,
2010-11-30,1.39,
2010-12-01,1.43,
2010-12-02,1.49,
2010-12-03,1.46,
2010-12-04,.,No value available
2010-12-05,.,No value available
2010-12-06,1.41,
2010-12-07,1.43,
2010-12-08,1.52,
2010-12-09,1.58,
2010-12-10,1.58,
2010-12-11,.,No value available
2010-12-12,.,No value available
2010-12-13,1.63,
2010-12-14,1.60,
2010-12-15,1.66,
2010-12-16,1.66,
2010-12-17,1.65,
2010-12-18,.,No value available
2010-12-19,.,No value available
2010-12-20,1.61,
2010-12-21,1.59,
2010-12-22,1.60,
2010-12-23,1.49,
2010-12-24,.,No value available
2010-12-25,.,No value available
2010-12-26,.,No value available
2010-12-27,1.57,
2010-12-28,1.48,
2010-12-29,1.49,
2010-12-30,1.46,
2010-12-31,.,No value available
2011-01-01,.,No value available
2011-01-02,.,No value available
2011-01-03,1.43,
2011-01-04,1.43,
2011-01-05,1.41,
2011-01-06,1.51,
2011-01-07,1.47,
2011-01-08,.,No value available
2011-01-09,.,No value available
2011-01-10,1.44,
2011-01-11,1.41,
2011-01-12,1.50,
2011-01-13,1.54,
2011-01-14,1.69,
2011-01-15,.,No value available
2011-01-16,.,No value available
2011-01-17,1.65,
2011-01-18,1.72,
