"",BBK01.TVD415,BBK01.TVD415_FLAGS
1993-11,6970,
1993-12,-434,
1994-01,3301,
1994-02,3384,
1994-03,4437,
1994-04,473,
1994-05,2763,
1994-06,1859,
1994-07,4224,
1994-08,-800,
1994-09,833,
1994-10,4116,
1994-11,7627,
1994-12,3523,
1995-01,4280,
1995-02,7425,
1995-03,2359,
1995-04,1296,
1995-05,6545,
1995-06,-2598,
1995-07,11067,
1995-08,2257,
1995-09,-267,
1995-10,13691,
1995-11,9014,
1995-12,1647,
1996-01,11832,
1996-02,6188,
1996-03,2750,
1996-04,5211,
1996-05,1102,
1996-06,1033,
1996-07,327,
1996-08,-533,
1996-09,-822,
1996-10,14564,
1996-11,11537,
1996-12,-10825,
1997-01,9495,
1997-02,4508,
1997-03,7388,
1997-04,-1498,
1997-05,3446,
1997-06,-9694,
1997-07,12297,
1997-08,6351,
1997-09,-4959,
1997-10,10846,
1997-11,10349,
1997-12,-18328,
1998-01,7500,
1998-02,5442,
1998-03,6506,
1998-04,5191,
1998-05,-4660,
1998-06,2749,
1998-07,1299,
1998-08,738,
1998-09,-8243,
1998-10,7135,
1998-11,6731,
1998-12,-17196,
1999-01,-1174,
1999-02,7928,
1999-03,-5211,
1999-04,-3018,
1999-05,8714,
1999-06,-9384,
1999-07,271,
1999-08,-4289,
1999-09,4104,
1999-10,12742,
1999-11,4728,
1999-12,-14070,
2000-01,9832,
2000-02,-955,
2000-03,-6277,
2000-04,544,
2000-05,-2880,
2000-06,-6404,
2000-07,924,
2000-08,-891,
2000-09,-14659,
2000-10,7103,
2000-11,4048,
2000-12,-1771,
2001-01,-10351,
2001-02,-2201,
2001-03,3617,
2001-04,-8072,
2001-05,-1700,
2001-06,-870,
2001-07,10642,
2001-08,-8403,
2001-09,-12889,
2001-10,-682,
2001-11,10680,
2001-12,-6313,
2002-01,342,
2002-02,1153,
2002-03,-2419,
2002-04,639,
2002-05,1569,
2002-06,-7012,
2002-07,10727,
2002-08,-7920,
2002-09,-98,
2002-10,1815,
2002-11,5728,
2002-12,-5326,
2003-01,13389,
2003-02,-3723,
2003-03,6364,
2003-04,951,
2003-05,-413,
2003-06,-15680,
2003-07,12562,
2003-08,-10516,
2003-09,-4445,
2003-10,5334,
2003-11,9380,
2003-12,-12365,
2004-01,3560,
2004-02,9133,
2004-03,12685,
2004-04,-7498,
2004-05,590,
2004-06,3110,
2004-07,8958,
2004-08,-332,
2004-09,-2937,
2004-10,5666,
2004-11,-2600,
2004-12,-12524,
2005-01,9816,
2005-02,-7400,
2005-03,2643,
2005-04,754,
2005-05,-3423,
2005-06,-15432,
2005-07,3000,
2005-08,888,
2005-09,-10028,
2005-10,2215,
2005-11,-3873,
2005-12,-2152,
2006-01,609,
2006-02,-11030,
2006-03,395,
2006-04,-214,
2006-05,6106,
2006-06,-13907,
2006-07,1780,
2006-08,-5445,
2006-09,-8082,
2006-10,5283,
2006-11,6764,
2006-12,-13297,
2007-01,5515,
2007-02,-5702,
2007-03,-3762,
2007-04,2662,
2007-05,-400,
2007-06,-13245,
2007-07,4919,
2007-08,-11667,
2007-09,-5697,
2007-10,-3288,
2007-11,-1393,
2007-12,-7555,
2008-01,-5834,
2008-02,2819,
2008-03,50,
2008-04,11505,
2008-05,-3756,
2008-06,-15833,
2008-07,-359,
2008-08,-2218,
2008-09,-14216,
2008-10,4050,
2008-11,-4714,
2008-12,155,
2009-01,6970,
2009-02,-2683,
2009-03,-3488,
2009-04,8463,
2009-05,-1785,
2009-06,2476,
2009-07,12905,
2009-08,-6656,
2009-09,2021,
2009-10,15897,
2009-11,-5893,
2009-12,-6948,
2010-01,7329,
2010-02,-239,
2010-03,5703,
2010-04,4487,
2010-05,10196,
2010-06,20897,
2010-07,-3986,
2010-08,2049,
2010-09,2240,
2010-10,110018,
2010-11,11108,
2010-12,-30111,
2011-01,4721,
2011-02,-14209,
2011-03,-11295,
2011-04,-8517,
2011-05,-9881,
2011-06,-6327,
2011-07,-3519,
2011-08,-12161,
2011-09,-1468,
2011-10,-3414,
2011-11,-1001,
2011-12,-6933,
2012-01,7300,
2012-02,-528,
2012-03,2021,
2012-04,4847,
2012-05,-8815,
2012-06,18229,
2012-07,-1566,
2012-08,-5084,
2012-09,2845,
2012-10,9463,
2012-11,342,
2012-12,-18324,
2013-01,-1565,
2013-02,-3436,
2013-03,-1954,
2013-04,10314,
2013-05,-15474,
2013-06,-702,
2013-07,8522,
2013-08,-5729,
2013-09,-1069,
2013-10,9970,
2013-11,-2715,
2013-12,-3113,
2014-01,4563,
2014-02,-2821,
2014-03,-4438,
2014-04,1570,
2014-05,3107,
2014-06,-5757,
2014-07,6121,
2014-08,-4450,
2014-09,-11,
2014-10,8268,
2014-11,-2793,
2014-12,-15557,
2015-01,10574,
