"",BBK01.TVD415,BBK01.TVD415_FLAGS
"",Lending to non-banks (non-MFIs) in the euro area / in the home country / General government / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:51,
1980-01,0,
1980-02,643,
1980-03,-747,
1980-04,2060,
1980-05,1349,
1980-06,401,
1980-07,1003,
1980-08,-416,
1980-09,743,
1980-10,1793,
1980-11,3597,
1980-12,52,
1981-01,632,
1981-02,4,
1981-03,1710,
1981-04,2429,
1981-05,-6,
1981-06,2730,
1981-07,1934,
1981-08,1842,
1981-09,3336,
1981-10,2836,
1981-11,3570,
1981-12,3114,
1982-01,2726,
1982-02,-341,
1982-03,2349,
1982-04,2935,
1982-05,-664,
1982-06,-868,
1982-07,1913,
1982-08,1090,
1982-09,1337,
1982-10,3270,
1982-11,2798,
1982-12,3900,
1983-01,812,
1983-02,649,
1983-03,764,
1983-04,861,
1983-05,-84,
1983-06,968,
1983-07,281,
1983-08,-75,
1983-09,59,
1983-10,2280,
1983-11,1360,
1983-12,2048,
1984-01,-1720,
1984-02,-975,
1984-03,-535,
1984-04,1538,
1984-05,-341,
1984-06,312,
1984-07,784,
1984-08,1425,
1984-09,2433,
1984-10,1752,
1984-11,3171,
1984-12,1872,
1985-01,50,
1985-02,1732,
1985-03,22,
1985-04,756,
1985-05,719,
1985-06,362,
1985-07,1071,
1985-08,-95,
1985-09,537,
1985-10,703,
1985-11,2442,
1985-12,2017,
1986-01,-1005,
1986-02,-1434,
1986-03,-711,
1986-04,1036,
1986-05,-293,
1986-06,-905,
1986-07,1913,
1986-08,-326,
1986-09,-238,
1986-10,1143,
1986-11,1540,
1986-12,1552,
1987-01,-1842,
1987-02,187,
1987-03,-199,
1987-04,18,
1987-05,1743,
1987-06,-497,
1987-07,3208,
1987-08,1838,
1987-09,399,
1987-10,5560,
1987-11,2366,
1987-12,2009,
1988-01,2282,
1988-02,975,
1988-03,549,
1988-04,470,
1988-05,1303,
1988-06,3023,
1988-07,2426,
1988-08,2911,
1988-09,1614,
1988-10,2235,
1988-11,3356,
1988-12,321,
1989-01,1984,
1989-02,180,
1989-03,-830,
1989-04,404,
1989-05,58,
1989-06,-1171,
1989-07,305,
1989-08,-748,
1989-09,30,
1989-10,-671,
1989-11,3635,
1989-12,372,
1990-01,284,
1990-02,67,
1990-03,-129,
1990-04,703,
1990-05,1825,
1990-06,-3436,
1990-07,533,
1990-08,7053,
1990-09,3831,
1990-10,5778,
1990-11,3606,
1990-12,3835,
1991-01,465,
1991-02,5400,
1991-03,3198,
1991-04,1878,
1991-05,3293,
1991-06,-294,
1991-07,1539,
1991-08,2542,
1991-09,-1446,
1991-10,2100,
1991-11,3074,
1991-12,1829,
1992-01,4156,
1992-02,-573,
1992-03,-859,
1992-04,2609,
1992-05,-960,
1992-06,830,
1992-07,3493,
1992-08,-388,
1992-09,-3485,
1992-10,6549,
1992-11,6765,
1992-12,2318,
1993-01,3725,
1993-02,2565,
1993-03,3684,
1993-04,2206,
1993-05,5637,
1993-06,1862,
1993-07,1805,
1993-08,2845,
1993-09,2860,
1993-10,8180,
