"",BBFB1.M.N.DE.W1.S1.S1.T.L.FA.D.F51._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.D.F51._Z._T._X.N_FLAGS
"",Financial account / Net foreign financial investment in the reporting country / Direct investment / Equity / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:50:16,
1991-01,-330.304,
1991-02,327.966,
1991-03,304.028,
1991-04,442.712,
1991-05,116.880,
1991-06,346.959,
1991-07,-340.310,
1991-08,538.968,
1991-09,81.205,
1991-10,261.276,
1991-11,1184.856,
1991-12,-498.195,
1992-01,-137.113,
1992-02,-210.648,
1992-03,-133.759,
1992-04,-318.671,
1992-05,-467.773,
1992-06,-406.547,
1992-07,-140.038,
1992-08,-140.773,
1992-09,-480.306,
1992-10,160.008,
1992-11,-70.032,
1992-12,-1718.077,
1993-01,-284.592,
1993-02,116.413,
1993-03,228.175,
1993-04,-6.636,
1993-05,-157.956,
1993-06,75.018,
1993-07,-202.143,
1993-08,-53.384,
1993-09,-650.694,
1993-10,199.154,
1993-11,-256.516,
1993-12,-689.422,
1994-01,-405.092,
1994-02,-250.979,
1994-03,308.182,
1994-04,82.662,
1994-05,-80.981,
1994-06,140.552,
1994-07,-85.108,
1994-08,25.558,
1994-09,289.435,
1994-10,77.242,
1994-11,482.708,
1994-12,1235.782,
1995-01,569.845,
1995-02,822.598,
1995-03,-234.839,
1995-04,21.466,
1995-05,-12.486,
1995-06,233.499,
1995-07,217.857,
1995-08,-233.056,
1995-09,662.197,
1995-10,955.845,
1995-11,-119.043,
1995-12,1321.815,
1996-01,81.341,
1996-02,158.424,
1996-03,-281.184,
1996-04,-11.781,
1996-05,-172.123,
1996-06,-582.544,
1996-07,78.402,
1996-08,-137.042,
1996-09,-572.785,
1996-10,-899.233,
1996-11,101.045,
1996-12,758.639,
1997-01,299.765,
1997-02,543.778,
1997-03,-968.628,
1997-04,104.317,
1997-05,168.338,
1997-06,153.004,
1997-07,1818.766,
1997-08,393.034,
1997-09,457.933,
1997-10,937.513,
1997-11,112.408,
1997-12,425.900,
1998-01,-57.088,
1998-02,1843.462,
1998-03,-109.432,
1998-04,-135.801,
1998-05,-70.279,
1998-06,2536.555,
1998-07,-492.803,
1998-08,356.956,
1998-09,212.190,
1998-10,916.045,
1998-11,916.960,
1998-12,-962.541,
1999-01,-121.388,
1999-02,-393.490,
1999-03,2739.071,
1999-04,-295.880,
1999-05,80.947,
1999-06,-785.153,
1999-07,61.675,
1999-08,-165.626,
1999-09,1169.155,
1999-10,-1612.132,
1999-11,-1785.154,
1999-12,19451.555,
2000-01,2115.215,
2000-02,137830.402,
2000-03,11682.030,
2000-04,1648.726,
2000-05,-3219.671,
2000-06,13476.662,
2000-07,4098.988,
2000-08,3806.301,
2000-09,2706.936,
2000-10,4209.319,
2000-11,109.777,
2000-12,-66940.409,
2001-01,-2331.863,
2001-02,12282.768,
2001-03,6342.232,
2001-04,2114.977,
2001-05,2845.989,
2001-06,-2241.395,
2001-07,-1811.823,
2001-08,-6059.066,
2001-09,-1376.194,
2001-10,-462.780,
2001-11,-1033.168,
2001-12,5182.176,
2002-01,1972.038,
2002-02,-1488.249,
2002-03,10919.820,
2002-04,-1189.638,
2002-05,3892.469,
2002-06,4993.586,
2002-07,48.139,
2002-08,4068.357,
2002-09,1513.054,
2002-10,-1345.412,
2002-11,597.850,
2002-12,6951.581,
2003-01,2719.738,
2003-02,791.603,
2003-03,12721.144,
2003-04,-566.313,
2003-05,487.840,
2003-06,-565.035,
2003-07,290.989,
2003-08,3617.439,
2003-09,1702.541,
2003-10,1405.149,
2003-11,1768.919,
2003-12,18914.764,
2004-01,2410.844,
2004-02,549.487,
2004-03,4623.537,
2004-04,643.601,
2004-05,918.971,
2004-06,-3147.156,
2004-07,947.847,
2004-08,-7.980,
2004-09,4290.275,
2004-10,4741.657,
2004-11,3214.472,
2004-12,11310.561,
2005-01,1171.761,
2005-02,1765.820,
2005-03,2963.471,
2005-04,7227.040,
2005-05,-1602.999,
2005-06,-372.556,
2005-07,838.991,
2005-08,51.628,
2005-09,2251.176,
2005-10,3120.266,
2005-11,20174.059,
2005-12,-4922.522,
2006-01,2005.772,
2006-02,-583.818,
2006-03,2697.922,
2006-04,-979.593,
2006-05,2181.345,
2006-06,616.277,
2006-07,-220.220,
2006-08,3598.441,
2006-09,-1692.129,
2006-10,4722.660,
2006-11,1256.219,
2006-12,15779.433,
2007-01,5218.863,
2007-02,2440.797,
2007-03,1696.761,
2007-04,4586.556,
2007-05,3362.986,
2007-06,3692.759,
2007-07,942.907,
2007-08,1021.682,
2007-09,12238.290,
2007-10,3419.089,
2007-11,140.959,
2007-12,7657.588,
2008-01,5398.490,
2008-02,713.684,
2008-03,2302.123,
2008-04,-2177.833,
2008-05,-643.602,
2008-06,3200.501,
2008-07,-3543.021,
2008-08,492.405,
2008-09,-246.475,
2008-10,-419.082,
2008-11,-545.229,
2008-12,-1043.003,
2009-01,3266.329,
2009-02,-1995.740,
2009-03,-919.364,
2009-04,-1030.684,
2009-05,1188.048,
2009-06,-3620.030,
2009-07,-3690.146,
2009-08,1356.162,
2009-09,-395.885,
2009-10,-804.170,
2009-11,2285.544,
2009-12,2834.539,
2010-01,-98.791,
2010-02,2464.682,
2010-03,1494.835,
2010-04,1945.169,
2010-05,1397.727,
2010-06,4.266,
2010-07,913.213,
2010-08,3160.276,
2010-09,2876.730,
2010-10,2166.553,
2010-11,2320.498,
2010-12,3864.126,
2011-01,1963.987,
2011-02,-1151.049,
2011-03,977.049,
2011-04,277.314,
2011-05,1124.643,
2011-06,1060.271,
2011-07,-585.157,
2011-08,2384.291,
2011-09,5070.972,
2011-10,3081.714,
2011-11,616.607,
2011-12,706.474,
2012-01,131.327,
2012-02,1963.348,
2012-03,1315.062,
2012-04,1254.937,
2012-05,-2177.481,
2012-06,-265.625,
2012-07,1957.243,
2012-08,1421.504,
2012-09,-6351.188,
2012-10,529.250,
2012-11,1042.906,
2012-12,10287.857,
2013-01,1209.124,
2013-02,1259.047,
2013-03,-265.246,
2013-04,750.364,
2013-05,-4138.985,
2013-06,-46.964,
2013-07,-45.883,
2013-08,842.224,
2013-09,597.307,
2013-10,1532.135,
2013-11,345.598,
2013-12,3879.583,
2014-01,1868.250,
2014-02,1125.251,Provisional value
2014-03,228.835,Provisional value
2014-04,1448.368,Provisional value
2014-05,418.837,Provisional value
2014-06,-1353.716,Provisional value
2014-07,872.320,Provisional value
2014-08,1084.628,Provisional value
2014-09,2173.764,
2014-10,1919.341,
2014-11,-303.564,
