"",BBK01.OEAA15V,BBK01.OEAA15V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:21:07,
2002-01,42.956,
2002-04,43.107,
2002-07,43.186,
2002-10,43.027,
2003-01,42.750,
2003-04,42.441,
2003-07,42.644,
2003-10,42.687,
2004-01,42.338,
2004-04,42.523,
2004-07,42.814,
2004-10,42.669,
2005-01,43.390,
2005-04,43.407,
2005-07,44.060,
2005-10,43.917,
2006-01,43.721,
2006-04,43.952,
2006-07,43.661,
2006-10,43.520,
2007-01,42.937,
2007-04,42.305,
2007-07,42.078,
2007-10,42.045,
2008-01,40.968,
2008-04,37.364,
2008-07,37.761,
2008-10,38.104,
2009-01,37.067,
2009-04,40.585,
2009-07,40.566,
2009-10,42.253,
2010-01,42.462,
2010-04,42.634,
2010-07,41.444,
2010-10,41.493,
2011-01,42.116,
2011-04,42.148,
2011-07,42.705,
2011-10,42.774,
2012-01,42.829,
2012-04,44.643,
2012-07,44.636,
2012-10,44.859,
2013-01,44.746,
2013-04,44.869,
2013-07,45.183,
2013-10,45.375,
2014-01,45.547,
2014-04,46.016,
2014-07,46.172,
