"",BBK01.QUW814,BBK01.QUW814_FLAGS
"",Foreign subsidiaries: Shares and participating interests / Euro area member states / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:12:24,
2001-12,15.135,
2002-01,16.426,
2002-02,15.338,
2002-03,16.510,
2002-04,17.638,
2002-05,22.191,
2002-06,19.552,
2002-07,15.408,
2002-08,12.930,
2002-09,13.142,
2002-10,12.501,
2002-11,12.294,
2002-12,11.745,
2003-01,11.192,
2003-02,11.069,
2003-03,11.523,
2003-04,10.551,
2003-05,11.134,
2003-06,9.880,
2003-07,9.960,
2003-08,10.622,
2003-09,8.917,
2003-10,9.126,
2003-11,8.676,
2003-12,8.398,
2004-01,8.389,
2004-02,8.072,
2004-03,8.528,
2004-04,9.650,
2004-05,9.519,
2004-06,9.231,
2004-07,9.340,
2004-08,8.812,
2004-09,9.504,
2004-10,8.518,
2004-11,8.111,
2004-12,7.894,
2005-01,7.948,
2005-02,8.411,
2005-03,8.767,
2005-04,9.790,
2005-05,10.613,
2005-06,9.132,
2005-07,8.902,
2005-08,8.997,
2005-09,9.180,
2005-10,7.775,
2005-11,11.794,
2005-12,9.933,
2006-01,9.606,
2006-02,13.639,
2006-03,14.351,
2006-04,16.455,
2006-05,15.524,
2006-06,14.070,
2006-07,9.606,
2006-08,9.170,
2006-09,8.859,
2006-10,8.483,
2006-11,8.944,
2006-12,10.276,
2007-01,3.346,
2007-02,4.608,
2007-03,4.182,
2007-04,5.513,
2007-05,5.616,
2007-06,4.982,
2007-07,4.205,
2007-08,2.447,
2007-09,2.754,
2007-10,4.439,
2007-11,2.934,
2007-12,4.385,
2008-01,4.428,
2008-02,4.429,
2008-03,4.403,
2008-04,3.244,
2008-05,4.864,
2008-06,4.484,
2008-07,4.059,
2008-08,4.109,
2008-09,3.953,
2008-10,3.675,
2008-11,3.502,
2008-12,3.468,
2009-01,3.239,
2009-02,3.302,
2009-03,3.303,
2009-04,3.109,
2009-05,2.919,
2009-06,2.758,
2009-07,2.755,
2009-08,2.751,
2009-09,2.761,
2009-10,2.742,
2009-11,2.672,
2009-12,0.909,
2010-01,1.172,
2010-02,1.090,
2010-03,1.259,
2010-04,1.731,
2010-05,1.461,
2010-06,1.129,
2010-07,1.062,
2010-08,1.079,
2010-09,1.045,
2010-10,1.238,
2010-11,0.982,
2010-12,0.968,
2011-01,0.895,
2011-02,1.215,
2011-03,1.329,
2011-04,1.949,
2011-05,1.492,
2011-06,1.544,
2011-07,1.519,
2011-08,0.902,
2011-09,0.897,
2011-10,0.932,
2011-11,0.999,
2011-12,0.869,
2012-01,0.892,
2012-02,0.854,
2012-03,1.010,
2012-04,1.161,
2012-05,1.726,
2012-06,1.733,
2012-07,2.359,
2012-08,2.392,
2012-09,2.223,
2012-10,2.164,
2012-11,2.965,
2012-12,2.062,
2013-01,1.942,
2013-02,1.955,
2013-03,1.953,
2013-04,1.911,
2013-05,1.823,
2013-06,1.218,
2013-07,1.240,
2013-08,1.330,
2013-09,1.018,
2013-10,0.951,
2013-11,0.722,
2013-12,0.736,
2014-01,0.700,
2014-02,0.699,
2014-03,0.700,
2014-04,0.870,
2014-05,0.872,
2014-06,0.871,
2014-07,0.866,
2014-08,0.867,
2014-09,0.869,
2014-10,0.886,
2014-11,0.773,
