"",BBK01.OUA315,BBK01.OUA315_FLAGS
"",Time deposits of social security funds / for more than one year up to and including two years / All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:26:37,
1999-01,0.059,
1999-02,0.055,
1999-03,0.053,
1999-04,0.052,
1999-05,0.041,
1999-06,0.056,
1999-07,0.054,
1999-08,0.125,
1999-09,0.087,
1999-10,0.098,
1999-11,0.059,
1999-12,0.072,
2000-01,0.074,
2000-02,0.131,
2000-03,0.099,
2000-04,0.096,
2000-05,0.090,
2000-06,0.105,
2000-07,0.211,
2000-08,0.213,
2000-09,0.211,
2000-10,0.205,
2000-11,0.215,
2000-12,0.311,
2001-01,0.359,
2001-02,0.362,
2001-03,0.368,
2001-04,0.549,
2001-05,0.549,
2001-06,0.458,
2001-07,0.338,
2001-08,0.340,
2001-09,0.337,
2001-10,0.354,
2001-11,0.372,
2001-12,0.492,
2002-01,0.668,
2002-02,0.664,
2002-03,0.663,
2002-04,0.487,
2002-05,0.497,
2002-06,0.447,
2002-07,0.445,
2002-08,0.448,
2002-09,0.353,
2002-10,0.353,
2002-11,0.324,
2002-12,0.345,
2003-01,0.342,
2003-02,0.087,
2003-03,0.080,
2003-04,0.071,
2003-05,0.068,
2003-06,0.086,
2003-07,0.083,
2003-08,0.093,
2003-09,0.122,
2003-10,0.124,
2003-11,0.122,
2003-12,0.142,
2004-01,0.116,
2004-02,0.118,
2004-03,0.118,
2004-04,0.121,
2004-05,0.147,
2004-06,0.154,
2004-07,0.175,
2004-08,0.142,
2004-09,0.137,
2004-10,0.159,
2004-11,0.148,
2004-12,0.095,
2005-01,0.095,
2005-02,0.090,
2005-03,0.089,
2005-04,0.088,
2005-05,0.086,
2005-06,0.088,
2005-07,0.084,
2005-08,0.075,
2005-09,0.082,
2005-10,0.087,
2005-11,0.085,
2005-12,0.065,
2006-01,0.061,
2006-02,0.071,
2006-03,0.074,
2006-04,0.076,
2006-05,0.078,
2006-06,0.080,
2006-07,0.078,
2006-08,0.069,
2006-09,0.100,
2006-10,0.092,
2006-11,0.093,
2006-12,0.143,
2007-01,0.448,
2007-02,0.458,
2007-03,0.462,
2007-04,0.476,
2007-05,0.476,
2007-06,1.383,
2007-07,1.428,
2007-08,1.453,
2007-09,1.481,
2007-10,1.485,
2007-11,1.654,
2007-12,1.749,
2008-01,1.522,
2008-02,1.629,
2008-03,1.640,
2008-04,1.679,
2008-05,1.694,
2008-06,1.412,
2008-07,0.834,
2008-08,0.802,
2008-09,0.799,
2008-10,0.895,
2008-11,0.735,
2008-12,0.601,
2009-01,0.601,
2009-02,0.623,
2009-03,0.693,
2009-04,0.697,
2009-05,0.749,
2009-06,0.752,
2009-07,0.803,
2009-08,0.921,
2009-09,0.899,
2009-10,0.918,
2009-11,0.911,
2009-12,0.799,
2010-01,0.778,
2010-02,0.772,
2010-03,0.645,
2010-04,0.625,
2010-05,0.522,
2010-06,0.489,
2010-07,0.501,
2010-08,0.394,
2010-09,0.454,
2010-10,0.510,
2010-11,0.489,
2010-12,0.485,
2011-01,0.477,
2011-02,0.498,
2011-03,0.594,
2011-04,0.612,
2011-05,0.636,
2011-06,0.786,
2011-07,0.946,
2011-08,0.960,
2011-09,1.018,
2011-10,1.137,
2011-11,1.229,
2011-12,1.390,
2012-01,1.475,
2012-02,1.602,
2012-03,1.714,
2012-04,1.737,
2012-05,1.920,
2012-06,2.588,
2012-07,2.675,
2012-08,2.690,
2012-09,2.771,
2012-10,2.706,
2012-11,2.713,
2012-12,2.734,
2013-01,2.798,
2013-02,2.791,
2013-03,3.042,
2013-04,3.196,
2013-05,3.453,
2013-06,3.428,
2013-07,2.996,
2013-08,3.105,
2013-09,3.123,
2013-10,3.297,
2013-11,3.263,
2013-12,3.385,
2014-01,3.296,
2014-02,3.563,
2014-03,3.617,
2014-04,3.632,
2014-05,3.584,
2014-06,3.549,
2014-07,3.385,
2014-08,3.443,
2014-09,3.275,
2014-10,3.289,
2014-11,3.849,
2014-12,4.745,Provisional value
