"",BBK01.OUH362,BBK01.OUH362_FLAGS
"",Loans to foreign non-banks / Total / Savings banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:59:11,
1999-01,2.298,
1999-02,2.357,
1999-03,2.391,
1999-04,2.349,
1999-05,2.496,
1999-06,2.537,
1999-07,2.563,
1999-08,2.584,
1999-09,2.591,
1999-10,2.627,
1999-11,2.681,
1999-12,2.754,
2000-01,2.923,
2000-02,3.006,
2000-03,3.063,
2000-04,3.186,
2000-05,3.210,
2000-06,3.207,
2000-07,3.247,
2000-08,3.333,
2000-09,3.388,
2000-10,3.421,
2000-11,3.407,
2000-12,3.374,
2001-01,3.824,
2001-02,3.875,
2001-03,3.945,
2001-04,3.945,
2001-05,3.964,
2001-06,3.954,
2001-07,3.964,
2001-08,3.947,
2001-09,3.927,
2001-10,3.994,
2001-11,3.963,
2001-12,4.007,
2002-01,3.997,
2002-02,4.010,
2002-03,4.025,
2002-04,4.039,
2002-05,4.007,
2002-06,3.993,
2002-07,3.964,
2002-08,3.969,
2002-09,3.919,
2002-10,3.933,
2002-11,3.914,
2002-12,3.892,
2003-01,3.844,
2003-02,3.892,
2003-03,3.869,
2003-04,3.860,
2003-05,3.850,
2003-06,3.787,
2003-07,3.761,
2003-08,3.760,
2003-09,3.707,
2003-10,3.722,
2003-11,3.687,
2003-12,3.684,
2004-01,3.651,
2004-02,3.651,
2004-03,3.642,
2004-04,3.621,
2004-05,3.609,
2004-06,3.611,
2004-07,3.545,
2004-08,3.575,
2004-09,3.561,
2004-10,3.616,
2004-11,3.662,
2004-12,3.658,
2005-01,3.670,
2005-02,3.652,
2005-03,3.635,
2005-04,3.614,
2005-05,3.777,
2005-06,3.815,
2005-07,3.750,
2005-08,3.767,
2005-09,3.797,
2005-10,3.784,
2005-11,3.776,
2005-12,3.781,
2006-01,3.806,
2006-02,3.814,
2006-03,3.869,
2006-04,3.869,
2006-05,3.890,
2006-06,3.905,
2006-07,3.950,
2006-08,3.896,
2006-09,3.934,
2006-10,3.937,
2006-11,3.987,
2006-12,3.999,
2007-01,4.039,
2007-02,4.064,
2007-03,4.136,
2007-04,4.118,
2007-05,4.233,
2007-06,4.357,
2007-07,4.394,
2007-08,4.454,
2007-09,4.547,
2007-10,4.634,
2007-11,4.824,
2007-12,5.055,
2008-01,5.129,
2008-02,5.142,
2008-03,5.313,
2008-04,5.622,
2008-05,5.713,
2008-06,6.118,
2008-07,6.159,
2008-08,6.319,
2008-09,6.606,
2008-10,6.785,
2008-11,6.877,
2008-12,7.153,
2009-01,7.204,
2009-02,7.282,
2009-03,7.388,
2009-04,7.499,
2009-05,7.431,
2009-06,7.502,
2009-07,7.505,
2009-08,7.536,
2009-09,7.524,
2009-10,7.574,
2009-11,7.575,
2009-12,7.607,
2010-01,7.574,
2010-02,7.584,
2010-03,7.626,
2010-04,7.636,
2010-05,7.617,
2010-06,7.639,
2010-07,7.596,
2010-08,7.689,
2010-09,7.689,
2010-10,7.682,
2010-11,7.723,
2010-12,7.519,
2011-01,7.287,
2011-02,7.378,
2011-03,7.423,
2011-04,7.417,
2011-05,7.468,
2011-06,7.521,
2011-07,7.553,
2011-08,7.541,
2011-09,7.715,
2011-10,7.739,
2011-11,7.874,
2011-12,7.712,
2012-01,7.706,
2012-02,7.959,
2012-03,7.834,
2012-04,7.977,
2012-05,8.158,
2012-06,8.177,
2012-07,8.188,
2012-08,8.233,
2012-09,8.300,
2012-10,8.210,
2012-11,8.244,
2012-12,8.160,
2013-01,8.170,
2013-02,8.195,
2013-03,8.350,
2013-04,8.124,
2013-05,8.208,
2013-06,8.199,
2013-07,8.186,
2013-08,8.214,
2013-09,8.208,
2013-10,8.362,
2013-11,8.381,
2013-12,8.509,
2014-01,8.485,
2014-02,8.449,
2014-03,8.469,
2014-04,8.519,
2014-05,8.517,
2014-06,8.534,
2014-07,8.675,
2014-08,8.775,
2014-09,8.781,
2014-10,8.766,
2014-11,8.916,
2014-12,9.031,Provisional value
