"",BBDE1.M.DE.Y.AEB5.N2C130000.F.V.I10.A,BBDE1.M.DE.Y.AEB5.N2C130000.F.V.I10.A_FLAGS
"",Orders received from abroad / At current prices / Germany / 13 Manufacture of textiles / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:52,
1991-01,102.7,
1991-02,98.7,
1991-03,100.0,
1991-04,107.5,
1991-05,100.3,
1991-06,106.8,
1991-07,99.5,
1991-08,103.6,
1991-09,100.7,
1991-10,108.7,
1991-11,107.6,
1991-12,114.4,
1992-01,105.2,
1992-02,102.1,
1992-03,103.4,
1992-04,101.9,
1992-05,99.6,
1992-06,101.6,
1992-07,99.2,
1992-08,95.5,
1992-09,94.4,
1992-10,93.1,
1992-11,88.2,
1992-12,90.3,
1993-01,89.0,
1993-02,84.1,
1993-03,85.9,
1993-04,85.4,
1993-05,86.5,
1993-06,84.6,
1993-07,87.5,
1993-08,87.9,
1993-09,85.5,
1993-10,84.9,
1993-11,86.4,
1993-12,86.3,
1994-01,86.6,
1994-02,94.1,
1994-03,84.9,
1994-04,91.3,
1994-05,93.8,
1994-06,90.2,
1994-07,84.8,
1994-08,90.8,
1994-09,88.9,
1994-10,90.9,
1994-11,92.8,
1994-12,87.2,
1995-01,93.4,
1995-02,92.2,
1995-03,88.9,
1995-04,89.6,
1995-05,90.1,
1995-06,85.0,
1995-07,83.8,
1995-08,88.3,
1995-09,87.6,
1995-10,89.9,
1995-11,84.3,
1995-12,84.3,
1996-01,85.4,
1996-02,88.0,
1996-03,98.2,
1996-04,93.3,
1996-05,95.0,
1996-06,95.4,
1996-07,91.8,
1996-08,90.9,
1996-09,90.9,
1996-10,93.7,
1996-11,89.4,
1996-12,99.9,
1997-01,95.0,
1997-02,97.4,
1997-03,97.8,
1997-04,96.8,
1997-05,98.7,
1997-06,98.5,
1997-07,103.1,
1997-08,101.7,
1997-09,103.8,
1997-10,109.4,
1997-11,109.1,
1997-12,106.2,
1998-01,105.8,
1998-02,105.6,
1998-03,104.6,
1998-04,106.0,
1998-05,103.6,
1998-06,105.8,
1998-07,103.7,
1998-08,99.6,
1998-09,100.5,
1998-10,96.3,
1998-11,95.1,
1998-12,97.4,
1999-01,94.5,
1999-02,94.6,
1999-03,93.2,
1999-04,94.5,
1999-05,93.5,
1999-06,94.4,
1999-07,98.2,
1999-08,100.2,
1999-09,100.0,
1999-10,97.2,
1999-11,101.4,
1999-12,100.2,
2000-01,103.8,
2000-02,106.1,
2000-03,111.5,
2000-04,104.8,
2000-05,109.2,
2000-06,105.2,
2000-07,107.4,
2000-08,113.6,
2000-09,110.0,
2000-10,111.9,
2000-11,110.1,
2000-12,112.5,
2001-01,107.9,
2001-02,108.2,
2001-03,105.6,
2001-04,103.4,
2001-05,102.0,
2001-06,105.4,
2001-07,105.2,
2001-08,104.0,
2001-09,103.8,
2001-10,102.9,
2001-11,104.2,
2001-12,101.7,
2002-01,101.4,
2002-02,106.0,
2002-03,104.7,
2002-04,106.2,
2002-05,109.9,
2002-06,107.3,
2002-07,108.2,
2002-08,102.5,
2002-09,101.3,
2002-10,106.7,
2002-11,107.7,
2002-12,102.2,
2003-01,111.1,
2003-02,105.0,
2003-03,104.5,
2003-04,109.9,
2003-05,100.5,
2003-06,104.0,
2003-07,101.4,
2003-08,101.1,
2003-09,98.5,
2003-10,101.0,
2003-11,102.7,
2003-12,100.6,
2004-01,105.1,
2004-02,102.6,
2004-03,105.8,
2004-04,106.4,
2004-05,107.1,
2004-06,105.0,
2004-07,109.2,
2004-08,104.8,
2004-09,106.8,
2004-10,105.1,
2004-11,103.0,
2004-12,108.7,
2005-01,105.6,
2005-02,106.2,
2005-03,109.1,
2005-04,105.2,
2005-05,104.4,
2005-06,103.1,
2005-07,105.1,
2005-08,103.2,
2005-09,107.3,
2005-10,105.8,
2005-11,103.7,
2005-12,107.5,
2006-01,104.0,
2006-02,106.0,
2006-03,105.6,
2006-04,104.8,
2006-05,107.9,
2006-06,110.3,
2006-07,111.1,
2006-08,111.6,
2006-09,110.3,
2006-10,111.6,
2006-11,111.5,
2006-12,108.6,
2007-01,113.0,
2007-02,111.6,
2007-03,110.3,
2007-04,113.2,
2007-05,112.2,
2007-06,115.6,
2007-07,113.3,
2007-08,117.4,
2007-09,112.3,
2007-10,113.1,
2007-11,117.2,
2007-12,113.3,
2008-01,117.8,
2008-02,114.6,
2008-03,113.7,
2008-04,111.9,
2008-05,112.6,
2008-06,109.4,
2008-07,108.6,
2008-08,113.1,
2008-09,103.4,
2008-10,101.4,
2008-11,93.6,
2008-12,91.2,
2009-01,84.1,
2009-02,83.4,
2009-03,82.5,
2009-04,85.2,
2009-05,87.1,
2009-06,88.4,
2009-07,90.6,
2009-08,89.4,
2009-09,91.2,
2009-10,90.3,
2009-11,91.3,
2009-12,93.9,
2010-01,92.9,
2010-02,93.8,
2010-03,99.2,
2010-04,98.1,
2010-05,101.8,
2010-06,102.8,
2010-07,100.3,
2010-08,100.3,
2010-09,99.6,
2010-10,98.8,
2010-11,102.5,
2010-12,105.0,
2011-01,101.6,
2011-02,103.1,
2011-03,104.2,
2011-04,104.2,
2011-05,101.5,
2011-06,105.2,
2011-07,104.3,
2011-08,103.1,
2011-09,102.6,
2011-10,107.2,
2011-11,101.4,
2011-12,96.7,
2012-01,106.1,
2012-02,98.6,
2012-03,99.1,
2012-04,96.1,
2012-05,101.5,
2012-06,107.3,
2012-07,96.4,
2012-08,98.3,
2012-09,100.1,
2012-10,97.9,
2012-11,106.0,
2012-12,100.6,
2013-01,102.1,
2013-02,99.8,
2013-03,100.0,
2013-04,104.8,
2013-05,102.5,
2013-06,101.7,
2013-07,112.7,
2013-08,106.1,
2013-09,103.3,
2013-10,109.0,
2013-11,107.0,
2013-12,106.5,
2014-01,107.7,
2014-02,116.6,
2014-03,109.1,
2014-04,113.5,
2014-05,110.0,
2014-06,111.3,
2014-07,114.4,
2014-08,113.2,
2014-09,111.9,
2014-10,116.1,
2014-11,113.3,
2014-12,116.4,Provisional value
