"",BBK01.OEBB07N,BBK01.OEBB07N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:32:39,
2002-01,17.576,
2002-04,17.734,
2002-07,17.565,
2002-10,17.298,
2003-01,17.224,
2003-04,17.734,
2003-07,17.638,
2003-10,18.457,
2004-01,18.270,
2004-04,19.483,
2004-07,20.854,
2004-10,18.043,
2005-01,18.334,
2005-04,18.911,
2005-07,19.252,
2005-10,19.595,
2006-01,19.098,
2006-04,19.661,
2006-07,20.250,
2006-10,20.548,
2007-01,20.449,
2007-04,21.278,
2007-07,21.473,
2007-10,21.866,
2008-01,24.877,
2008-04,25.489,
2008-07,24.072,
2008-10,24.805,
2009-01,22.084,
2009-04,22.553,
2009-07,23.221,
2009-10,23.264,
2010-01,22.973,
2010-04,23.035,
2010-07,23.379,
2010-10,24.098,
2011-01,24.308,
2011-04,24.092,
2011-07,24.684,
2011-10,24.362,
2012-01,23.773,
2012-04,23.573,
2012-07,23.494,
2012-10,24.210,
2013-01,24.886,
2013-04,25.678,
2013-07,24.977,
2013-10,24.881,
2014-01,26.315,
2014-04,26.997,
2014-07,27.192,
