"",BBK01.QU3001,BBK01.QU3001_FLAGS
"","Banks in Germany: Claims on non-residents, total / Belgium / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:09:01,
1982-06,3.644,
1982-07,3.476,
1982-08,3.435,
1982-09,3.324,
1982-10,3.277,
1982-11,3.264,
1982-12,3.331,
1983-01,3.389,
1983-02,3.349,
1983-03,3.209,
1983-04,3.125,
1983-05,3.231,
1983-06,3.324,
1983-07,3.178,
1983-08,3.184,
1983-09,3.213,
1983-10,3.288,
1983-11,3.153,
1983-12,3.520,
1984-01,3.205,
1984-02,3.188,
1984-03,3.274,
1984-04,3.570,
1984-05,3.347,
1984-06,3.461,
1984-07,3.329,
1984-08,3.350,
1984-09,3.250,
1984-10,3.359,
1984-11,3.654,
1984-12,3.763,
1985-01,3.424,
1985-02,3.914,
1985-03,3.685,
1985-04,3.666,
1985-05,3.630,
1985-06,3.818,
1985-07,3.717,
1985-08,3.969,
1985-09,3.970,
1985-10,4.357,
1985-11,4.132,
1985-12,4.473,
1986-01,4.538,
1986-02,4.667,
1986-03,4.826,
1986-04,4.683,
1986-05,5.059,
1986-06,4.993,
1986-07,4.705,
1986-08,5.464,
1986-09,5.474,
1986-10,5.866,
1986-11,5.960,
1986-12,6.354,
1987-01,6.079,
1987-02,6.574,
1987-03,6.832,
1987-04,6.958,
1987-05,7.097,
1987-06,8.083,
1987-07,7.672,
1987-08,7.548,
1987-09,7.789,
1987-10,8.038,
1987-11,7.655,
1987-12,7.920,
1988-01,8.002,
1988-02,8.179,
1988-03,8.547,
1988-04,8.131,
1988-05,8.319,
1988-06,8.630,
1988-07,9.346,
1988-08,10.490,
1988-09,10.603,
1988-10,10.254,
1988-11,9.822,
1988-12,10.265,
1989-01,9.186,
1989-02,9.556,
1989-03,8.874,
1989-04,9.434,
1989-05,9.580,
1989-06,9.447,
1989-07,9.271,
1989-08,9.714,
1989-09,9.223,
1989-10,9.431,
1989-11,9.538,
1989-12,10.161,
1990-01,9.642,
1990-02,9.889,
1990-03,9.863,
1990-04,10.245,
1990-05,10.213,
1990-06,10.077,
1990-07,9.628,
1990-08,10.356,
1990-09,10.464,
1990-10,10.434,
1990-11,11.378,
1990-12,11.788,
1991-01,11.895,
1991-02,11.697,
1991-03,11.107,
1991-04,10.204,
1991-05,11.055,
1991-06,10.201,
1991-07,9.837,
1991-08,9.923,
1991-09,9.678,
1991-10,9.589,
1991-11,10.248,
1991-12,10.930,
1992-01,10.859,
1992-02,10.207,
1992-03,10.684,
1992-04,10.816,
1992-05,10.083,
1992-06,9.467,
1992-07,9.333,
1992-08,9.605,
1992-09,9.150,
1992-10,10.105,
1992-11,9.381,
1992-12,8.460,
1993-01,9.010,
1993-02,9.118,
1993-03,10.255,
1993-04,10.119,
1993-05,9.212,
1993-06,10.558,
1993-07,10.962,
1993-08,11.469,
1993-09,10.091,
1993-10,11.025,
1993-11,11.605,
1993-12,11.785,
1994-01,11.741,
1994-02,11.034,
1994-03,10.169,
1994-04,9.683,
1994-05,9.937,
1994-06,10.300,
1994-07,9.691,
1994-08,9.491,
1994-09,9.734,
1994-10,9.068,
1994-11,9.158,
1994-12,9.235,
1995-01,8.908,
1995-02,9.646,
1995-03,9.640,
1995-04,9.187,
1995-05,8.908,
1995-06,10.300,
1995-07,8.816,
1995-08,9.477,
1995-09,8.998,
1995-10,8.605,
1995-11,9.194,
1995-12,10.108,
1996-01,10.207,
1996-02,10.465,
1996-03,10.193,
1996-04,10.032,
1996-05,9.935,
1996-06,10.548,
1996-07,11.524,
1996-08,10.411,
1996-09,11.342,
1996-10,11.493,
1996-11,11.123,
1996-12,10.717,
1997-01,11.911,
1997-02,11.795,
1997-03,12.022,
1997-04,9.747,
1997-05,10.087,
1997-06,12.014,
1997-07,12.313,
1997-08,12.000,
1997-09,11.966,
1997-10,11.642,
1997-11,12.168,
1997-12,12.098,
1998-01,11.520,
1998-02,11.179,
1998-03,11.793,
1998-04,11.834,
1998-05,11.904,
1998-06,13.408,
1998-07,12.389,
1998-08,12.389,
1998-09,11.361,
1998-10,11.947,
1998-11,14.329,
1998-12,15.433,
1999-01,22.085,
1999-02,21.349,
1999-03,21.087,
1999-04,18.578,
1999-05,19.382,
1999-06,20.523,
1999-07,21.705,
1999-08,19.683,
1999-09,24.782,
1999-10,25.521,
1999-11,22.313,
1999-12,17.500,
2000-01,22.846,
2000-02,24.132,
2000-03,26.225,
2000-04,29.894,
2000-05,31.608,
2000-06,32.434,
2000-07,28.077,
2000-08,29.786,
2000-09,31.021,
2000-10,27.573,
2000-11,32.113,
2000-12,26.667,
2001-01,23.406,
2001-02,24.947,
2001-03,27.288,
2001-04,27.590,
2001-05,30.310,
2001-06,27.959,
2001-07,28.735,
2001-08,31.218,
2001-09,34.781,
2001-10,35.190,
2001-11,37.035,
2001-12,34.521,
2002-01,33.771,
2002-02,33.269,
2002-03,36.080,
2002-04,33.099,
2002-05,33.945,
2002-06,33.085,
2002-07,37.843,
2002-08,36.294,
2002-09,36.181,
2002-10,36.399,
2002-11,38.165,
2002-12,33.138,
2003-01,33.651,
2003-02,35.522,
2003-03,37.672,
2003-04,38.208,
2003-05,41.582,
2003-06,41.584,
2003-07,40.991,
2003-08,39.860,
2003-09,36.712,
2003-10,38.599,
2003-11,37.686,
2003-12,37.280,
2004-01,36.551,
2004-02,36.420,
2004-03,36.880,
2004-04,37.616,
2004-05,37.571,
2004-06,42.795,
2004-07,38.951,
2004-08,39.367,
2004-09,36.556,
2004-10,37.948,
2004-11,35.650,
2004-12,31.756,
2005-01,34.862,
2005-02,39.611,
2005-03,37.185,
2005-04,32.821,
2005-05,33.424,
2005-06,33.256,
2005-07,31.874,
2005-08,31.790,
2005-09,33.045,
2005-10,32.512,
2005-11,35.196,
2005-12,30.463,
2006-01,34.420,
2006-02,34.026,
2006-03,39.216,
2006-04,36.006,
2006-05,39.320,
2006-06,39.036,
2006-07,33.484,
2006-08,33.878,
2006-09,33.576,
2006-10,34.810,
2006-11,32.099,
2006-12,32.525,
2007-01,33.851,
2007-02,34.887,
2007-03,30.397,
2007-04,34.058,
2007-05,39.770,
2007-06,35.664,
2007-07,37.908,
2007-08,35.927,
2007-09,36.580,
2007-10,37.585,
2007-11,39.714,
2007-12,30.117,
2008-01,47.022,
2008-02,42.442,
2008-03,33.052,
2008-04,37.308,
2008-05,36.081,
2008-06,38.637,
2008-07,40.006,
2008-08,38.181,
2008-09,36.322,
2008-10,33.897,
2008-11,32.368,
2008-12,25.392,
2009-01,27.908,
2009-02,27.872,
2009-03,26.131,
2009-04,28.780,
2009-05,25.937,
2009-06,26.897,
2009-07,32.483,
2009-08,33.459,
2009-09,29.623,
2009-10,33.153,
2009-11,30.094,
2009-12,28.557,
2010-01,26.844,
2010-02,28.229,
2010-03,29.610,
2010-04,28.453,
2010-05,29.593,
2010-06,30.138,
2010-07,32.776,
2010-08,33.559,
2010-09,31.711,
2010-10,30.610,
2010-11,34.079,
2010-12,34.069,
2011-01,35.523,
2011-02,31.164,
2011-03,30.315,
2011-04,31.331,
2011-05,31.969,
2011-06,30.305,
2011-07,30.221,
2011-08,32.276,
2011-09,31.208,
2011-10,27.682,
2011-11,26.158,
2011-12,26.597,
2012-01,27.468,
2012-02,27.877,
2012-03,26.813,
2012-04,26.444,
2012-05,26.709,
2012-06,26.074,
2012-07,26.395,
2012-08,25.649,
2012-09,27.882,
2012-10,27.206,
2012-11,25.573,
2012-12,25.482,
2013-01,26.932,
2013-02,25.852,
2013-03,27.961,
2013-04,26.845,
2013-05,31.372,
2013-06,30.171,
2013-07,31.052,
2013-08,29.829,
2013-09,29.775,
2013-10,29.240,
2013-11,29.191,
2013-12,26.910,
2014-01,29.059,
2014-02,31.617,
2014-03,29.322,
2014-04,28.231,
2014-05,29.716,
2014-06,29.918,
2014-07,30.353,
2014-08,31.251,
2014-09,29.308,
2014-10,31.213,
2014-11,31.550,
2014-12,28.662,
