"",BBK01.OUP102,BBK01.OUP102_FLAGS
"",Balances and loans to domestic banks (MFIs) / short-term / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:45:28,
1985-12,10.974,
1986-01,11.545,
1986-02,10.320,
1986-03,10.889,
1986-04,10.410,
1986-05,10.171,
1986-06,9.507,
1986-07,9.071,
1986-08,9.259,
1986-09,9.021,
1986-10,9.129,
1986-11,9.935,
1986-12,9.687,
1987-01,9.559,
1987-02,9.031,
1987-03,8.997,
1987-04,9.258,
1987-05,9.577,
1987-06,8.471,
1987-07,8.780,
1987-08,9.140,
1987-09,9.613,
1987-10,9.533,
1987-11,9.027,
1987-12,9.495,
1988-01,9.970,
1988-02,9.372,
1988-03,9.514,
1988-04,9.866,
1988-05,9.310,
1988-06,10.038,
1988-07,9.907,
1988-08,9.637,
1988-09,10.123,
1988-10,11.244,
1988-11,10.137,
1988-12,9.270,
1989-01,9.548,
1989-02,9.659,
1989-03,9.926,
1989-04,10.260,
1989-05,9.948,
1989-06,9.776,
1989-07,9.637,
1989-08,9.795,
1989-09,10.102,
1989-10,10.752,
1989-11,10.079,
1989-12,9.130,
1990-01,9.868,
1990-02,10.546,
1990-03,10.066,
1990-04,9.437,
1990-05,9.403,
1990-06,8.781,
1990-07,8.585,
1990-08,8.887,
1990-09,8.540,
1990-10,9.153,
1990-11,8.955,
1990-12,8.276,
1991-01,8.020,
1991-02,8.953,
1991-03,9.058,
1991-04,8.902,
1991-05,9.829,
1991-06,8.805,
1991-07,8.093,
1991-08,8.260,
1991-09,8.049,
1991-10,8.424,
1991-11,8.373,
1991-12,8.951,
1992-01,8.844,
1992-02,8.847,
1992-03,8.804,
1992-04,8.992,
1992-05,9.340,
1992-06,9.236,
1992-07,8.561,
1992-08,9.234,
1992-09,10.170,
1992-10,11.993,
1992-11,11.801,
1992-12,12.008,
1993-01,12.048,
1993-02,12.432,
1993-03,12.216,
1993-04,12.670,
1993-05,12.654,
1993-06,11.167,
1993-07,11.442,
1993-08,11.117,
1993-09,10.468,
1993-10,12.221,
1993-11,11.892,
1993-12,12.531,
1994-01,12.370,
1994-02,11.103,
1994-03,13.093,
1994-04,12.670,
1994-05,13.766,
1994-06,13.609,
1994-07,15.229,
1994-08,14.809,
1994-09,14.893,
1994-10,14.704,
1994-11,15.092,
1994-12,16.345,
1995-01,15.658,
1995-02,16.603,
1995-03,17.679,
1995-04,17.206,
1995-05,18.470,
1995-06,17.426,
1995-07,15.476,
1995-08,16.207,
1995-09,16.181,
1995-10,15.939,
1995-11,16.182,
1995-12,15.495,
1996-01,16.510,
1996-02,19.002,
1996-03,16.920,
1996-04,17.790,
1996-05,18.096,
1996-06,18.871,
1996-07,16.325,
1996-08,16.997,
1996-09,16.990,
1996-10,17.790,
1996-11,17.140,
1996-12,16.499,
1997-01,18.480,
1997-02,20.122,
1997-03,18.736,
1997-04,20.343,
1997-05,21.452,
1997-06,21.818,
1997-07,20.982,
1997-08,20.780,
1997-09,21.468,
1997-10,24.770,
1997-11,24.814,
