"",BBK01.BQ3310,BBK01.BQ3310_FLAGS
"",State government debt (Germany as a whole) - total debt,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:44,
1991-01,168054.5,
1991-04,170257.8,
1991-07,171078.9,
1991-10,180151.8,
1992-01,182339.7,
1992-04,182857.9,
1992-07,186120.3,
1992-10,198958.9,
1993-01,200060.1,
1993-04,202735.9,
1993-07,207398.6,
1993-10,221818.6,
1994-01,220887.4,
1994-04,222880.5,
1994-07,224968.9,
1994-10,240666.1,
1995-01,240294.9,
1995-04,243431.1,
1995-07,250030.2,
1995-10,261621.2,
1996-01,261453.3,
1996-04,265067.3,
1996-07,273132.4,
1996-10,285477.7,
1997-01,287162.1,
1997-04,292848.8,
1997-07,295254.6,
1997-10,304459.4,
1998-01,307403.0,
1998-04,310150.5,
1998-07,312471.6,
1998-10,318827.0,
1999-01,318125.7,
1999-04,320147.0,
1999-07,320395.1,
1999-10,327407.3,
2000-01,327918.6,
2000-04,328810.5,
2000-07,329227.1,
2000-10,338143.2,
2001-01,341768.3,
2001-04,344232.4,
2001-07,353019.0,
2001-10,364558.7,
2002-01,369353.2,
2002-04,374603.3,
2002-07,382149.5,
2002-10,392172.2,
2003-01,404951.0,
2003-04,412300.0,
2003-07,414600.7,
2003-10,423737.0,
2004-01,432862.1,
2004-04,439491.9,
2004-07,445927.1,
2004-10,448671.6,
2005-01,455531.0,
2005-04,459271.1,
2005-07,464083.2,
2005-10,471375.3,
2006-01,477717.5,
2006-04,478661.1,
2006-07,478602.8,
2006-10,481849.9,
2007-01,483083.9,
2007-04,479657.6,
2007-07,480050.0,
2007-10,484372.5,
2008-01,477396.0,
2008-04,481875.4,
2008-07,478494.8,
2008-10,483875.3,
2009-01,492770.7,
2009-04,497724.6,
2009-07,501091.8,
2009-10,505359.4,
2010-01,511618.6,
2010-04,515470.7,
2010-07,523882.5,
2010-10,528619.3,
2011-01,527939.8,
2011-04,529211.2,
2011-07,533148.6,
2011-10,537490.9,
2012-01,535493.9,
2012-04,536353.7,
2012-07,537826.9,
2012-10,540821.9,
2013-01,541400.1,
2013-04,538457.7,
2013-07,538070.3,
2013-10,546333.6,
2014-01,540544.9,Provisional value
2014-04,542959.0,Provisional value
2014-07,546951.4,Provisional value
