"",BBFB1.M.N.DE.W1.S1.S1.T.A.FA.O.F4.T._T.N.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.O.F4.T._T.N.N_FLAGS
"",Financial account / Net domestic financial investment abroad / Other investment / Loans  / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:51:29,
1991-01,1667.207,
1991-02,2343.667,
1991-03,2597.058,
1991-04,2115.292,
1991-05,1142.170,
1991-06,2874.619,
1991-07,-750.270,
1991-08,879.003,
1991-09,1338.088,
1991-10,106.178,
1991-11,1568.571,
1991-12,-2469.688,
1992-01,1296.662,
1992-02,301.104,
1992-03,760.337,
1992-04,174.925,
1992-05,957.949,
1992-06,-578.961,
1992-07,-1202.509,
1992-08,-116.596,
1992-09,1339.121,
1992-10,1212.358,
1992-11,82.817,
1992-12,1646.310,
1993-01,1340.951,
1993-02,3267.646,
1993-03,1761.607,
1993-04,519.161,
1993-05,2353.794,
1993-06,1613.357,
1993-07,2705.236,
1993-08,1915.362,
1993-09,-387.388,
1993-10,2225.332,
1993-11,3166.900,
1993-12,10151.195,
1994-01,1151.182,
1994-02,-2793.473,
1994-03,4518.990,
1994-04,175.202,
1994-05,1827.609,
1994-06,-832.947,
1994-07,-617.624,
1994-08,4647.248,
1994-09,-654.598,
1994-10,-159.027,
1994-11,1785.712,
1994-12,1537.697,
1995-01,214.659,
1995-02,2067.090,
1995-03,-368.507,
1995-04,755.803,
1995-05,5000.871,
1995-06,1386.205,
1995-07,1130.738,
1995-08,3462.595,
1995-09,2077.802,
1995-10,3477.249,
1995-11,1402.891,
1995-12,954.042,
1996-01,2181.794,
1996-02,1197.441,
1996-03,1528.410,
1996-04,2006.290,
1996-05,3426.839,
1996-06,183.229,
1996-07,-886.835,
1996-08,368.369,
1996-09,-911.147,
1996-10,2635.251,
1996-11,4845.029,
1996-12,3037.213,
1997-01,3941.933,
1997-02,5520.876,
1997-03,1067.102,
1997-04,2072.769,
1997-05,2732.333,
1997-06,4823.932,
1997-07,3953.061,
1997-08,3737.520,
1997-09,677.653,
1997-10,4270.014,
1997-11,2967.354,
1997-12,11148.196,
1998-01,-1114.938,
1998-02,6682.992,
1998-03,4545.554,
1998-04,2491.783,
1998-05,4465.315,
1998-06,3161.419,
1998-07,3273.342,
1998-08,7508.474,
1998-09,6307.421,
1998-10,-6627.449,
1998-11,515.783,
1998-12,23.504,
1999-01,10615.360,
1999-02,-4017.277,
1999-03,6183.178,
1999-04,7253.297,
1999-05,8823.382,
1999-06,-1211.788,
1999-07,10053.714,
1999-08,798.698,
1999-09,4664.569,
1999-10,6210.960,
1999-11,480.343,
1999-12,1812.580,
2000-01,6594.927,
2000-02,6858.221,
2000-03,7729.313,
2000-04,6915.870,
2000-05,-3486.489,
2000-06,-8814.465,
2000-07,4143.053,
2000-08,10203.177,
2000-09,11285.393,
2000-10,5918.984,
2000-11,7903.160,
2000-12,10230.615,
2001-01,10419.494,
2001-02,5437.111,
2001-03,16877.553,
2001-04,10426.918,
2001-05,-1029.444,
2001-06,2465.570,
2001-07,-5075.864,
2001-08,7776.694,
2001-09,7426.762,
2001-10,6509.995,
2001-11,14372.460,
2001-12,-2268.757,
2002-01,3761.407,
2002-02,5851.926,
2002-03,16624.016,
2002-04,-337.145,
2002-05,6963.165,
2002-06,-704.794,
2002-07,-3156.059,
2002-08,-698.781,
2002-09,11970.776,
2002-10,4695.930,
2002-11,4154.827,
2002-12,-12248.323,
2003-01,7675.035,
2003-02,20324.683,
2003-03,7472.295,
2003-04,15641.610,
2003-05,9628.086,
2003-06,-13020.500,
2003-07,-5886.814,
2003-08,-3878.964,
2003-09,13885.612,
2003-10,871.742,
2003-11,11095.014,
2003-12,-2873.381,
2004-01,6706.177,
2004-02,8101.701,
2004-03,4383.575,
2004-04,5463.344,
2004-05,-20293.936,
2004-06,1309.710,
2004-07,5858.958,
2004-08,8237.724,
2004-09,8142.730,
2004-10,-1853.432,
2004-11,19797.195,
2004-12,-18969.502,
2005-01,11407.898,
2005-02,8041.981,
2005-03,-9303.073,
2005-04,40960.060,
2005-05,-11178.567,
2005-06,-8187.905,
2005-07,7100.621,
2005-08,2743.059,
2005-09,7969.100,
2005-10,4317.046,
2005-11,3269.530,
2005-12,-2194.080,
2006-01,22071.160,
2006-02,-4248.943,
2006-03,2771.690,
2006-04,24411.748,
2006-05,1098.327,
2006-06,5251.051,
2006-07,7475.544,
2006-08,6406.786,
2006-09,3074.725,
2006-10,10404.004,
2006-11,13549.877,
2006-12,-780.368,
2007-01,17703.772,
2007-02,7304.003,
2007-03,9025.413,
2007-04,19604.701,
2007-05,6895.892,
2007-06,11032.296,
2007-07,424.973,
2007-08,22760.212,
2007-09,19391.602,
