"",BBFB1.Q.N.DE.A2.S1.S1.T.D.IN2._Z._Z._Z._T._X.N,BBFB1.Q.N.DE.A2.S1.S1.T.D.IN2._Z._Z._Z._T._X.N_FLAGS
"",Current account / Secondary income / Expenditure / North American countries,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:32:31,
1991-01,5089.812,
1991-04,634.491,
1991-07,664.015,
1991-10,659.111,
1992-01,740.864,
1992-04,781.826,
1992-07,800.215,
1992-10,876.266,
1993-01,1045.678,
1993-04,924.657,
1993-07,944.547,
1993-10,972.233,
1994-01,1475.802,
1994-04,1519.588,
1994-07,1492.829,
1994-10,1464.203,
1995-01,526.046,
1995-04,512.714,
1995-07,530.725,
1995-10,524.273,
1996-01,1362.769,
1996-04,1409.625,
1996-07,1436.213,
1996-10,1473.635,
1997-01,1924.018,
1997-04,1921.284,
1997-07,1925.878,
1997-10,1900.198,
1998-01,635.485,
1998-04,689.906,
1998-07,730.382,
1998-10,728.875,
1999-01,822.845,
1999-04,864.598,
1999-07,891.581,
1999-10,982.880,
2000-01,1445.948,
2000-04,1300.725,
2000-07,1354.046,
2000-10,1679.305,
2001-01,1814.178,
2001-04,1952.187,
2001-07,1863.961,
2001-10,1895.387,
2002-01,4488.148,
2002-04,4842.467,
2002-07,4444.275,
2002-10,5379.802,
2003-01,3097.687,
2003-04,2991.782,
2003-07,3179.288,
2003-10,2816.102,
2004-01,1541.933,
2004-04,1585.455,
2004-07,1584.632,
2004-10,1570.343,
2005-01,1786.364,
2005-04,1892.956,
2005-07,1768.478,
2005-10,2112.233,
2006-01,900.002,
2006-04,769.396,
2006-07,933.592,
2006-10,709.041,
2007-01,2164.406,
2007-04,2212.557,
2007-07,2385.654,
2007-10,2187.130,
2008-01,1628.730,
2008-04,1848.663,
2008-07,1902.867,
2008-10,1711.624,
2009-01,1590.546,
2009-04,2060.993,
2009-07,1325.758,
2009-10,1768.245,
2010-01,1268.414,
2010-04,1447.993,
2010-07,1464.215,
2010-10,1671.141,
2011-01,1632.073,
2011-04,1832.264,
2011-07,1691.008,
2011-10,1745.534,
2012-01,1445.337,
2012-04,1436.060,
2012-07,1442.342,
2012-10,1540.713,
2013-01,1352.795,
2013-04,1227.804,
2013-07,1185.825,
2013-10,1406.691,
2014-01,1954.250,Provisional value
2014-04,1962.986,Provisional value
2014-07,2479.249,Provisional value
