"",BBK01.OEAC48N,BBK01.OEAC48N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:54:44,
2002-01,3.185,
2002-04,3.177,
2002-07,3.191,
2002-10,3.191,
2003-01,3.225,
2003-04,3.103,
2003-07,3.115,
2003-10,3.185,
2004-01,3.213,
2004-04,3.159,
2004-07,3.217,
2004-10,3.227,
2005-01,3.289,
2005-04,3.291,
2005-07,3.535,
2005-10,3.647,
2006-01,3.743,
2006-04,3.955,
2006-07,4.054,
2006-10,4.147,
2007-01,4.217,
2007-04,4.322,
2007-07,4.531,
2007-10,4.729,
2008-01,4.789,
2008-04,4.844,
2008-07,4.726,
2008-10,6.615,
2009-01,7.876,
2009-04,8.101,
2009-07,8.435,
2009-10,8.572,
2010-01,9.362,
2010-04,9.642,
2010-07,10.585,
2010-10,10.598,
2011-01,11.055,
2011-04,11.069,
2011-07,11.325,
2011-10,11.645,
2012-01,11.806,
2012-04,12.096,
2012-07,12.441,
2012-10,12.472,
2013-01,12.725,
2013-04,12.619,
2013-07,12.448,
2013-10,12.440,
2014-01,12.585,
2014-04,12.786,
2014-07,12.976,
