"",BBK01.TXI308,BBK01.TXI308_FLAGS
"",MONEY MARKET FUND SHARES (NET) / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:38,
1994-09,629,
1994-10,1877,
1994-11,4019,
1994-12,15570,
1995-01,14785,
1995-02,13503,
1995-03,12716,
1995-04,13086,
1995-05,13619,
1995-06,13993,
1995-07,14280,
1995-08,14484,
1995-09,14524,
1995-10,15089,
1995-11,15948,
1995-12,19759,
1996-01,19475,
1996-02,20093,
1996-03,19894,
1996-04,19681,
1996-05,19500,
1996-06,18897,
1996-07,18224,
1996-08,17807,
1996-09,17591,
1996-10,17490,
1996-11,16946,
1996-12,16386,
1997-01,15947,
1997-02,15845,
1997-03,15351,
1997-04,15128,
1997-05,14818,
1997-06,14334,
1997-07,14549,
1997-08,14678,
1997-09,14224,
1997-10,13648,
1997-11,13288,
1997-12,12257,
1998-01,13407,
1998-02,14621,
1998-03,14951,
1998-04,14962,
1998-05,15047,
1998-06,15185,
1998-07,15397,
1998-08,16064,
1998-09,16008,
1998-10,16412,
1998-11,16370,
1998-12,16190,
1999-01,18513,
1999-02,19141,
1999-03,19229,
1999-04,19908,
1999-05,20775,
1999-06,21239,
1999-07,21895,
1999-08,22520,
1999-09,22996,
1999-10,22878,
1999-11,21892,
1999-12,20654,
2000-01,22364,
2000-02,23415,
2000-03,23471,
2000-04,22894,
2000-05,22429,
2000-06,21536,
2000-07,20939,
2000-08,20979,
2000-09,20182,
2000-10,19830,
2000-11,19696,
2000-12,19129,
2001-01,20324,
2001-02,21377,
2001-03,22396,
2001-04,23028,
2001-05,23030,
2001-06,23369,
2001-07,24234,
2001-08,25633,
2001-09,27212,
2001-10,27875,
2001-11,28511,
2001-12,30170,
2002-01,31362,
2002-02,31847,
2002-03,31630,
2002-04,31321,
2002-05,31736,
2002-06,31178,
2002-07,31418,
2002-08,32900,
2002-09,33477,
2002-10,34038,
2002-11,33878,
2002-12,33465,
2003-01,35958,
2003-02,37243,
2003-03,37771,
2003-04,37741,
2003-05,38238,
2003-06,37755,
2003-07,37357,
2003-08,36931,
2003-09,36886,
2003-10,35692,
2003-11,35245,
2003-12,35433,
2004-01,34975,
2004-02,34717,
2004-03,34213,
2004-04,34264,
2004-05,34601,
2004-06,34493,
2004-07,38372,
2004-08,39628,
2004-09,37522,
2004-10,36219,
2004-11,34341,
2004-12,30481,
2005-01,30237,
2005-02,30531,
2005-03,32120,
2005-04,32564,
2005-05,32079,
2005-06,32431,
2005-07,33825,
2005-08,33976,
2005-09,33505,
2005-10,31078,
2005-11,30061,
2005-12,30056,
2006-01,29413,
2006-02,30007,
2006-03,29913,
2006-04,29839,
2006-05,30284,
2006-06,31185,
2006-07,30470,
2006-08,30283,
2006-09,29685,
2006-10,29728,
2006-11,29520,
2006-12,29300,
2007-01,29494,
2007-02,28317,
2007-03,29546,
2007-04,28470,
2007-05,28802,
2007-06,30269,
2007-07,29880,
2007-08,26047,
2007-09,22383,
2007-10,21436,
2007-11,21428,
2007-12,21067,
2008-01,21030,
2008-02,21502,
2008-03,19970,
2008-04,18426,
2008-05,17843,
2008-06,17719,
2008-07,17670,
2008-08,17340,
2008-09,16932,
2008-10,13047,
2008-11,12295,
2008-12,11478,
2009-01,11138,
2009-02,11979,
2009-03,11385,
2009-04,11248,
2009-05,10942,
2009-06,10697,
2009-07,9560,
2009-08,9510,
2009-09,9648,
2009-10,9532,
2009-11,9298,
2009-12,8678,
2010-01,9408,
2010-02,9171,
2010-03,8631,
2010-04,8400,
2010-05,8772,
2010-06,8079,
2010-07,8615,
2010-08,8279,
2010-09,8102,
2010-10,7966,
2010-11,8273,
2010-12,8374,
2011-01,8447,
2011-02,8390,
2011-03,8520,
2011-04,8361,
2011-05,8019,
2011-06,7842,
2011-07,5293,
2011-08,5682,
2011-09,5810,
2011-10,5793,
2011-11,4920,
2011-12,4826,
2012-01,4531,
2012-02,4362,
2012-03,4142,
2012-04,4180,
2012-05,4195,
2012-06,4377,
2012-07,4426,
2012-08,4003,
2012-09,3778,
2012-10,4176,
2012-11,4127,
2012-12,4303,
2013-01,4356,
2013-02,4617,
2013-03,4687,
2013-04,5330,
2013-05,5286,
2013-06,4782,
2013-07,4759,
2013-08,4786,
2013-09,4323,
2013-10,4020,
2013-11,3939,
2013-12,3920,
2014-01,4059,
2014-02,4012,
2014-03,3802,
2014-04,3807,
2014-05,3740,
2014-06,3675,
2014-07,3666,
2014-08,3407,
2014-09,3444,
2014-10,3436,
2014-11,3402,
2014-12,3419,
2015-01,3442,
