"",BBK01.CEL80N,BBK01.CEL80N_FLAGS
"",Money market fund shares debtor: Total                                             creditor: Rest of the world,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:51:04,
1999-01,0.1,
1999-04,0.0,
1999-07,0.0,
1999-10,-0.3,
2000-01,-0.2,
2000-04,-0.3,
2000-07,-0.3,
2000-10,-0.1,
2001-01,0.1,
2001-04,0.1,
2001-07,0.1,
2001-10,2.5,
2002-01,-0.4,
2002-04,-0.7,
2002-07,-0.1,
2002-10,-0.6,
2003-01,0.4,
2003-04,-0.4,
2003-07,0.3,
2003-10,-0.9,
2004-01,0.0,
2004-04,0.0,
2004-07,4.6,
2004-10,-2.2,
2005-01,0.2,
2005-04,0.5,
2005-07,1.0,
2005-10,-2.5,
2006-01,0.2,
2006-04,0.2,
2006-07,0.1,
2006-10,-0.1,
2007-01,0.2,
2007-04,0.7,
2007-07,-0.9,
2007-10,-0.5,
2008-01,0.1,
2008-04,-0.5,
2008-07,0.8,
2008-10,-0.3,
2009-01,-0.1,
2009-04,-0.6,
2009-07,-1.2,
2009-10,-0.3,
2010-01,0.0,
2010-04,-0.3,
2010-07,0.0,
2010-10,0.3,
2011-01,0.3,
2011-04,-0.3,
2011-07,0.8,
2011-10,0.5,
2012-01,-0.8,
2012-04,0.0,
2012-07,-0.4,
2012-10,0.4,
2013-01,0.1,
2013-04,0.7,
2013-07,-0.6,
2013-10,-0.2,
2014-01,-0.1,
2014-04,0.0,
2014-07,0.0,
