"",BBK01.QUX746,BBK01.QUX746_FLAGS
"","Consolidated German banks: Foreign money market paper, bonds and notes, shares / Guernsey / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:32:58,
2003-01,2.160,
2003-02,3.145,
2003-03,3.285,
2003-04,3.270,
2003-05,3.185,
2003-06,3.219,
2003-07,3.526,
2003-08,3.634,
2003-09,3.527,
2003-10,3.619,
2003-11,3.642,
2003-12,3.682,
2004-01,3.663,
2004-02,3.740,
2004-03,3.485,
2004-04,3.532,
2004-05,3.561,
2004-06,3.545,
2004-07,3.556,
2004-08,3.951,
2004-09,3.806,
2004-10,3.986,
2004-11,4.116,
2004-12,4.059,
2005-01,4.105,
2005-02,4.160,
2005-03,4.495,
2005-04,4.671,
2005-05,4.599,
2005-06,4.699,
2005-07,4.540,
2005-08,4.360,
2005-09,4.414,
2005-10,4.372,
2005-11,3.994,
2005-12,3.599,
2006-01,3.623,
2006-02,3.711,
2006-03,3.719,
2006-04,3.768,
2006-05,3.659,
2006-06,3.858,
2006-07,3.801,
2006-08,3.743,
2006-09,3.829,
2006-10,3.848,
2006-11,3.698,
2006-12,3.965,
2007-01,3.972,
2007-02,3.902,
2007-03,3.914,
2007-04,3.991,
2007-05,3.496,
2007-06,3.495,
2007-07,3.225,
2007-08,3.159,
2007-09,2.760,
2007-10,2.829,
2007-11,2.717,
2007-12,2.770,
2008-01,2.705,
2008-02,2.999,
2008-03,2.761,
2008-04,2.771,
2008-05,2.831,
2008-06,2.685,
2008-07,2.605,
2008-08,2.519,
2008-09,2.486,
2008-10,2.515,
2008-11,2.435,
2008-12,2.480,
2009-01,2.440,
2009-02,2.364,
2009-03,2.330,
2009-04,2.325,
2009-05,2.328,
2009-06,2.327,
2009-07,2.334,
2009-08,2.323,
2009-09,2.305,
2009-10,2.299,
2009-11,2.310,
2009-12,2.313,
2010-01,2.350,
2010-02,2.315,
2010-03,2.252,
2010-04,2.274,
2010-05,2.177,
2010-06,2.192,
2010-07,2.216,
2010-08,2.216,
2010-09,2.340,
2010-10,2.198,
2010-11,2.171,
2010-12,2.377,
2011-01,2.316,
2011-02,2.334,
2011-03,2.331,
2011-04,1.719,
2011-05,1.745,
2011-06,1.760,
2011-07,1.735,
2011-08,1.693,
2011-09,1.701,
2011-10,1.835,
2011-11,1.751,
2011-12,1.785,
2012-01,2.019,
2012-02,1.983,
2012-03,1.781,
2012-04,1.817,
2012-05,1.821,
2012-06,1.819,
2012-07,1.765,
2012-08,1.803,
2012-09,1.789,
2012-10,1.820,
2012-11,1.730,
2012-12,1.749,
2013-01,1.734,
2013-02,1.588,
2013-03,1.596,
2013-04,1.557,
2013-05,1.539,
2013-06,1.543,
2013-07,1.544,
2013-08,1.537,
2013-09,1.530,
2013-10,1.612,
2013-11,1.872,
2013-12,1.661,
2014-01,2.007,
2014-02,1.960,
2014-03,1.925,
2014-04,1.859,
2014-05,1.874,
2014-06,1.925,
2014-07,1.935,
2014-08,1.904,
2014-09,1.933,
2014-10,2.048,
