"",BBK01.SU9505,BBK01.SU9505_FLAGS
"",All foreign subsidiaries: Short-term liabilities to non-residents / South Africa / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:19:33,
1989-12,-,Nothing exists
1990-01,0.106,
1990-02,0.207,
1990-03,.,No value available
1990-04,.,No value available
1990-05,.,No value available
1990-06,.,No value available
1990-07,.,No value available
1990-08,.,No value available
1990-09,.,No value available
1990-10,.,No value available
1990-11,0.143,
1990-12,0.069,
1991-01,0.175,
1991-02,0.191,
1991-03,0.230,
1991-04,0.122,
1991-05,0.135,
1991-06,.,No value available
1991-07,.,No value available
1991-08,.,No value available
1991-09,0.122,
1991-10,0.220,
1991-11,0.198,
1991-12,0.228,
1992-01,0.225,
1992-02,0.264,
1992-03,.,No value available
1992-04,.,No value available
1992-05,.,No value available
1992-06,.,No value available
1992-07,.,No value available
1992-08,.,No value available
1992-09,.,No value available
1992-10,.,No value available
1992-11,.,No value available
1992-12,.,No value available
1993-01,.,No value available
1993-02,.,No value available
1993-03,.,No value available
1993-04,.,No value available
1993-05,.,No value available
1993-06,.,No value available
1993-07,.,No value available
1993-08,.,No value available
1993-09,.,No value available
1993-10,.,No value available
1993-11,.,No value available
1993-12,.,No value available
1994-01,.,No value available
1994-02,.,No value available
1994-03,.,No value available
1994-04,0.284,
1994-05,.,No value available
1994-06,.,No value available
1994-07,.,No value available
1994-08,0.221,
1994-09,.,No value available
1994-10,.,No value available
1994-11,.,No value available
1994-12,0.135,
1995-01,0.410,
1995-02,0.444,
1995-03,0.410,
1995-04,0.196,
1995-05,0.252,
1995-06,0.203,
1995-07,0.277,
1995-08,0.485,
1995-09,0.576,
1995-10,0.104,
1995-11,0.258,
1995-12,0.591,
1996-01,0.584,
1996-02,0.183,
1996-03,0.194,
1996-04,0.068,
1996-05,0.074,
1996-06,0.182,
1996-07,0.075,
1996-08,0.102,
1996-09,0.159,
1996-10,0.130,
1996-11,0.194,
1996-12,0.278,
1997-01,0.304,
1997-02,0.549,
1997-03,0.333,
1997-04,0.515,
1997-05,0.787,
1997-06,0.794,
1997-07,0.990,
1997-08,0.759,
1997-09,0.798,
1997-10,0.936,
1997-11,0.479,
1997-12,0.486,
1998-01,0.560,
1998-02,0.492,
1998-03,0.314,
1998-04,0.288,
1998-05,0.281,
1998-06,0.190,
1998-07,0.276,
1998-08,0.321,
1998-09,0.263,
1998-10,0.212,
1998-11,0.158,
1998-12,0.125,
1999-01,0.166,
1999-02,0.158,
1999-03,0.178,
1999-04,0.283,
1999-05,0.325,
1999-06,.,No value available
1999-07,.,No value available
1999-08,0.488,
1999-09,0.486,
1999-10,0.169,
1999-11,0.149,
1999-12,0.169,
2000-01,0.186,
2000-02,0.238,
2000-03,0.188,
2000-04,0.266,
2000-05,0.373,
2000-06,0.443,
2000-07,0.233,
2000-08,0.258,
2000-09,0.659,
2000-10,0.619,
2000-11,0.522,
2000-12,0.473,
2001-01,0.502,
2001-02,0.757,
2001-03,0.656,
2001-04,0.613,
2001-05,0.687,
2001-06,0.708,
2001-07,0.698,
2001-08,0.739,
2001-09,0.615,
2001-10,0.782,
2001-11,0.666,
2001-12,0.711,
2002-01,0.551,
2002-02,0.689,
2002-03,0.706,
2002-04,0.507,
2002-05,0.411,
2002-06,0.447,
2002-07,0.396,
2002-08,0.474,
2002-09,0.458,
2002-10,0.325,
2002-11,0.249,
2002-12,0.277,
2003-01,0.261,
2003-02,0.174,
2003-03,0.197,
2003-04,0.181,
2003-05,0.187,
2003-06,0.337,
2003-07,0.329,
2003-08,0.300,
2003-09,0.241,
2003-10,0.230,
2003-11,0.233,
2003-12,0.228,
2004-01,0.361,
2004-02,0.359,
2004-03,0.422,
2004-04,0.318,
2004-05,0.318,
2004-06,0.337,
2004-07,0.165,
2004-08,0.205,
2004-09,0.284,
2004-10,0.264,
2004-11,0.183,
2004-12,0.248,
2005-01,0.289,
2005-02,0.205,
2005-03,0.412,
2005-04,0.387,
2005-05,0.420,
2005-06,0.445,
2005-07,0.377,
2005-08,0.440,
2005-09,0.395,
2005-10,0.628,
2005-11,0.388,
2005-12,0.656,
