"",BBK01.QUW285,BBK01.QUW285_FLAGS
"",Foreign branches in Hong Kong: Short-term loans and advances to foreign non-banks / In the country of domicile of the branch / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:42:41,
2001-12,1.911,
2002-01,1.874,
2002-02,1.848,
2002-03,1.630,
2002-04,1.581,
2002-05,1.361,
2002-06,1.308,
2002-07,1.300,
2002-08,1.268,
2002-09,1.349,
2002-10,1.349,
2002-11,1.336,
2002-12,1.201,
2003-01,1.124,
2003-02,1.112,
2003-03,1.329,
2003-04,1.272,
2003-05,1.232,
2003-06,1.272,
2003-07,1.292,
2003-08,1.255,
2003-09,1.235,
2003-10,1.261,
2003-11,1.289,
2003-12,1.323,
2004-01,1.342,
2004-02,1.355,
2004-03,1.429,
2004-04,1.413,
2004-05,1.365,
2004-06,1.373,
2004-07,1.342,
2004-08,1.398,
2004-09,1.562,
2004-10,1.524,
2004-11,1.369,
2004-12,1.128,
2005-01,1.143,
2005-02,1.159,
2005-03,1.080,
2005-04,1.059,
2005-05,1.101,
2005-06,1.111,
2005-07,1.093,
2005-08,1.174,
2005-09,1.223,
2005-10,1.702,
2005-11,1.469,
2005-12,1.424,
2006-01,1.326,
2006-02,1.292,
2006-03,1.059,
2006-04,1.009,
2006-05,0.949,
2006-06,1.205,
2006-07,1.081,
2006-08,1.140,
2006-09,1.195,
2006-10,1.119,
2006-11,0.919,
2006-12,0.724,
2007-01,0.646,
2007-02,0.605,
2007-03,0.453,
2007-04,0.571,
2007-05,0.939,
2007-06,0.476,
2007-07,0.538,
2007-08,1.088,
2007-09,0.603,
2007-10,0.719,
2007-11,1.321,
2007-12,0.694,
2008-01,0.745,
2008-02,0.791,
2008-03,0.861,
2008-04,1.386,
2008-05,1.709,
2008-06,1.350,
2008-07,1.229,
2008-08,1.408,
2008-09,1.266,
2008-10,1.681,
2008-11,1.554,
2008-12,1.480,
2009-01,1.013,
2009-02,1.182,
2009-03,1.447,
2009-04,1.061,
2009-05,1.049,
2009-06,1.128,
2009-07,0.864,
2009-08,0.687,
2009-09,1.406,
2009-10,0.670,
2009-11,0.727,
2009-12,0.631,
2010-01,0.756,
2010-02,0.781,
2010-03,0.720,
2010-04,0.674,
2010-05,0.770,
2010-06,0.801,
2010-07,0.747,
2010-08,0.784,
2010-09,1.456,
2010-10,0.790,
2010-11,0.968,
2010-12,1.002,
2011-01,0.848,
2011-02,0.796,
2011-03,0.682,
2011-04,0.781,
2011-05,0.886,
2011-06,0.737,
2011-07,1.058,
2011-08,0.793,
2011-09,1.006,
2011-10,1.161,
2011-11,1.153,
2011-12,0.969,
2012-01,1.057,
2012-02,1.259,
2012-03,1.095,
2012-04,1.129,
2012-05,1.170,
2012-06,0.976,
2012-07,1.254,
2012-08,1.109,
2012-09,0.962,
2012-10,0.891,
2012-11,0.996,
2012-12,0.895,
2013-01,1.043,
2013-02,1.146,
2013-03,1.235,
2013-04,1.225,
2013-05,1.423,
2013-06,1.320,
2013-07,1.349,
2013-08,1.374,
2013-09,1.456,
2013-10,1.595,
2013-11,1.604,
2013-12,1.417,
2014-01,1.523,
2014-02,1.574,
2014-03,1.793,
2014-04,1.544,
2014-05,1.176,
2014-06,1.149,
2014-07,1.224,
2014-08,1.091,
2014-09,1.029,
2014-10,0.892,
2014-11,1.100,
