"",BBK01.QU2158,BBK01.QU2158_FLAGS
"",Banks in Germany: Short-term liabilities to non-residents / Iraq / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:24:05,
1975-12,0.109,
1976-01,0.090,
1976-02,0.096,
1976-03,0.066,
1976-04,0.090,
1976-05,0.117,
1976-06,0.097,
1976-07,0.073,
1976-08,0.093,
1976-09,0.162,
1976-10,0.177,
1976-11,0.171,
1976-12,0.174,
1977-01,0.174,
1977-02,0.287,
1977-03,0.325,
1977-04,0.419,
1977-05,0.473,
1977-06,0.354,
1977-07,0.277,
1977-08,0.308,
1977-09,0.419,
1977-10,0.603,
1977-11,0.541,
1977-12,0.629,
1978-01,0.504,
1978-02,0.541,
1978-03,0.593,
1978-04,0.526,
1978-05,0.498,
1978-06,0.523,
1978-07,0.564,
1978-08,0.704,
1978-09,0.694,
1978-10,0.668,
1978-11,0.611,
1978-12,0.686,
1979-01,0.648,
1979-02,0.532,
1979-03,0.753,
1979-04,0.722,
1979-05,0.740,
1979-06,0.733,
1979-07,0.828,
1979-08,1.059,
1979-09,1.137,
1979-10,1.076,
1979-11,1.070,
1979-12,1.088,
1980-01,1.258,
1980-02,1.299,
1980-03,1.552,
1980-04,1.361,
1980-05,1.887,
1980-06,1.974,
1980-07,2.123,
1980-08,2.494,
1980-09,2.499,
1980-10,2.850,
1980-11,2.867,
1980-12,2.570,
1981-01,2.663,
1981-02,2.500,
1981-03,2.385,
1981-04,2.316,
1981-05,2.305,
1981-06,2.768,
1981-07,2.518,
1981-08,2.613,
1981-09,2.703,
1981-10,2.404,
1981-11,2.114,
1981-12,2.146,
1982-01,2.087,
1982-02,2.142,
1982-03,2.199,
1982-04,1.889,
1982-05,1.599,
1982-06,1.405,
1982-07,1.045,
1982-08,0.647,
1982-09,0.347,
1982-10,0.230,
1982-11,0.168,
1982-12,0.093,
1983-01,0.065,
1983-02,0.066,
1983-03,0.072,
1983-04,0.060,
1983-05,0.080,
1983-06,0.070,
1983-07,0.076,
1983-08,0.072,
1983-09,0.070,
1983-10,0.071,
1983-11,0.069,
1983-12,0.098,
1984-01,0.079,
1984-02,0.084,
1984-03,0.112,
1984-04,0.106,
1984-05,0.124,
1984-06,0.111,
1984-07,0.106,
1984-08,0.109,
1984-09,0.107,
1984-10,0.121,
1984-11,0.111,
1984-12,0.111,
1985-01,0.104,
1985-02,0.094,
1985-03,0.084,
1985-04,0.095,
1985-05,0.099,
1985-06,0.123,
1985-07,0.095,
1985-08,0.112,
1985-09,0.127,
1985-10,0.108,
1985-11,0.113,
1985-12,0.128,
1986-01,0.119,
1986-02,0.103,
1986-03,0.111,
1986-04,0.112,
1986-05,0.098,
1986-06,0.101,
1986-07,0.092,
1986-08,0.088,
1986-09,0.092,
1986-10,0.090,
1986-11,0.092,
1986-12,0.099,
1987-01,0.104,
1987-02,0.110,
