"",BBDE1.M.DE.Y.AEB1.N2C240000.F.C.I10.A,BBDE1.M.DE.Y.AEB1.N2C240000.F.C.I10.A_FLAGS
"",Orders received from the domestic market / At constant prices / Germany / 24 Manufacture of basic metals / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:18:15,
1991-01,99.8,
1991-02,101.2,
1991-03,98.3,
1991-04,94.3,
1991-05,93.2,
1991-06,92.4,
1991-07,87.4,
1991-08,93.2,
1991-09,91.7,
1991-10,93.4,
1991-11,94.6,
1991-12,96.9,
1992-01,101.4,
1992-02,99.0,
1992-03,94.5,
1992-04,92.9,
1992-05,93.7,
1992-06,92.5,
1992-07,88.8,
1992-08,89.5,
1992-09,89.4,
1992-10,84.7,
1992-11,82.6,
1992-12,78.7,
1993-01,84.5,
1993-02,80.9,
1993-03,78.3,
1993-04,81.9,
1993-05,79.3,
1993-06,81.2,
1993-07,81.0,
1993-08,77.9,
1993-09,85.4,
1993-10,84.5,
1993-11,86.4,
1993-12,84.8,
1994-01,83.9,
1994-02,86.0,
1994-03,93.9,
1994-04,93.7,
1994-05,94.5,
1994-06,95.9,
1994-07,96.4,
1994-08,99.4,
1994-09,100.5,
1994-10,98.9,
1994-11,98.5,
1994-12,102.6,
1995-01,89.7,
1995-02,94.8,
1995-03,92.1,
1995-04,90.6,
1995-05,86.1,
1995-06,84.7,
1995-07,82.6,
1995-08,80.5,
1995-09,82.1,
1995-10,78.9,
1995-11,75.5,
1995-12,74.0,
1996-01,78.6,
1996-02,73.6,
1996-03,75.8,
1996-04,76.8,
1996-05,79.5,
1996-06,82.6,
1996-07,82.0,
1996-08,84.1,
1996-09,82.9,
1996-10,84.2,
1996-11,84.2,
1996-12,85.3,
1997-01,82.5,
1997-02,87.0,
1997-03,89.2,
1997-04,87.7,
1997-05,89.3,
1997-06,89.8,
1997-07,90.3,
1997-08,89.1,
1997-09,88.6,
1997-10,93.2,
1997-11,93.8,
1997-12,97.5,
1998-01,92.2,
1998-02,90.9,
1998-03,89.4,
1998-04,90.2,
1998-05,89.6,
1998-06,91.3,
1998-07,85.0,
1998-08,88.5,
1998-09,83.7,
1998-10,84.4,
1998-11,82.1,
1998-12,82.3,
1999-01,84.2,
1999-02,80.8,
1999-03,83.8,
1999-04,83.2,
1999-05,83.8,
1999-06,86.4,
1999-07,90.3,
1999-08,90.6,
1999-09,91.4,
1999-10,93.4,
1999-11,96.9,
1999-12,96.0,
2000-01,93.6,
2000-02,96.1,
2000-03,92.3,
2000-04,94.8,
2000-05,96.3,
2000-06,91.3,
2000-07,95.3,
2000-08,93.6,
2000-09,94.5,
2000-10,91.6,
2000-11,92.9,
2000-12,89.6,
2001-01,93.6,
2001-02,92.5,
2001-03,87.6,
2001-04,90.2,
2001-05,87.8,
2001-06,85.7,
2001-07,90.3,
2001-08,88.3,
2001-09,88.5,
2001-10,88.6,
2001-11,83.5,
2001-12,91.2,
2002-01,92.9,
2002-02,90.4,
2002-03,84.6,
2002-04,92.4,
2002-05,92.7,
2002-06,94.2,
2002-07,94.9,
2002-08,92.1,
2002-09,92.9,
2002-10,100.3,
2002-11,94.5,
2002-12,90.8,
2003-01,90.9,
2003-02,93.3,
2003-03,89.9,
2003-04,89.5,
2003-05,84.7,
2003-06,87.7,
2003-07,86.2,
2003-08,86.9,
2003-09,89.3,
2003-10,90.9,
2003-11,98.0,
2003-12,94.3,
2004-01,96.0,
2004-02,99.0,
2004-03,101.6,
2004-04,96.8,
2004-05,96.4,
2004-06,93.3,
2004-07,95.4,
2004-08,93.4,
2004-09,90.3,
2004-10,89.8,
2004-11,91.6,
2004-12,92.7,
2005-01,89.6,
2005-02,84.0,
2005-03,84.8,
2005-04,82.4,
2005-05,82.9,
2005-06,84.6,
2005-07,92.2,
2005-08,90.5,
2005-09,92.9,
2005-10,98.0,
2005-11,95.3,
2005-12,100.9,
2006-01,100.2,
2006-02,100.5,
2006-03,99.3,
2006-04,102.1,
2006-05,105.3,
2006-06,105.0,
2006-07,101.3,
2006-08,107.4,
2006-09,105.4,
2006-10,107.7,
2006-11,105.9,
2006-12,105.2,
2007-01,106.4,
2007-02,103.8,
2007-03,102.1,
2007-04,102.7,
2007-05,109.4,
2007-06,115.2,
2007-07,100.6,
2007-08,105.3,
2007-09,107.4,
2007-10,108.1,
2007-11,133.7,
2007-12,123.8,
2008-01,109.2,
2008-02,110.4,
2008-03,109.6,
2008-04,109.3,
2008-05,108.1,
2008-06,106.3,
2008-07,102.8,
2008-08,102.8,
2008-09,95.7,
2008-10,84.5,
2008-11,70.4,
2008-12,63.2,
2009-01,61.6,
2009-02,53.4,
2009-03,57.3,
2009-04,66.4,
2009-05,70.4,
2009-06,81.5,
2009-07,81.7,
2009-08,84.7,
2009-09,84.4,
2009-10,84.3,
2009-11,88.8,
2009-12,85.7,
2010-01,90.9,
2010-02,93.1,
2010-03,96.1,
2010-04,114.6,
2010-05,95.5,
2010-06,101.0,
2010-07,99.0,
2010-08,101.1,
2010-09,101.5,
2010-10,102.8,
2010-11,103.6,
2010-12,96.7,
2011-01,108.0,
2011-02,106.0,
2011-03,105.0,
2011-04,101.1,
2011-05,100.0,
2011-06,96.7,
2011-07,101.6,
2011-08,105.4,
2011-09,96.7,
2011-10,97.9,
2011-11,95.0,
2011-12,97.1,
2012-01,98.6,
2012-02,97.3,
2012-03,95.4,
2012-04,100.8,
2012-05,98.3,
2012-06,96.0,
2012-07,94.5,
2012-08,94.0,
2012-09,94.8,
2012-10,94.5,
2012-11,94.3,
2012-12,93.4,
2013-01,95.0,
2013-02,93.1,
2013-03,94.1,
2013-04,94.2,
2013-05,95.5,
2013-06,97.3,
2013-07,96.7,
2013-08,95.9,
2013-09,96.7,
2013-10,98.2,
2013-11,94.6,
2013-12,100.5,
2014-01,93.0,
2014-02,96.3,
2014-03,93.9,
2014-04,96.5,
2014-05,94.8,
2014-06,98.6,
2014-07,94.8,
2014-08,98.3,
2014-09,92.0,
