"",BBNZ1.Q.DE.N.G.0001.A,BBNZ1.Q.DE.N.G.0001.A_FLAGS
"",Germany / National accounts / Overall economy / Gross national income / At current prices,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-24 08:20:54,
1991-01,378.268,
1991-04,394.011,
1991-07,402.518,
1991-10,421.693,
1992-01,410.822,
1992-04,419.866,
1992-07,433.263,
1992-10,447.400,
1993-01,419.089,
1993-04,434.534,
1993-07,446.231,
1993-10,460.047,
1994-01,438.779,
1994-04,449.332,
1994-07,462.580,
1994-10,480.047,
1995-01,454.611,
1995-04,468.094,
1995-07,479.177,
1995-10,492.381,
1996-01,461.688,
1996-04,473.001,
1996-07,486.299,
1996-10,501.748,
1997-01,463.971,
1997-04,486.086,
1997-07,497.418,
1997-10,511.194,
1998-01,483.351,
1998-04,490.554,
1998-07,507.479,
1998-10,520.160,
1999-01,489.785,
1999-04,502.186,
1999-07,518.672,
1999-10,533.770,
2000-01,512.381,
2000-04,516.902,
2000-07,528.159,
2000-10,541.606,
2001-01,524.543,
2001-04,530.135,
2001-07,545.147,
2001-10,558.154,
2002-01,526.949,
2002-04,535.566,
2002-07,557.539,
2002-10,560.163,
2003-01,532.928,
2003-04,536.029,
2003-07,562.205,
2003-10,567.331,
2004-01,554.484,
2004-04,561.895,
2004-07,580.232,
2004-10,588.101,
2005-01,557.706,
2005-04,573.052,
2005-07,591.312,
2005-10,598.660,
2006-01,587.381,
2006-04,593.268,
2006-07,619.869,
2006-10,634.606,
2007-01,624.455,
2007-04,617.562,
2007-07,650.338,
2007-10,659.512,
2008-01,639.315,
2008-04,638.894,
2008-07,660.764,
2008-10,650.388,
2009-01,612.349,
2009-04,605.775,
2009-07,643.827,
2009-10,653.818,
2010-01,633.794,
2010-04,637.033,
2010-07,673.132,
2010-10,686.440,
2011-01,679.349,
2011-04,670.568,
2011-07,708.133,
2011-10,710.498,
2012-01,699.932,
2012-04,683.561,
2012-07,718.474,
2012-10,720.241,
2013-01,701.586,
2013-04,704.300,
2013-07,735.278,
2013-10,740.698,
2014-01,731.715,
2014-04,720.695,
2014-07,758.238,
2014-10,761.540,
