"",BBK01.OUZ543,BBK01.OUZ543_FLAGS
"","Liabilities to non-banks (non-MFIs), total, Regional institutions of credit cooperatives and Credit cooperatives",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:57:42,
1999-01,403.967,
1999-02,406.895,
1999-03,405.205,
1999-04,406.022,
1999-05,407.862,
1999-06,407.679,
1999-07,407.125,
1999-08,404.688,
1999-09,406.744,
1999-10,409.226,
1999-11,415.110,
1999-12,416.347,
2000-01,412.663,
2000-02,415.108,
2000-03,413.088,
2000-04,410.803,
2000-05,407.606,
2000-06,407.728,
2000-07,407.217,
2000-08,404.987,
2000-09,407.013,
2000-10,410.337,
2000-11,413.747,
2000-12,413.619,
2001-01,413.442,
2001-02,416.592,
2001-03,417.791,
2001-04,419.333,
2001-05,419.006,
2001-06,423.135,
2001-07,422.817,
2001-08,422.605,
2001-09,423.256,
2001-10,424.164,
2001-11,433.294,
2001-12,432.829,
2002-01,427.081,
2002-02,427.934,
2002-03,428.900,
2002-04,426.664,
2002-05,424.823,
2002-06,424.795,
2002-07,422.143,
2002-08,423.582,
2002-09,423.790,
2002-10,424.344,
2002-11,429.256,
2002-12,430.747,
2003-01,430.766,
2003-02,432.953,
2003-03,432.829,
2003-04,432.436,
2003-05,432.823,
2003-06,433.109,
2003-07,432.065,
2003-08,433.020,
2003-09,431.235,
2003-10,431.742,
2003-11,437.782,
2003-12,437.661,
2004-01,435.472,
2004-02,436.483,
2004-03,436.327,
2004-04,436.391,
2004-05,438.633,
2004-06,435.998,
2004-07,437.781,
2004-08,437.631,
2004-09,437.969,
2004-10,438.398,
2004-11,445.245,
2004-12,444.875,
2005-01,444.037,
2005-02,446.354,
2005-03,450.661,
2005-04,446.522,
2005-05,450.212,
2005-06,453.185,
2005-07,456.134,
2005-08,452.772,
2005-09,453.641,
2005-10,451.823,
2005-11,456.306,
2005-12,460.745,
2006-01,458.300,
2006-02,458.650,
2006-03,461.795,
2006-04,463.001,
2006-05,465.722,
2006-06,467.365,
2006-07,462.732,
2006-08,465.394,
2006-09,469.204,
2006-10,467.438,
2006-11,472.122,
2006-12,468.802,
2007-01,467.572,
2007-02,471.124,
2007-03,468.733,
2007-04,470.157,
2007-05,469.398,
2007-06,474.507,
2007-07,471.497,
2007-08,475.979,
2007-09,476.910,
2007-10,480.982,
2007-11,485.370,
2007-12,482.469,
2008-01,488.219,
2008-02,482.976,
2008-03,485.445,
2008-04,485.606,
2008-05,489.390,
2008-06,494.415,
2008-07,489.916,
2008-08,490.840,
2008-09,490.794,
2008-10,506.572,
2008-11,508.043,
2008-12,510.387,
2009-01,507.816,
2009-02,507.886,
2009-03,509.806,
2009-04,512.846,
2009-05,512.651,
2009-06,515.004,
2009-07,508.303,
2009-08,508.312,
2009-09,507.677,
2009-10,510.480,
2009-11,516.795,
2009-12,517.998,
2010-01,525.594,
2010-02,528.165,
2010-03,528.451,
2010-04,533.475,
2010-05,530.121,
2010-06,531.819,
2010-07,532.778,
2010-08,534.511,
2010-09,532.971,
2010-10,533.983,
2010-11,539.830,
2010-12,537.303,
2011-01,540.369,
2011-02,538.915,
2011-03,539.526,
2011-04,541.814,
2011-05,543.908,
2011-06,543.302,
2011-07,547.344,
2011-08,549.727,
2011-09,552.954,
2011-10,555.147,
2011-11,561.931,
2011-12,562.138,
2012-01,555.897,
2012-02,557.664,
2012-03,556.734,
2012-04,557.907,
2012-05,559.184,
2012-06,562.340,
2012-07,565.397,
2012-08,569.039,
2012-09,569.894,
2012-10,573.045,
2012-11,577.154,
2012-12,578.679,
2013-01,578.697,
2013-02,580.347,
2013-03,584.422,
2013-04,581.996,
2013-05,586.075,
2013-06,583.337,
2013-07,583.808,
2013-08,585.001,
2013-09,585.868,
2013-10,590.516,
2013-11,595.650,
2013-12,596.834,
2014-01,595.156,
2014-02,597.079,
2014-03,594.712,
2014-04,600.056,
2014-05,601.232,
2014-06,600.724,
2014-07,601.902,
2014-08,609.083,
2014-09,604.912,
2014-10,606.340,
2014-11,612.827,
