"",BBK01.WX0209,BBK01.WX0209_FLAGS
"",Zero-coupon euro swap curve / bootstrapped and interpolated / 37.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:36,
2002-01,5.304,
2002-02,5.438,
2002-03,5.665,
2002-04,5.593,
2002-05,5.608,
2002-06,5.292,
2002-07,5.176,
2002-08,5.053,
2002-09,4.963,
2002-10,5.144,
2002-11,5.119,
2002-12,4.932,
2003-01,4.782,
2003-02,4.862,
2003-03,5.031,
2003-04,5.088,
2003-05,4.927,
2003-06,5.106,
2003-07,5.382,
2003-08,5.192,
2003-09,5.223,
2003-10,5.273,
2003-11,5.365,
2003-12,5.272,
2004-01,5.274,
2004-02,5.217,
2004-03,5.134,
2004-04,5.238,
2004-05,5.374,
2004-06,5.209,
2004-07,5.123,
2004-08,4.991,
2004-09,4.942,
2004-10,4.888,
2004-11,4.717,
2004-12,4.569,
2005-01,4.290,
2005-02,4.448,
2005-03,4.369,
2005-04,4.291,
2005-05,4.113,
2005-06,3.940,
2005-07,4.039,
2005-08,3.848,
2005-09,3.869,
2005-10,4.035,
2005-11,4.027,
2005-12,3.808,
2006-01,3.998,
2006-02,3.989,
2006-03,4.275,
2006-04,4.460,
2006-05,4.593,
2006-06,4.595,
2006-07,4.495,
2006-08,4.281,
2006-09,4.125,
2006-10,4.009,
2006-11,3.982,
2006-12,4.204,
2007-01,4.370,
2007-02,4.245,
2007-03,4.405,
2007-04,4.458,
2007-05,4.671,
2007-06,4.878,
2007-07,4.696,
2007-08,4.738,
2007-09,4.823,
2007-10,4.740,
2007-11,4.830,
2007-12,4.795,
2008-01,4.673,
2008-02,4.592,
2008-03,4.581,
2008-04,4.731,
2008-05,4.871,
2008-06,4.719,
2008-07,4.577,
2008-08,4.476,
2008-09,4.290,
2008-10,3.971,
2008-11,3.190,
2008-12,3.150,
2009-01,3.314,
2009-02,3.069,
2009-03,3.413,
2009-04,3.504,
2009-05,3.727,
2009-06,3.855,
2009-07,3.731,
2009-08,3.678,
2009-09,3.791,
2009-10,3.751,
2009-11,3.624,
2009-12,3.744,
2010-01,3.657,
2010-02,3.542,
2010-03,3.539,
2010-04,3.372,
2010-05,3.020,
2010-06,3.076,
2010-07,3.221,
2010-08,2.408,
2010-09,2.660,
2010-10,2.740,
2010-11,2.930,
2010-12,3.265,
2011-01,3.467,
2011-02,3.439,
2011-03,3.664,
2011-04,3.604,
2011-05,3.481,
2011-06,3.821,
2011-07,3.380,
2011-08,3.165,
2011-09,2.685,
2011-10,2.805,
2011-11,2.802,
2011-12,2.519,
2012-01,2.426,
2012-02,2.470,
2012-03,2.500,
2012-04,2.489,
2012-05,1.868,
2012-06,2.337,
2012-07,2.360,
2012-08,2.309,
2012-09,2.489,
2012-10,2.469,
2012-11,2.438,
2012-12,2.396,
2013-01,2.543,
2013-02,2.520,
2013-03,2.467,
2013-04,2.284,
2013-05,2.524,
2013-06,2.602,
2013-07,2.560,
2013-08,2.788,
2013-09,2.706,
2013-10,2.727,
2013-11,2.686,
2013-12,2.794,
2014-01,2.583,
2014-02,2.589,
2014-03,2.536,
2014-04,2.453,
2014-05,2.362,
2014-06,2.261,
2014-07,2.177,
2014-08,1.857,
2014-09,2.038,
2014-10,1.912,
2014-11,1.705,
2014-12,1.551,
2015-01,1.216,
