"",BBK01.OEAH21H,BBK01.OEAH21H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:50,
2002-01,91.260,
2002-04,89.584,
2002-07,89.075,
2002-10,90.013,
2003-01,90.603,
2003-04,90.394,
2003-07,89.411,
2003-10,94.551,
2004-01,93.564,
2004-04,94.042,
2004-07,93.330,
2004-10,93.178,
2005-01,96.412,
2005-04,95.191,
2005-07,94.218,
2005-10,93.345,
2006-01,92.392,
2006-04,91.881,
2006-07,91.748,
2006-10,92.896,
2007-01,93.623,
2007-04,93.604,
2007-07,93.622,
2007-10,93.845,
2008-01,102.415,
2008-04,103.409,
2008-07,103.405,
2008-10,115.392,
2009-01,116.335,
2009-04,115.511,
2009-07,123.426,
2009-10,122.852,
2010-01,121.284,
2010-04,119.910,
2010-07,118.752,
2010-10,130.289,
2011-01,123.507,
2011-04,121.037,
2011-07,118.802,
2011-10,117.993,
2012-01,116.304,
2012-04,115.257,
2012-07,114.541,
2012-10,112.781,
2013-01,111.517,
2013-04,110.040,
2013-07,103.758,
2013-10,102.742,
2014-01,102.937,
2014-04,101.151,
2014-07,100.866,
