"",BBNZ1.Q.DE.N.G.0034.A,BBNZ1.Q.DE.N.G.0034.A_FLAGS
"",Germany / National accounts / Households' income / Gross wages and salaries (residence concept),
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-24 08:21:04,
1991-01,156.295,
1991-04,168.375,
1991-07,174.948,
1991-10,202.965,
1992-01,170.837,
1992-04,181.067,
1992-07,192.309,
1992-10,217.148,
1993-01,177.895,
1993-04,186.908,
1993-07,194.227,
1993-10,221.740,
1994-01,182.770,
1994-04,188.422,
1994-07,196.467,
1994-10,225.918,
1995-01,187.132,
1995-04,195.697,
1995-07,203.373,
1995-10,232.264,
1996-01,191.542,
1996-04,197.635,
1996-07,205.388,
1996-10,232.344,
1997-01,191.130,
1997-04,197.488,
1997-07,204.297,
1997-10,232.141,
1998-01,192.922,
1998-04,201.587,
1998-07,209.679,
1998-10,237.884,
1999-01,198.317,
1999-04,208.359,
1999-07,216.119,
1999-10,244.727,
2000-01,206.379,
2000-04,215.194,
2000-07,223.654,
2000-10,252.714,
2001-01,212.483,
2001-04,219.782,
2001-07,226.401,
2001-10,256.137,
2002-01,214.614,
2002-04,221.371,
2002-07,228.861,
2002-10,257.076,
2003-01,214.776,
2003-04,221.137,
2003-07,228.781,
2003-10,255.791,
2004-01,216.819,
2004-04,223.562,
2004-07,229.111,
2004-10,255.866,
2005-01,216.526,
2005-04,222.869,
2005-07,228.754,
2005-10,255.938,
2006-01,217.037,
2006-04,226.378,
2006-07,233.556,
2006-10,261.082,
2007-01,224.798,
2007-04,234.735,
2007-07,239.939,
2007-10,269.840,
2008-01,234.444,
2008-04,244.576,
2008-07,249.634,
2008-10,279.433,
2009-01,237.069,
2009-04,244.260,
2009-07,249.667,
2009-10,278.553,
2010-01,241.260,
2010-04,252.183,
2010-07,257.275,
2010-10,288.323,
2011-01,252.865,
2011-04,265.595,
2011-07,268.733,
2011-10,300.486,
2012-01,262.765,
2012-04,276.797,
2012-07,279.522,
2012-10,312.577,
2013-01,271.006,
2013-04,284.444,
2013-07,288.148,
2013-10,321.926,
2014-01,281.652,
2014-04,295.539,
2014-07,299.132,
2014-10,333.874,
