"",BBK01.OEAA05Q,BBK01.OEAA05Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:19:11,
2002-01,90.255,
2002-04,89.784,
2002-07,86.318,
2002-10,86.835,
2003-01,86.255,
2003-04,93.703,
2003-07,93.507,
2003-10,93.824,
2004-01,92.900,
2004-04,81.206,
2004-07,80.455,
2004-10,82.427,
2005-01,82.395,
2005-04,83.840,
2005-07,84.445,
2005-10,84.576,
2006-01,84.587,
2006-04,88.705,
2006-07,85.561,
2006-10,89.984,
2007-01,94.086,
2007-04,91.841,
2007-07,84.790,
2007-10,82.984,
2008-01,78.908,
2008-04,80.308,
2008-07,81.117,
2008-10,81.663,
2009-01,81.248,
2009-04,82.543,
2009-07,84.423,
2009-10,94.451,
2010-01,95.087,
2010-04,93.961,
2010-07,84.186,
2010-10,83.749,
2011-01,82.902,
2011-04,81.755,
2011-07,73.857,
2011-10,76.249,
2012-01,76.378,
2012-04,78.496,
2012-07,77.859,
2012-10,86.684,
2013-01,85.526,
2013-04,82.564,
2013-07,82.248,
2013-10,89.979,
2014-01,88.242,
2014-04,88.149,
2014-07,88.792,
