"",BBK01.CEF410,BBK01.CEF410_FLAGS
"",Loans                                                           debtor: Non-financial corporations creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:33:06,
1999-01,994.6,
1999-04,1007.8,
1999-07,1033.6,
1999-10,1083.3,
2000-01,1070.6,
2000-04,1098.9,
2000-07,1104.9,
2000-10,1158.0,
2001-01,1181.2,
2001-04,1201.3,
2001-07,1205.0,
2001-10,1227.0,
2002-01,1249.1,
2002-04,1266.1,
2002-07,1280.2,
2002-10,1268.4,
2003-01,1270.3,
2003-04,1272.3,
2003-07,1258.3,
2003-10,1257.5,
2004-01,1246.7,
2004-04,1236.9,
2004-07,1216.0,
2004-10,1212.9,
2005-01,1193.0,
2005-04,1196.9,
2005-07,1195.7,
2005-10,1190.1,
2006-01,1216.0,
2006-04,1233.8,
2006-07,1252.4,
2006-10,1247.3,
2007-01,1260.2,
2007-04,1269.9,
2007-07,1275.9,
2007-10,1308.5,
2008-01,1297.9,
2008-04,1316.2,
2008-07,1325.2,
2008-10,1333.3,
2009-01,1350.5,
2009-04,1358.5,
2009-07,1328.6,
2009-10,1313.0,
2010-01,1309.7,
2010-04,1313.0,
2010-07,1306.4,
2010-10,1300.2,
2011-01,1284.1,
2011-04,1297.8,
2011-07,1311.3,
2011-10,1339.9,
2012-01,1339.3,
2012-04,1352.5,
2012-07,1364.4,
2012-10,1359.2,
2013-01,1374.4,
2013-04,1385.7,
2013-07,1380.2,
2013-10,1380.1,
2014-01,1392.3,
2014-04,1417.3,
2014-07,1404.8,
