"",BBK01.QUY460,BBK01.QUY460_FLAGS
"",Consolidated German banks: Foreign shares issued by foreign enterprises and households / Poland / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:32:13,
2002-03,0.235,
2002-04,0.196,
2002-05,0.184,
2002-06,0.178,
2002-07,0.167,
2002-08,0.168,
2002-09,0.186,
2002-10,0.146,
2002-11,0.130,
2002-12,0.165,
2003-01,0.140,
2003-02,0.189,
2003-03,0.169,
2003-04,0.173,
2003-05,0.149,
2003-06,0.141,
2003-07,0.124,
2003-08,0.131,
2003-09,0.113,
2003-10,0.140,
2003-11,0.108,
2003-12,0.105,
2004-01,0.097,
2004-02,0.097,
2004-03,0.088,
2004-04,0.098,
2004-05,0.100,
2004-06,0.109,
2004-07,0.114,
2004-08,0.110,
2004-09,0.112,
2004-10,0.126,
2004-11,0.138,
2004-12,0.168,
2005-01,0.185,
2005-02,0.215,
2005-03,0.212,
2005-04,0.199,
2005-05,0.197,
2005-06,0.206,
2005-07,0.238,
2005-08,0.234,
2005-09,0.233,
2005-10,0.234,
2005-11,0.222,
2005-12,0.162,
2006-01,0.183,
2006-02,0.187,
2006-03,0.176,
2006-04,0.188,
2006-05,0.173,
2006-06,0.171,
2006-07,0.190,
2006-08,0.198,
2006-09,0.215,
2006-10,0.288,
2006-11,0.280,
2006-12,0.259,
2007-01,0.260,
2007-02,0.291,
2007-03,0.243,
2007-04,0.198,
2007-05,0.175,
2007-06,0.233,
2007-07,0.198,
2007-08,0.184,
2007-09,0.188,
2007-10,0.252,
2007-11,0.250,
2007-12,0.244,
2008-01,0.167,
2008-02,0.174,
2008-03,0.188,
2008-04,0.188,
2008-05,0.191,
2008-06,0.151,
2008-07,0.208,
2008-08,0.160,
2008-09,0.111,
2008-10,0.089,
2008-11,0.081,
2008-12,0.064,
2009-01,0.071,
2009-02,0.060,
2009-03,0.046,
2009-04,0.069,
2009-05,0.072,
2009-06,0.053,
2009-07,0.092,
2009-08,0.108,
2009-09,0.078,
2009-10,0.069,
2009-11,0.105,
2009-12,0.165,
2010-01,0.172,
2010-02,0.162,
2010-03,0.222,
2010-04,0.430,
2010-05,0.204,
2010-06,0.148,
2010-07,0.151,
2010-08,0.153,
2010-09,0.193,
2010-10,0.234,
2010-11,0.247,
2010-12,0.268,
2011-01,0.220,
2011-02,0.190,
2011-03,0.308,
2011-04,0.258,
2011-05,0.230,
2011-06,0.156,
2011-07,0.099,
2011-08,0.092,
2011-09,-0.001,
2011-10,0.080,
2011-11,0.069,
2011-12,0.051,
2012-01,0.054,
2012-02,0.059,
2012-03,0.064,
2012-04,0.155,
2012-05,0.110,
2012-06,0.119,
2012-07,0.230,
2012-08,0.109,
2012-09,0.284,
2012-10,0.275,
2012-11,0.251,
2012-12,0.285,
2013-01,0.269,
2013-02,0.266,
2013-03,0.258,
2013-04,0.278,
2013-05,0.231,
2013-06,0.167,
2013-07,0.197,
2013-08,0.178,
2013-09,0.195,
2013-10,0.208,
2013-11,0.206,
2013-12,0.171,
2014-01,0.168,
2014-02,0.167,
2014-03,0.174,
2014-04,0.208,
2014-05,0.204,
2014-06,0.127,
2014-07,0.127,
2014-08,0.134,
2014-09,0.131,
2014-10,0.073,
