"",BBK01.TVD401,BBK01.TVD401_FLAGS
"",Balance sheet total / German Contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:21:03,
1980-01,0,
1980-02,2828,
1980-03,10506,
1980-04,4553,
1980-05,10947,
1980-06,13061,
1980-07,1946,
1980-08,3099,
1980-09,10591,
1980-10,10785,
1980-11,32878,
1980-12,14978,
1981-01,-11397,
1981-02,459,
1981-03,11796,
1981-04,-601,
1981-05,15893,
1981-06,12178,
1981-07,2799,
1981-08,13142,
1981-09,6102,
1981-10,6334,
1981-11,27918,
1981-12,16419,
1982-01,-11540,
1982-02,5428,
1982-03,11535,
1982-04,-4603,
1982-05,8379,
1982-06,8940,
1982-07,22,
1982-08,10713,
1982-09,14348,
1982-10,8410,
1982-11,21794,
1982-12,17544,
1983-01,-11798,
1983-02,-191,
1983-03,-1745,
1983-04,6393,
1983-05,18795,
1983-06,16773,
1983-07,-2492,
1983-08,5057,
1983-09,5625,
1983-10,16286,
1983-11,15842,
1983-12,22141,
1984-01,-19067,
1984-02,4949,
1984-03,-1756,
1984-04,-348,
1984-05,6158,
1984-06,11916,
1984-07,8459,
1984-08,11237,
1984-09,22112,
1984-10,11254,
1984-11,24813,
1984-12,28548,
1985-01,-24065,
1985-02,19162,
1985-03,-4405,
1985-04,-6116,
1985-05,7017,
1985-06,23734,
1985-07,-2265,
1985-08,1939,
1985-09,15135,
1985-10,11546,
1985-11,24745,
1985-12,35186,
1986-01,-21611,
1986-02,4772,
1986-03,13187,
1986-04,1533,
1986-05,7775,
1986-06,20246,
1986-07,-4083,
1986-08,15638,
1986-09,13546,
1986-10,6609,
1986-11,38253,
1986-12,16493,
1987-01,-18413,
1987-02,4361,
1987-03,14653,
1987-04,-9592,
1987-05,22468,
1987-06,12623,
1987-07,-2868,
1987-08,21023,
1987-09,7994,
1987-10,14022,
1987-11,22890,
1987-12,10885,
1988-01,-14000,
1988-02,13041,
1988-03,-10933,
1988-04,-897,
1988-05,16121,
1988-06,19739,
1988-07,9166,
1988-08,21124,
1988-09,13451,
1988-10,21281,
1988-11,23638,
1988-12,8835,
1989-01,-20683,
1989-02,4987,
1989-03,4092,
1989-04,12882,
1989-05,13832,
1989-06,15390,
1989-07,11611,
1989-08,-1541,
1989-09,17038,
1989-10,20014,
1989-11,45985,
1989-12,28589,
1990-01,-8110,
1990-02,23730,
1990-03,-2095,
1990-04,1993,
1990-05,14366,
1990-06,12910,
1990-07,24444,
1990-08,27913,
1990-09,32767,
1990-10,21700,
1990-11,25726,
1990-12,39691,
1991-01,-28413,
1991-02,16542,
1991-03,9637,
1991-04,3765,
1991-05,7364,
1991-06,38069,
1991-07,-2671,
1991-08,973,
1991-09,22487,
1991-10,18274,
1991-11,51484,
1991-12,35911,
1992-01,-8167,
1992-02,8215,
1992-03,19325,
1992-04,1240,
1992-05,9853,
1992-06,26477,
1992-07,-3085,
1992-08,30483,
1992-09,34129,
1992-10,30349,
1992-11,60637,
1992-12,3853,
1993-01,-13155,
1993-02,30768,
1993-03,26005,
1993-04,1878,
1993-05,21492,
1993-06,44782,
1993-07,8487,
1993-08,7203,
1993-09,29086,
1993-10,39446,
1993-11,70329,
1993-12,69259,
1994-01,6679,
1994-02,10318,
1994-03,-16224,
1994-04,9902,
1994-05,14862,
1994-06,8401,
1994-07,9326,
1994-08,12047,
1994-09,11113,
1994-10,30323,
1994-11,51876,
1994-12,59080,
1995-01,-36594,
1995-02,34272,
1995-03,-10089,
1995-04,25754,
1995-05,20561,
1995-06,12526,
1995-07,-1189,
1995-08,43600,
1995-09,40284,
1995-10,29993,
1995-11,86212,
1995-12,55132,
1996-01,12167,
1996-02,40155,
1996-03,25930,
1996-04,21699,
1996-05,10011,
1996-06,34557,
1996-07,-786,
1996-08,27073,
1996-09,43265,
1996-10,28814,
1996-11,89583,
1996-12,57051,
1997-01,-10216,
1997-02,59578,
1997-03,43897,
1997-04,19583,
1997-05,29550,
1997-06,60752,
1997-07,34077,
1997-08,24171,
1997-09,6427,
1997-10,64490,
1997-11,68281,
1997-12,20918,
1998-01,18800,
1998-02,33429,
1998-03,40613,
1998-04,40309,
1998-05,58629,
1998-06,51320,
1998-07,-3221,
1998-08,75535,
1998-09,11073,
1998-10,69603,
1998-11,91748,
1998-12,27130,
1999-01,107801,
1999-02,-55388,
1999-03,33651,
1999-04,50956,
1999-05,38903,
1999-06,16062,
1999-07,29956,
1999-08,45113,
1999-09,55399,
1999-10,64687,
1999-11,75090,
1999-12,-19129,
2000-01,21595,
2000-02,19533,
2000-03,71027,
2000-04,40830,
2000-05,60054,
2000-06,-53819,
2000-07,3736,
2000-08,46642,
2000-09,23785,
2000-10,59832,
2000-11,68884,
2000-12,35103,
2001-01,-17906,
2001-02,76872,
2001-03,102485,
2001-04,24458,
2001-05,7568,
2001-06,-26106,
2001-07,-45071,
2001-08,28293,
2001-09,56001,
2001-10,875,
2001-11,50027,
2001-12,-17422,
2002-01,-53032,
2002-02,-22953,
2002-03,42756,
2002-04,9750,
2002-05,54979,
2002-06,-1813,
2002-07,-21380,
2002-08,24258,
2002-09,51526,
2002-10,20551,
2002-11,97885,
2002-12,-25050,
2003-01,-12256,
2003-02,41263,
2003-03,15028,
2003-04,6540,
2003-05,61734,
2003-06,-8102,
2003-07,-50266,
2003-08,-46518,
2003-09,30190,
2003-10,-5267,
2003-11,69326,
2003-12,-5622,
2004-01,-16783,
2004-02,26676,
2004-03,45696,
2004-04,56786,
2004-05,20458,
2004-06,-33377,
2004-07,21378,
2004-08,-4721,
2004-09,41352,
2004-10,37744,
2004-11,69882,
2004-12,-53124,
2005-01,37668,
2005-02,51818,
2005-03,-1812,
2005-04,182586,
2005-05,-35958,
2005-06,-47619,
2005-07,22544,
2005-08,-19620,
2005-09,19508,
2005-10,14526,
2005-11,27991,
2005-12,-63771,
2006-01,64386,
2006-02,17955,
2006-03,48336,
2006-04,83860,
2006-05,35447,
2006-06,-30326,
2006-07,-34180,
2006-08,-1924,
2006-09,76271,
2006-10,4684,
2006-11,78325,
2006-12,14005,
2007-01,33010,
2007-02,47484,
2007-03,62342,
2007-04,79641,
2007-05,27145,
2007-06,-5835,
2007-07,-3556,
2007-08,41978,
2007-09,103987,
2007-10,28156,
2007-11,64490,
2007-12,39443,
2008-01,-31223,
2008-02,33754,
2008-03,68395,
2008-04,81052,
2008-05,5072,
2008-06,-24151,
2008-07,-1628,
2008-08,46406,
2008-09,128102,
2008-10,42987,
2008-11,-9086,
2008-12,-26385,
2009-01,-46844,
2009-02,-76240,
2009-03,-49284,
2009-04,19542,
2009-05,-73370,
2009-06,25290,
2009-07,-93247,
2009-08,-9367,
2009-09,-56787,
2009-10,-16072,
2009-11,2889,
2009-12,-80970,
2010-01,-9830,
2010-02,-7818,
2010-03,4723,
2010-04,107662,
2010-05,61712,
2010-06,-51051,
2010-07,-164008,
2010-08,59421,
2010-09,-86062,
2010-10,20533,
2010-11,80957,
2010-12,-152538,
2011-01,-109490,
2011-02,-39498,
2011-03,-167518,
2011-04,63180,
2011-05,27370,
2011-06,-165677,
2011-07,102253,
2011-08,263047,
2011-09,193714,
2011-10,-116433,
2011-11,31092,
2011-12,-27945,
2012-01,132765,
2012-02,20671,
2012-03,-7045,
2012-04,68877,
2012-05,226592,
2012-06,-214452,
2012-07,85168,
2012-08,-16838,
2012-09,-115460,
2012-10,-75853,
2012-11,-29367,
2012-12,-204262,
2013-01,-97745,
2013-02,-27143,
2013-03,-44242,
2013-04,27637,
2013-05,-142740,
2013-06,-102085,
2013-07,-72499,
2013-08,-87506,
2013-09,-14573,
2013-10,-5464,
2013-11,32591,
2013-12,-169791,
2014-01,71084,
2014-02,-37694,
2014-03,-50797,
2014-04,32031,
2014-05,67845,
2014-06,-30337,
2014-07,57654,
2014-08,86545,
2014-09,-27733,
2014-10,7964,
2014-11,84366,
2014-12,-37322,
2015-01,325061,
