"",BBK01.QX8691,BBK01.QX8691_FLAGS
"","Foreign branches: Liabilities to non-residents, total / All countries / Japanese yen",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:41:04,
1995-12,17.597,
1996-01,.,No value available
1996-02,.,No value available
1996-03,.,No value available
1996-04,.,No value available
1996-05,.,No value available
1996-06,.,No value available
1996-07,.,No value available
1996-08,.,No value available
1996-09,.,No value available
1996-10,.,No value available
1996-11,.,No value available
1996-12,32.348,
1997-01,30.476,
1997-02,31.541,
1997-03,28.770,
1997-04,34.001,
1997-05,45.274,
1997-06,40.966,
1997-07,50.177,
1997-08,46.933,
1997-09,46.745,
1997-10,45.505,
1997-11,50.761,
1997-12,45.656,
1998-01,57.031,
1998-02,64.110,
1998-03,71.170,
1998-04,60.451,
1998-05,57.849,
1998-06,61.907,
1998-07,67.618,
1998-08,70.124,
1998-09,72.391,
1998-10,105.805,
1998-11,103.008,
1998-12,83.842,
1999-01,84.447,
1999-02,74.294,
1999-03,86.835,
1999-04,73.552,
1999-05,67.108,
1999-06,70.103,
1999-07,74.959,
1999-08,81.140,
1999-09,86.681,
1999-10,92.572,
1999-11,101.521,
1999-12,102.915,
2000-01,95.482,
2000-02,93.291,
2000-03,97.273,
2000-04,97.709,
2000-05,94.279,
2000-06,86.260,
2000-07,87.640,
2000-08,86.621,
2000-09,94.923,
2000-10,97.747,
2000-11,97.478,
2000-12,85.222,
2001-01,107.697,
2001-02,118.703,
2001-03,110.765,
2001-04,109.217,
2001-05,120.926,
2001-06,102.551,
2001-07,90.542,
2001-08,88.029,
2001-09,78.682,
2001-10,78.430,
2001-11,84.323,
2001-12,76.834,
2002-01,79.192,
2002-02,73.878,
2002-03,79.104,
2002-04,72.949,
2002-05,78.410,
2002-06,64.937,
2002-07,57.581,
2002-08,63.147,
2002-09,59.829,
2002-10,54.184,
2002-11,55.635,
2002-12,49.525,
2003-01,45.409,
2003-02,43.871,
2003-03,42.273,
2003-04,38.998,
2003-05,36.123,
2003-06,39.563,
2003-07,37.815,
2003-08,40.077,
2003-09,42.061,
2003-10,39.713,
2003-11,37.755,
2003-12,41.488,
2004-01,39.651,
2004-02,39.679,
2004-03,43.947,
2004-04,40.480,
2004-05,39.246,
2004-06,43.364,
2004-07,40.248,
2004-08,42.279,
2004-09,42.377,
2004-10,41.318,
2004-11,44.405,
2004-12,38.525,
2005-01,40.125,
2005-02,51.734,
2005-03,49.556,
2005-04,53.859,
2005-05,49.887,
2005-06,43.683,
2005-07,46.361,
2005-08,48.022,
2005-09,45.600,
2005-10,52.989,
2005-11,53.854,
2005-12,62.519,
2006-01,49.240,
2006-02,43.440,
2006-03,60.530,
2006-04,56.899,
2006-05,60.661,
2006-06,47.883,
2006-07,53.841,
2006-08,43.022,
2006-09,53.422,
2006-10,51.168,
2006-11,52.460,
2006-12,49.257,
2007-01,62.374,
2007-02,73.327,
2007-03,71.567,
2007-04,63.881,
2007-05,59.696,
2007-06,66.431,
2007-07,69.673,
2007-08,68.450,
2007-09,60.926,
2007-10,48.515,
2007-11,56.485,
2007-12,53.258,
2008-01,65.849,
2008-02,62.166,
2008-03,67.889,
2008-04,63.597,
2008-05,63.851,
2008-06,56.865,
2008-07,52.845,
2008-08,65.775,
2008-09,64.241,
2008-10,67.403,
2008-11,56.956,
2008-12,47.623,
2009-01,43.038,
2009-02,38.285,
2009-03,33.850,
2009-04,35.378,
2009-05,28.679,
2009-06,25.556,
2009-07,32.423,
2009-08,35.812,
2009-09,31.018,
2009-10,28.645,
2009-11,34.661,
2009-12,25.943,
2010-01,32.651,
2010-02,32.308,
2010-03,36.243,
2010-04,37.390,
2010-05,40.038,
2010-06,43.678,
2010-07,41.861,
2010-08,37.577,
2010-09,39.472,
2010-10,35.362,
2010-11,30.820,
2010-12,30.098,
2011-01,36.914,
2011-02,36.399,
2011-03,35.414,
2011-04,31.726,
2011-05,33.682,
2011-06,38.432,
2011-07,38.223,
2011-08,42.286,
2011-09,51.951,
2011-10,44.543,
2011-11,45.210,
2011-12,44.337,
2012-01,46.702,
2012-02,30.155,
2012-03,49.305,
2012-04,38.985,
2012-05,43.263,
2012-06,38.411,
2012-07,39.506,
2012-08,40.790,
2012-09,47.003,
2012-10,39.920,
2012-11,37.281,
2012-12,21.710,
2013-01,21.798,
2013-02,22.142,
2013-03,23.915,
2013-04,23.909,
2013-05,24.899,
2013-06,21.026,
2013-07,19.549,
2013-08,19.121,
2013-09,26.237,
2013-10,21.343,
2013-11,19.409,
2013-12,17.678,
2014-01,22.140,
2014-02,20.466,
2014-03,18.209,
2014-04,17.482,
2014-05,16.962,
2014-06,16.033,
2014-07,18.004,
2014-08,16.246,
2014-09,19.857,
2014-10,18.447,
2014-11,18.962,
