"",BBK01.OELB13N,BBK01.OELB13N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:33:21,
2002-01,27.488,
2002-04,27.827,
2002-07,28.070,
2002-10,28.406,
2003-01,28.445,
2003-04,28.704,
2003-07,28.834,
2003-10,29.019,
2004-01,29.167,
2004-04,29.302,
2004-07,29.252,
2004-10,29.391,
2005-01,29.492,
2005-04,29.583,
2005-07,29.585,
2005-10,29.647,
2006-01,29.758,
2006-04,29.859,
2006-07,29.883,
2006-10,29.963,
2007-01,30.054,
2007-04,30.172,
2007-07,29.405,
2007-10,29.449,
2008-01,29.706,
2008-04,29.956,
2008-07,30.169,
2008-10,30.120,
2009-01,30.263,
2009-04,30.425,
2009-07,30.616,
2009-10,30.802,
2010-01,31.045,
2010-04,31.334,
2010-07,31.480,
2010-10,31.512,
2011-01,31.684,
2011-04,31.992,
2011-07,32.113,
2011-10,33.132,
2012-01,33.256,
2012-04,23.211,
2012-07,23.303,
2012-10,23.346,
2013-01,23.376,
2013-04,23.421,
2013-07,23.648,
2013-10,23.630,
2014-01,23.761,
2014-04,23.766,
2014-07,23.880,
