"",BBK01.OEAC56G,BBK01.OEAC56G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:55:39,
2002-01,40.045,
2002-04,40.528,
2002-07,40.212,
2002-10,40.151,
2003-01,39.473,
2003-04,38.563,
2003-07,38.237,
2003-10,38.206,
2004-01,37.966,
2004-04,37.985,
2004-07,37.533,
2004-10,37.411,
2005-01,36.902,
2005-04,36.620,
2005-07,36.266,
2005-10,35.758,
2006-01,35.244,
2006-04,34.271,
2006-07,33.613,
2006-10,33.402,
2007-01,33.060,
2007-04,32.526,
2007-07,32.772,
2007-10,32.846,
2008-01,32.842,
2008-04,33.045,
2008-07,33.307,
2008-10,33.529,
2009-01,33.225,
2009-04,34.035,
2009-07,34.049,
2009-10,33.392,
2010-01,33.442,
2010-04,33.729,
2010-07,33.868,
2010-10,33.953,
2011-01,34.195,
2011-04,34.284,
2011-07,34.443,
2011-10,34.707,
2012-01,34.512,
2012-04,35.227,
2012-07,35.730,
2012-10,35.955,
2013-01,36.118,
2013-04,36.596,
2013-07,36.509,
2013-10,37.357,
2014-01,37.571,
2014-04,37.861,
2014-07,38.305,
