"",BBK01.PC3652,BBK01.PC3652_FLAGS
"",Lending to domestic enterprises and self-employed persons / Short-term / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:22:12,
1985-10,12.697,
1986-01,13.263,
1986-04,13.003,
1986-07,12.840,
1986-10,12.485,
1987-01,12.738,
1987-04,12.241,
1987-07,12.148,
1987-10,11.177,
1988-01,12.375,
1988-04,12.040,
1988-07,12.492,
1988-10,12.792,
1989-01,13.534,
1989-04,13.681,
1989-07,13.747,
1989-10,13.322,
1990-01,14.742,
1990-04,14.199,
1990-07,14.156,
1990-10,13.817,
1991-01,14.736,
1991-04,15.534,
1991-07,15.577,
1991-10,15.332,
1992-01,15.433,
1992-04,15.960,
1992-07,15.563,
1992-10,18.135,
1993-01,17.951,
1993-04,18.381,
1993-07,17.796,
1993-10,16.795,
1994-01,18.343,
1994-04,18.695,
1994-07,19.222,
1994-10,18.495,
1995-01,18.782,
1995-04,18.339,
1995-07,18.765,
1995-10,18.175,
1996-01,19.186,
1996-04,20.524,
1996-07,19.376,
1996-10,20.398,
1997-01,20.632,
1997-04,22.302,
1997-07,20.283,
1997-10,19.859,
1998-01,19.835,
1998-04,20.931,
1998-07,20.451,
1998-10,20.483,
1999-01,21.119,
1999-04,20.375,
1999-07,20.807,
1999-10,20.944,
2000-01,28.362,
2000-04,23.856,
2000-07,24.805,
2000-10,24.487,
2001-01,32.299,
2001-04,27.357,
2001-07,26.024,
2001-10,25.457,
2002-01,28.069,
2002-04,23.525,
2002-07,22.698,
2002-10,23.809,
2003-01,26.989,
2003-04,22.546,
2003-07,21.841,
2003-10,20.480,
2004-01,21.820,
2004-04,19.359,
2004-07,20.164,
2004-10,18.916,
2005-01,21.246,
2005-04,22.629,
2005-07,25.571,
2005-10,34.313,
2006-01,42.135,
2006-04,37.509,
2006-07,42.746,
2006-10,36.866,
2007-01,42.356,
2007-04,41.002,
2007-07,42.528,
2007-10,41.203,
2008-01,51.507,
2008-04,59.530,
2008-07,64.562,
2008-10,44.700,
2009-01,46.743,
2009-04,49.796,
2009-07,46.930,
2009-10,40.211,
2010-01,38.342,
2010-04,43.457,
2010-07,34.512,
2010-10,30.796,
2011-01,32.042,
2011-04,32.272,
2011-07,34.230,
2011-10,29.142,
2012-01,37.941,
2012-04,32.605,
2012-07,37.120,
2012-10,31.841,
2013-01,39.254,
2013-04,41.121,
2013-07,26.093,
2013-10,25.882,
2014-01,26.481,
2014-04,27.332,
2014-07,27.601,
2014-10,27.699,
