"",BBK01.TUD432,BBK01.TUD432_FLAGS
"",Deposits of non-banks (non-MFIs) in the euro area / in the home country / Overnight / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:19,
1979-12,80568,
1980-01,74288,
1980-02,74746,
1980-03,74148,
1980-04,74659,
1980-05,76424,
1980-06,77885,
1980-07,76769,
1980-08,76504,
1980-09,77748,
1980-10,77738,
1980-11,88058,
1980-12,83025,
1981-01,78167,
1981-02,78312,
1981-03,75412,
1981-04,75210,
1981-05,77306,
1981-06,79662,
1981-07,76648,
1981-08,77786,
1981-09,76177,
1981-10,75861,
1981-11,86106,
1981-12,81038,
1982-01,77309,
1982-02,77841,
1982-03,76507,
1982-04,77096,
1982-05,79778,
1982-06,82331,
1982-07,80140,
1982-08,80356,
1982-09,80382,
1982-10,80735,
1982-11,91001,
1982-12,87287,
1983-01,85742,
1983-02,86763,
1983-03,84381,
1983-04,87005,
1983-05,89758,
1983-06,91654,
1983-07,90780,
1983-08,90150,
1983-09,88060,
1983-10,90322,
1983-11,98818,
1983-12,94640,
1984-01,90202,
1984-02,89678,
1984-03,87154,
1984-04,90959,
1984-05,90495,
1984-06,90778,
1984-07,90749,
1984-08,88816,
1984-09,90027,
1984-10,90327,
1984-11,98876,
1984-12,101825,
1985-01,92902,
1985-02,92627,
1985-03,90236,
1985-04,91603,
1985-05,92294,
1985-06,94160,
1985-07,94240,
1985-08,93713,
1985-09,96122,
1985-10,96800,
1985-11,105476,
1985-12,109307,
1986-01,100130,
1986-02,100526,
1986-03,101333,
1986-04,103501,
1986-05,104720,
1986-06,108050,
1986-07,106438,
1986-08,106057,
1986-09,108285,
1986-10,108054,
1986-11,119432,
1986-12,118787,
1987-01,109997,
1987-02,110648,
1987-03,110508,
1987-04,111906,
1987-05,115023,
1987-06,119090,
1987-07,116157,
1987-08,119461,
1987-09,117532,
1987-10,118790,
1987-11,131612,
1987-12,125588,
1988-01,119363,
1988-02,123760,
1988-03,118664,
1988-04,122314,
1988-05,127392,
1988-06,129803,
1988-07,128272,
1988-08,128312,
1988-09,125646,
1988-10,129619,
1988-11,140964,
1988-12,137367,
1989-01,132040,
1989-02,132825,
1989-03,128346,
1989-04,129130,
1989-05,131658,
1989-06,132180,
1989-07,134448,
1989-08,131779,
1989-09,131019,
1989-10,134825,
1989-11,145540,
1989-12,147330,
1990-01,136640,
1990-02,138628,
1990-03,133090,
1990-04,138279,
1990-05,138253,
1990-06,166497,
1990-07,168614,
1990-08,167454,
1990-09,169787,
1990-10,168958,
1990-11,181006,
1990-12,204715,
1991-01,185050,
1991-02,186146,
1991-03,181444,
1991-04,182681,
