"",BBK01.TUE318,BBK01.TUE318_FLAGS
"",Monetary capital formation / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:19,
1997-09,3120902,
1997-10,3121056,
1997-11,3132091,
1997-12,3154430,
1998-01,3170936,
1998-02,3192180,
1998-03,3209052,
1998-04,3201931,
1998-05,3222610,
1998-06,3243605,
1998-07,3248629,
1998-08,3257926,
1998-09,3241694,
1998-10,3225579,
1998-11,3231876,
1998-12,3240999,
1999-01,3298563,
1999-02,3321452,
1999-03,3347968,
1999-04,3371331,
1999-05,3377155,
1999-06,3402131,
1999-07,3409126,
1999-08,3420051,
1999-09,3437943,
1999-10,3464993,
1999-11,3487225,
1999-12,3526934,
2000-01,3547652,
2000-02,3566461,
2000-03,3582863,
2000-04,3613509,
2000-05,3622225,
2000-06,3656373,
2000-07,3683129,
2000-08,3706126,
2000-09,3744643,
2000-10,3771500,
2000-11,3743504,
2000-12,3712459,
2001-01,3761319,
2001-02,3771636,
2001-03,3802801,
2001-04,3800082,
2001-05,3818229,
2001-06,3851691,
2001-07,3835256,
2001-08,3827435,
2001-09,3856543,
2001-10,3877890,
2001-11,3866566,
2001-12,3893755,
2002-01,3925913,
2002-02,3936232,
2002-03,3954636,
2002-04,3940096,
2002-05,3955709,
2002-06,3929352,
2002-07,3950521,
2002-08,3967027,
2002-09,3973428,
2002-10,3979376,
2002-11,3994422,
2002-12,3990833,
2003-01,3991879,
2003-02,3999542,
2003-03,4012069,
2003-04,4009598,
2003-05,4015212,
2003-06,4037895,
2003-07,4066029,
2003-08,4101763,
2003-09,4103882,
2003-10,4130481,
2003-11,4146722,
2003-12,4144170,
2004-01,4166255,
2004-02,4180233,
2004-03,4246971,
2004-04,4272197,
2004-05,4287542,
2004-06,4311254,
2004-07,4345088,
2004-08,4364803,
2004-09,4396229,
2004-10,4416180,
2004-11,4438627,
2004-12,4465714,
2005-01,4499506,
2005-02,4533369,
2005-03,4588533,
2005-04,4611310,
2005-05,4658114,
2005-06,4802645,
2005-07,4814273,
2005-08,4832645,
2005-09,4877950,
2005-10,4915632,
2005-11,4952750,
2005-12,4993979,
2006-01,5023579,
2006-02,5091405,
2006-03,5141203,
2006-04,5158568,
2006-05,5175872,
2006-06,5224758,
2006-07,5281958,
2006-08,5286645,
2006-09,5314174,
2006-10,5370198,
2006-11,5388056,
2006-12,5422822,
2007-01,5462050,
2007-02,5510203,
2007-03,5612378,
2007-04,5631317,
2007-05,5651462,
2007-06,5734916,
2007-07,5783804,
2007-08,5790904,
2007-09,5785112,
2007-10,5921492,
2007-11,5912490,
2007-12,6004609,
2008-01,6041162,
2008-02,6022871,
2008-03,6013756,
2008-04,6022784,
2008-05,6046910,
2008-06,6082958,
2008-07,6126106,
2008-08,6158632,
2008-09,6189869,
2008-10,6193507,
2008-11,6245861,
2008-12,6261047,
2009-01,6389126,
2009-02,6443896,
2009-03,6411124,
2009-04,6423939,
2009-05,6462015,
2009-06,6532009,
2009-07,6568099,
2009-08,6603573,
2009-09,6620653,
2009-10,6630696,
2009-11,6679324,
2009-12,6732547,
2010-01,6793728,
2010-02,6827941,
2010-03,6865657,
2010-04,6906494,
2010-05,6983259,
2010-06,7142274,
2010-07,7103122,
2010-08,7164954,
2010-09,7114691,
2010-10,7122125,
2010-11,7256720,
2010-12,7299032,
2011-01,7297321,
2011-02,7358858,
2011-03,7426045,
2011-04,7445140,
2011-05,7504878,
2011-06,7525385,
2011-07,7601663,
2011-08,7650608,
2011-09,7668921,
2011-10,7658496,
2011-11,7679869,
2011-12,7687981,
2012-01,7731671,
2012-02,7721281,
2012-03,7656765,
2012-04,7657124,
2012-05,7642327,
2012-06,7646436,
2012-07,7654784,
2012-08,7646385,
2012-09,7665201,
2012-10,7621422,
2012-11,7627404,
2012-12,7578078,
2013-01,7536248,
2013-02,7529598,
2013-03,7557144,
2013-04,7495429,
2013-05,7467318,
2013-06,7397989,
2013-07,7387467,
2013-08,7394111,
2013-09,7362052,
2013-10,7374598,
2013-11,7354379,
2013-12,7310398,
2014-01,7354615,
2014-02,7337599,
2014-03,7344682,
2014-04,7324326,
2014-05,7313805,
2014-06,7300516,
2014-07,7300412,
2014-08,7317639,
2014-09,7327936,
2014-10,7261283,
2014-11,7259770,
2014-12,7187020,
2015-01,7300875,
