"",BBK01.CEBO02,BBK01.CEBO02_FLAGS
"",Other deposits debtor: All sectors                    creditor: Domestic financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:18:25,
1991-01,861.5,
1991-04,851.9,
1991-07,845.3,
1991-10,895.0,
1992-01,856.3,
1992-04,836.1,
1992-07,838.6,
1992-10,870.7,
1993-01,871.5,
1993-04,884.2,
1993-07,901.0,
1993-10,982.5,
1994-01,967.5,
1994-04,960.6,
1994-07,979.3,
1994-10,1031.9,
1995-01,1027.6,
1995-04,1052.4,
1995-07,1075.1,
1995-10,1128.1,
1996-01,1162.3,
1996-04,1179.4,
1996-07,1197.5,
1996-10,1262.0,
1997-01,1279.0,
1997-04,1305.5,
1997-07,1326.3,
1997-10,1399.0,
1998-01,1406.2,
1998-04,1434.3,
1998-07,1447.2,
1998-10,1519.1,
1999-01,1583.9,
1999-04,1616.1,
1999-07,1691.9,
1999-10,1742.3,
2000-01,1755.4,
2000-04,1742.9,
2000-07,1784.5,
2000-10,1870.3,
2001-01,1870.8,
2001-04,1862.1,
2001-07,1897.9,
2001-10,1950.0,
2002-01,1916.4,
2002-04,1928.8,
2002-07,1977.3,
2002-10,2065.0,
2003-01,2075.4,
2003-04,2141.7,
2003-07,2096.8,
2003-10,2162.2,
2004-01,2137.3,
2004-04,2230.0,
2004-07,2227.3,
2004-10,2352.5,
2005-01,2350.1,
2005-04,2411.7,
2005-07,2464.2,
2005-10,2483.7,
2006-01,2555.3,
2006-04,2621.9,
2006-07,2603.5,
2006-10,2666.4,
2007-01,2709.0,
2007-04,2748.3,
2007-07,2827.4,
2007-10,3006.7,
2008-01,2975.7,
2008-04,2995.7,
2008-07,3148.6,
2008-10,3194.6,
2009-01,3040.7,
2009-04,3064.9,
2009-07,2891.2,
2009-10,2909.6,
2010-01,2839.8,
2010-04,2912.3,
2010-07,2716.0,
2010-10,2667.2,
2011-01,2570.5,
2011-04,2580.8,
2011-07,2650.8,
2011-10,2693.7,
2012-01,2643.3,
2012-04,2614.6,
2012-07,2570.8,
2012-10,2459.2,
2013-01,2434.7,
2013-04,2423.1,
2013-07,2327.7,
2013-10,2335.3,
2014-01,2335.4,
