"",BBK01.OUD246,BBK01.OUD246_FLAGS
"",Deposits and borrowing from other domestic households / Time deposits / for more than 2 years / Regional banks and other commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:35:04,
1999-01,0.309,
1999-02,0.344,
1999-03,0.358,
1999-04,0.365,
1999-05,0.381,
1999-06,0.317,
1999-07,0.309,
1999-08,0.309,
1999-09,0.420,
1999-10,0.434,
1999-11,0.455,
1999-12,0.488,
2000-01,0.519,
2000-02,0.543,
2000-03,0.567,
2000-04,0.647,
2000-05,0.643,
2000-06,0.585,
2000-07,0.659,
2000-08,0.676,
2000-09,0.691,
2000-10,0.675,
2000-11,0.698,
2000-12,0.734,
2001-01,0.705,
2001-02,0.809,
2001-03,0.817,
2001-04,0.818,
2001-05,0.836,
2001-06,0.832,
2001-07,0.844,
2001-08,0.857,
2001-09,0.883,
2001-10,0.877,
2001-11,0.893,
2001-12,0.907,
2002-01,0.874,
2002-02,0.833,
2002-03,0.842,
2002-04,0.851,
2002-05,0.846,
2002-06,0.849,
2002-07,0.862,
2002-08,0.886,
2002-09,0.924,
2002-10,0.961,
2002-11,0.986,
2002-12,1.015,
2003-01,1.075,
2003-02,1.104,
2003-03,1.124,
2003-04,1.126,
2003-05,1.134,
2003-06,1.137,
2003-07,1.140,
2003-08,1.139,
2003-09,1.139,
2003-10,1.136,
2003-11,1.133,
2003-12,1.130,
2004-01,1.129,
2004-02,1.122,
2004-03,1.151,
2004-04,1.194,
2004-05,1.223,
2004-06,1.211,
2004-07,1.147,
2004-08,1.166,
2004-09,1.185,
2004-10,1.193,
2004-11,1.204,
2004-12,0.471,
2005-01,0.486,
2005-02,0.493,
2005-03,0.503,
2005-04,0.482,
2005-05,0.452,
2005-06,0.456,
2005-07,0.449,
2005-08,0.446,
2005-09,0.404,
2005-10,0.401,
2005-11,0.403,
2005-12,0.406,
2006-01,0.405,
2006-02,0.402,
2006-03,0.395,
2006-04,0.395,
2006-05,0.469,
2006-06,0.397,
2006-07,0.395,
2006-08,0.396,
2006-09,0.395,
2006-10,0.405,
2006-11,0.292,
2006-12,0.403,
2007-01,0.475,
2007-02,0.474,
2007-03,0.483,
2007-04,0.481,
2007-05,0.490,
2007-06,0.486,
2007-07,0.479,
2007-08,0.481,
2007-09,0.489,
2007-10,0.490,
2007-11,0.496,
2007-12,0.493,
2008-01,0.489,
2008-02,0.490,
2008-03,0.493,
2008-04,0.495,
2008-05,0.494,
2008-06,0.493,
2008-07,0.486,
2008-08,0.484,
2008-09,0.396,
2008-10,0.365,
2008-11,0.371,
2008-12,0.409,
2009-01,0.423,
2009-02,0.428,
2009-03,0.516,
2009-04,0.533,
2009-05,0.557,
2009-06,0.581,
2009-07,0.577,
2009-08,0.591,
2009-09,0.596,
2009-10,0.607,
2009-11,0.602,
2009-12,0.628,
2010-01,0.644,
2010-02,0.670,
2010-03,0.708,
2010-04,0.721,
2010-05,0.731,
2010-06,0.737,
2010-07,0.751,
2010-08,0.762,
2010-09,0.777,
2010-10,0.792,
2010-11,0.801,
2010-12,0.817,
2011-01,0.834,
2011-02,0.875,
2011-03,0.910,
2011-04,0.926,
2011-05,0.987,
2011-06,1.017,
2011-07,1.035,
2011-08,1.045,
2011-09,1.053,
2011-10,1.061,
2011-11,1.069,
2011-12,1.095,
2012-01,1.142,
2012-02,1.192,
2012-03,1.207,
2012-04,1.216,
2012-05,1.220,
2012-06,1.234,
2012-07,1.260,
2012-08,1.280,
2012-09,1.312,
2012-10,1.326,
2012-11,1.333,
2012-12,1.344,
2013-01,1.351,
2013-02,1.354,
2013-03,1.357,
2013-04,1.363,
2013-05,1.366,
2013-06,1.370,
2013-07,1.361,
2013-08,1.365,
2013-09,1.362,
2013-10,1.371,
2013-11,1.382,
2013-12,1.381,
2014-01,1.366,
2014-02,1.361,
2014-03,1.384,
2014-04,1.411,
2014-05,1.425,
2014-06,1.441,
2014-07,1.419,
2014-08,1.407,
2014-09,1.405,
2014-10,1.417,
2014-11,1.411,
2014-12,1.424,Provisional value
