"",BBK01.OUA320,BBK01.OUA320_FLAGS
"",Time deposits of foreign non-banks / for up and including 1 year / All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:25,
1999-01,40.681,
1999-02,45.512,
1999-03,45.475,
1999-04,49.564,
1999-05,48.218,
1999-06,45.749,
1999-07,47.206,
1999-08,44.452,
1999-09,47.061,
1999-10,51.960,
1999-11,55.041,
1999-12,55.693,
2000-01,52.502,
2000-02,49.283,
2000-03,53.027,
2000-04,52.500,
2000-05,61.174,
2000-06,52.822,
2000-07,56.454,
2000-08,58.403,
2000-09,54.759,
2000-10,61.364,
2000-11,63.295,
2000-12,54.100,
2001-01,65.080,
2001-02,67.937,
2001-03,71.647,
2001-04,83.658,
2001-05,87.901,
2001-06,73.115,
2001-07,83.154,
2001-08,92.191,
2001-09,83.741,
2001-10,97.395,
2001-11,98.865,
2001-12,88.680,
2002-01,93.336,
2002-02,96.169,
2002-03,97.562,
2002-04,101.011,
2002-05,104.640,
2002-06,84.898,
2002-07,87.822,
2002-08,92.880,
2002-09,95.255,
2002-10,91.418,
2002-11,93.151,
2002-12,78.776,
2003-01,87.141,
2003-02,99.253,
2003-03,100.930,
2003-04,102.030,
2003-05,101.546,
2003-06,91.607,
2003-07,100.325,
2003-08,95.333,
2003-09,101.383,
2003-10,108.252,
2003-11,113.547,
2003-12,94.361,
2004-01,91.557,
2004-02,96.521,
2004-03,94.895,
2004-04,98.588,
2004-05,94.393,
2004-06,82.052,
2004-07,88.730,
2004-08,94.737,
2004-09,90.745,
2004-10,100.807,
2004-11,106.979,
2004-12,115.627,
2005-01,116.974,
2005-02,119.506,
2005-03,104.204,
2005-04,129.816,
2005-05,129.325,
2005-06,105.512,
2005-07,108.654,
2005-08,108.459,
2005-09,113.696,
2005-10,115.495,
2005-11,117.561,
2005-12,112.406,
2006-01,112.632,
2006-02,107.101,
2006-03,103.187,
2006-04,112.096,
2006-05,102.842,
2006-06,95.821,
2006-07,103.089,
2006-08,105.046,
2006-09,116.602,
2006-10,116.619,
2006-11,117.569,
2006-12,104.825,
2007-01,107.928,
2007-02,111.436,
2007-03,105.591,
2007-04,111.841,
2007-05,110.337,
2007-06,104.907,
2007-07,98.625,
2007-08,103.041,
2007-09,102.028,
2007-10,99.959,
2007-11,116.629,
2007-12,115.637,
2008-01,108.985,
2008-02,129.025,
2008-03,122.888,
2008-04,132.191,
2008-05,124.944,
2008-06,107.448,
2008-07,124.115,
2008-08,129.654,
2008-09,118.769,
2008-10,110.990,
2008-11,94.485,
2008-12,87.914,
2009-01,75.108,
2009-02,71.195,
2009-03,63.938,
2009-04,84.150,
2009-05,64.772,
2009-06,63.602,
2009-07,65.918,
2009-08,72.368,
2009-09,68.816,
2009-10,68.179,
2009-11,74.832,
2009-12,66.370,
2010-01,67.304,
2010-02,74.906,
2010-03,69.420,
2010-04,81.340,
2010-05,81.252,
2010-06,70.213,
2010-07,74.859,
2010-08,79.655,
2010-09,77.933,
2010-10,79.863,
2010-11,79.238,
2010-12,68.826,
2011-01,62.367,
2011-02,64.259,
2011-03,60.596,
2011-04,59.867,
2011-05,58.208,
2011-06,58.575,
2011-07,58.320,
2011-08,58.150,
2011-09,58.112,
2011-10,59.540,
2011-11,57.816,
2011-12,58.904,
2012-01,56.573,
2012-02,53.884,
2012-03,54.850,
2012-04,59.720,
2012-05,59.367,
2012-06,56.761,
2012-07,60.552,
2012-08,56.611,
2012-09,56.534,
2012-10,54.914,
2012-11,54.390,
2012-12,60.810,
2013-01,57.287,
2013-02,56.237,
2013-03,57.076,
2013-04,63.727,
2013-05,59.754,
2013-06,59.790,
2013-07,55.605,
2013-08,56.930,
2013-09,55.607,
2013-10,54.284,
2013-11,60.741,
2013-12,68.791,
2014-01,59.191,
2014-02,58.348,
2014-03,54.963,
2014-04,53.766,
2014-05,51.923,
2014-06,45.256,
2014-07,55.115,
2014-08,62.861,
2014-09,57.358,
2014-10,55.084,
2014-11,58.223,
2014-12,40.268,Provisional value
