"",BBK01.QUK771,BBK01.QUK771_FLAGS
"",Consolidated German banks: Loans and advances to foreign banks / Finland / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:21,
2002-03,1.782,
2002-04,1.383,
2002-05,1.826,
2002-06,1.656,
2002-07,1.541,
2002-08,1.899,
2002-09,2.086,
2002-10,1.523,
2002-11,1.481,
2002-12,1.252,
2003-01,1.924,
2003-02,2.484,
2003-03,1.711,
2003-04,1.265,
2003-05,1.776,
2003-06,1.212,
2003-07,1.578,
2003-08,1.055,
2003-09,1.925,
2003-10,0.945,
2003-11,1.797,
2003-12,1.215,
2004-01,1.247,
2004-02,1.294,
2004-03,1.444,
2004-04,1.796,
2004-05,2.632,
2004-06,2.394,
2004-07,2.391,
2004-08,2.460,
2004-09,2.596,
2004-10,2.236,
2004-11,2.379,
2004-12,2.642,
2005-01,3.097,
2005-02,2.971,
2005-03,2.801,
2005-04,2.436,
2005-05,2.061,
2005-06,3.020,
2005-07,2.044,
2005-08,3.367,
2005-09,3.086,
2005-10,1.459,
2005-11,2.106,
2005-12,1.688,
2006-01,2.788,
2006-02,3.109,
2006-03,3.810,
2006-04,2.658,
2006-05,1.449,
2006-06,2.415,
2006-07,2.208,
2006-08,1.549,
2006-09,2.745,
2006-10,2.111,
2006-11,1.711,
2006-12,2.760,
2007-01,2.499,
2007-02,3.028,
2007-03,2.261,
2007-04,4.335,
2007-05,1.838,
2007-06,2.081,
2007-07,2.741,
2007-08,2.920,
2007-09,1.790,
2007-10,1.667,
2007-11,1.837,
2007-12,1.547,
2008-01,2.538,
2008-02,1.396,
2008-03,1.923,
2008-04,1.931,
2008-05,1.708,
2008-06,2.725,
2008-07,2.641,
2008-08,1.520,
2008-09,2.091,
2008-10,1.616,
2008-11,1.519,
2008-12,0.924,
2009-01,1.293,
2009-02,0.802,
2009-03,0.886,
2009-04,1.453,
2009-05,1.948,
2009-06,1.133,
2009-07,1.676,
2009-08,1.639,
2009-09,0.493,
2009-10,0.686,
2009-11,1.581,
2009-12,0.725,
2010-01,0.826,
2010-02,1.863,
2010-03,1.436,
2010-04,1.089,
2010-05,2.313,
2010-06,1.589,
2010-07,0.965,
2010-08,1.425,
2010-09,1.172,
2010-10,1.926,
2010-11,1.180,
2010-12,1.162,
2011-01,3.653,
2011-02,2.091,
2011-03,1.551,
2011-04,2.492,
2011-05,4.735,
2011-06,1.940,
2011-07,2.226,
2011-08,3.669,
2011-09,1.731,
2011-10,2.270,
2011-11,2.618,
2011-12,1.521,
2012-01,1.545,
2012-02,2.337,
2012-03,3.871,
2012-04,5.581,
2012-05,4.748,
2012-06,3.215,
2012-07,4.999,
2012-08,5.401,
2012-09,3.417,
2012-10,5.314,
2012-11,2.862,
2012-12,0.887,
2013-01,1.201,
2013-02,1.914,
2013-03,0.770,
2013-04,0.927,
2013-05,0.607,
2013-06,1.170,
2013-07,1.846,
2013-08,1.037,
2013-09,1.114,
2013-10,2.322,
2013-11,2.372,
2013-12,2.082,
2014-01,2.687,
2014-02,2.578,
2014-03,2.081,
2014-04,1.774,
2014-05,3.293,
2014-06,4.384,
2014-07,4.202,
2014-08,4.290,
2014-09,3.214,
2014-10,1.680,
