"",BBK01.QU1670,BBK01.QU1670_FLAGS
"",Banks in Germany: Long-term claims on non residents / EU member states / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:06:56,
1968-12,0.766,
1969-01,.,No value available
1969-02,.,No value available
1969-03,.,No value available
1969-04,.,No value available
1969-05,.,No value available
1969-06,.,No value available
1969-07,.,No value available
1969-08,.,No value available
1969-09,.,No value available
1969-10,.,No value available
1969-11,.,No value available
1969-12,2.048,
1970-01,.,No value available
1970-02,.,No value available
1970-03,.,No value available
1970-04,.,No value available
1970-05,.,No value available
1970-06,.,No value available
1970-07,.,No value available
1970-08,.,No value available
1970-09,.,No value available
1970-10,.,No value available
1970-11,.,No value available
1970-12,2.477,
1971-01,.,No value available
1971-02,.,No value available
1971-03,.,No value available
1971-04,.,No value available
1971-05,.,No value available
1971-06,.,No value available
1971-07,.,No value available
1971-08,.,No value available
1971-09,.,No value available
1971-10,.,No value available
1971-11,.,No value available
1971-12,2.515,
1972-01,.,No value available
1972-02,.,No value available
1972-03,.,No value available
1972-04,.,No value available
1972-05,.,No value available
1972-06,.,No value available
1972-07,.,No value available
1972-08,.,No value available
1972-09,.,No value available
1972-10,.,No value available
1972-11,.,No value available
1972-12,2.039,
1973-01,.,No value available
1973-02,.,No value available
1973-03,.,No value available
1973-04,.,No value available
1973-05,.,No value available
1973-06,.,No value available
1973-07,.,No value available
1973-08,.,No value available
1973-09,.,No value available
1973-10,.,No value available
1973-11,.,No value available
1973-12,2.627,
1974-01,.,No value available
1974-02,.,No value available
1974-03,.,No value available
1974-04,.,No value available
1974-05,.,No value available
1974-06,.,No value available
1974-07,.,No value available
1974-08,.,No value available
1974-09,.,No value available
1974-10,.,No value available
1974-11,.,No value available
1974-12,3.095,
1975-01,.,No value available
1975-02,.,No value available
1975-03,.,No value available
1975-04,.,No value available
1975-05,.,No value available
1975-06,.,No value available
1975-07,.,No value available
1975-08,.,No value available
1975-09,.,No value available
1975-10,.,No value available
1975-11,.,No value available
1975-12,5.585,
1976-01,5.618,
1976-02,5.921,
1976-03,6.483,
1976-04,6.708,
1976-05,6.724,
1976-06,6.828,
1976-07,6.902,
1976-08,7.122,
1976-09,7.259,
1976-10,7.658,
1976-11,7.788,
1976-12,8.121,
1977-01,8.197,
1977-02,8.200,
1977-03,8.413,
1977-04,8.864,
1977-05,9.193,
1977-06,9.583,
1977-07,9.785,
1977-08,9.973,
1977-09,10.041,
1977-10,10.217,
1977-11,10.323,
1977-12,9.847,
1978-01,9.821,
1978-02,9.859,
1978-03,9.885,
1978-04,10.014,
1978-05,10.044,
1978-06,10.002,
1978-07,9.934,
1978-08,9.937,
1978-09,9.887,
1978-10,9.713,
1978-11,9.653,
1978-12,10.519,
1979-01,9.723,
1979-02,9.612,
1979-03,9.649,
1979-04,9.804,
1979-05,9.771,
1979-06,9.900,
1979-07,10.037,
1979-08,10.111,
1979-09,9.986,
1979-10,10.207,
1979-11,10.472,
1979-12,11.935,
1980-01,11.129,
1980-02,11.091,
1980-03,11.621,
1980-04,11.855,
1980-05,12.061,
1980-06,12.674,
1980-07,12.618,
1980-08,12.635,
1980-09,12.619,
1980-10,12.836,
1980-11,12.854,
1980-12,15.105,
1981-01,15.792,
1981-02,15.594,
1981-03,15.533,
1981-04,15.306,
1981-05,15.649,
1981-06,15.710,
1981-07,16.607,
1981-08,16.639,
1981-09,16.794,
1981-10,17.247,
1981-11,17.425,
1981-12,18.131,
1982-01,18.124,
1982-02,18.083,
1982-03,18.338,
1982-04,18.308,
1982-05,18.848,
1982-06,19.020,
1982-07,19.598,
1982-08,19.582,
1982-09,19.792,
1982-10,20.026,
1982-11,20.307,
1982-12,19.980,
1983-01,20.296,
1983-02,20.354,
1983-03,20.621,
1983-04,20.598,
1983-05,21.084,
1983-06,21.448,
1983-07,21.917,
1983-08,22.014,
1983-09,21.749,
1983-10,21.747,
1983-11,21.823,
1983-12,21.846,
1984-01,21.769,
1984-02,21.464,
1984-03,21.470,
1984-04,21.880,
1984-05,22.207,
1984-06,22.413,
1984-07,21.948,
1984-08,22.098,
1984-09,22.793,
1984-10,23.020,
1984-11,23.307,
1984-12,23.896,
1985-01,24.303,
1985-02,24.996,
1985-03,24.765,
