"",BBK01.OUN218,BBK01.OUN218_FLAGS
"",Time deposits of social security funds / for up and including 1 year / Special purpose banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:26:36,
1968-12,0.049,
1969-01,0.067,
1969-02,0.075,
1969-03,0.074,
1969-04,0.072,
1969-05,0.054,
1969-06,0.063,
1969-07,0.067,
1969-08,0.066,
1969-09,0.066,
1969-10,0.064,
1969-11,0.061,
1969-12,0.096,
1970-01,0.071,
1970-02,0.064,
1970-03,0.064,
1970-04,0.061,
1970-05,0.064,
1970-06,0.080,
1970-07,0.079,
1970-08,0.088,
1970-09,0.094,
1970-10,0.096,
1970-11,0.106,
1970-12,0.107,
1971-01,0.107,
1971-02,0.092,
1971-03,0.104,
1971-04,0.133,
1971-05,0.121,
1971-06,0.132,
1971-07,0.139,
1971-08,0.128,
1971-09,0.114,
1971-10,0.085,
1971-11,0.090,
1971-12,0.087,
1972-01,0.088,
1972-02,0.077,
1972-03,0.061,
1972-04,0.071,
1972-05,0.053,
1972-06,0.058,
1972-07,0.057,
1972-08,0.068,
1972-09,0.070,
1972-10,0.077,
1972-11,0.066,
1972-12,0.069,
1973-01,0.070,
1973-02,0.067,
1973-03,0.061,
1973-04,0.072,
1973-05,0.078,
1973-06,0.080,
1973-07,0.100,
1973-08,0.109,
1973-09,0.103,
1973-10,0.118,
1973-11,0.110,
1973-12,0.134,
1974-01,0.149,
1974-02,0.145,
1974-03,0.141,
1974-04,0.144,
1974-05,0.143,
1974-06,0.120,
1974-07,0.108,
1974-08,0.116,
1974-09,0.144,
1974-10,0.129,
1974-11,0.130,
1974-12,0.096,
1975-01,0.098,
1975-02,0.099,
1975-03,0.080,
1975-04,0.075,
1975-05,0.090,
1975-06,0.083,
1975-07,0.077,
1975-08,0.075,
1975-09,0.083,
1975-10,0.092,
1975-11,0.090,
1975-12,0.087,
1976-01,0.085,
1976-02,0.081,
1976-03,0.072,
1976-04,0.068,
1976-05,0.075,
1976-06,0.081,
1976-07,0.084,
1976-08,0.082,
1976-09,0.079,
1976-10,0.084,
1976-11,0.078,
1976-12,0.096,
1977-01,0.087,
1977-02,0.082,
1977-03,0.062,
1977-04,0.092,
1977-05,0.090,
1977-06,0.121,
1977-07,0.127,
1977-08,0.131,
1977-09,0.119,
1977-10,0.114,
1977-11,0.150,
1977-12,0.153,
1978-01,0.133,
1978-02,0.138,
1978-03,0.116,
1978-04,0.084,
1978-05,0.105,
1978-06,0.095,
1978-07,0.099,
1978-08,0.095,
1978-09,0.102,
1978-10,0.110,
1978-11,0.121,
1978-12,0.121,
1979-01,0.084,
1979-02,0.072,
1979-03,0.053,
1979-04,0.050,
1979-05,0.037,
1979-06,0.039,
1979-07,0.031,
1979-08,0.025,
1979-09,0.044,
1979-10,0.035,
1979-11,0.038,
1979-12,0.033,
1980-01,0.010,
1980-02,-,Nothing exists
1980-03,0.074,
1980-04,0.018,
1980-05,0.002,
1980-06,-,Nothing exists
1980-07,0.005,
1980-08,-,Nothing exists
1980-09,0.006,
1980-10,0.008,
1980-11,0.004,
1980-12,0.009,
1981-01,0.018,
1981-02,0.031,
1981-03,0.004,
1981-04,0.001,
1981-05,0.018,
1981-06,0.010,
1981-07,0.010,
1981-08,0.063,
1981-09,0.028,
1981-10,0.035,
1981-11,0.046,
1981-12,0.050,
1982-01,0.064,
1982-02,0.079,
1982-03,0.058,
1982-04,0.026,
1982-05,0.066,
1982-06,0.139,
1982-07,0.040,
1982-08,0.052,
1982-09,0.057,
1982-10,0.020,
1982-11,0.037,
1982-12,0.049,
1983-01,0.059,
1983-02,0.110,
1983-03,0.075,
1983-04,0.107,
1983-05,0.077,
1983-06,0.054,
1983-07,0.043,
1983-08,0.014,
1983-09,0.071,
1983-10,0.080,
1983-11,0.067,
1983-12,0.014,
1984-01,0.034,
1984-02,0.025,
1984-03,0.044,
1984-04,0.047,
1984-05,0.036,
1984-06,0.038,
1984-07,0.038,
1984-08,0.033,
1984-09,0.057,
1984-10,0.042,
1984-11,0.045,
1984-12,0.065,
1985-01,0.096,
1985-02,0.079,
1985-03,0.043,
1985-04,0.058,
1985-05,0.062,
1985-06,0.087,
1985-07,0.094,
1985-08,0.085,
1985-09,0.044,
1985-10,0.019,
1985-11,0.036,
1985-12,0.034,
1986-01,0.046,
1986-02,0.063,
1986-03,0.033,
1986-04,0.054,
1986-05,0.051,
1986-06,0.048,
1986-07,0.048,
1986-08,0.059,
1986-09,0.048,
1986-10,0.046,
1986-11,0.059,
1986-12,0.061,
1987-01,0.075,
1987-02,0.064,
1987-03,0.048,
1987-04,0.059,
1987-05,0.059,
1987-06,0.054,
1987-07,0.073,
1987-08,0.062,
1987-09,0.049,
1987-10,0.056,
1987-11,0.063,
1987-12,0.051,
1988-01,0.066,
1988-02,0.059,
1988-03,0.035,
1988-04,0.033,
1988-05,0.068,
1988-06,0.045,
1988-07,0.047,
1988-08,0.017,
1988-09,0.059,
1988-10,0.006,
1988-11,0.061,
1988-12,0.047,
1989-01,0.041,
1989-02,0.042,
1989-03,0.041,
1989-04,0.034,
1989-05,0.035,
1989-06,0.071,
1989-07,0.061,
1989-08,0.053,
1989-09,0.039,
1989-10,0.035,
1989-11,0.089,
1989-12,0.110,
1990-01,0.069,
1990-02,0.062,
1990-03,0.064,
1990-04,0.060,
1990-05,0.052,
1990-06,0.052,
1990-07,0.083,
1990-08,0.099,
1990-09,0.081,
1990-10,0.079,
1990-11,0.066,
1990-12,0.085,
1991-01,0.083,
1991-02,0.071,
1991-03,0.082,
1991-04,0.084,
1991-05,0.116,
1991-06,0.080,
1991-07,0.094,
1991-08,0.065,
1991-09,0.066,
1991-10,0.076,
1991-11,0.097,
1991-12,0.098,
1992-01,0.071,
1992-02,0.070,
1992-03,0.058,
1992-04,0.060,
1992-05,0.055,
1992-06,0.107,
1992-07,0.109,
1992-08,0.065,
1992-09,0.086,
1992-10,0.117,
1992-11,0.129,
1992-12,0.121,
1993-01,0.091,
1993-02,0.098,
1993-03,0.117,
1993-04,0.137,
1993-05,0.161,
1993-06,0.139,
1993-07,0.151,
1993-08,0.144,
1993-09,0.130,
