"",BBK01.TUE365,BBK01.TUE365_FLAGS
"",Other assets / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:03,
1997-09,1036525,
1997-10,1051259,
1997-11,1097156,
1997-12,1058340,
1998-01,1081686,
1998-02,1088311,
1998-03,1066391,
1998-04,1090629,
1998-05,1119262,
1998-06,1004213,
1998-07,1047243,
1998-08,1039814,
1998-09,961317,
1998-10,957057,
1998-11,980144,
1998-12,948535,
1999-01,1124683,
1999-02,1139469,
1999-03,1057769,
1999-04,1025146,
1999-05,1012060,
1999-06,1043611,
1999-07,1026657,
1999-08,1008632,
1999-09,993057,
1999-10,1037327,
1999-11,1087436,
1999-12,1096282,
2000-01,1113832,
2000-02,1135573,
2000-03,1156829,
2000-04,1197906,
2000-05,1199783,
2000-06,1206342,
2000-07,1252318,
2000-08,1293304,
2000-09,1221313,
2000-10,1287936,
2000-11,1236614,
2000-12,1199325,
2001-01,1255583,
2001-02,1245034,
2001-03,1289354,
2001-04,1301346,
2001-05,1322975,
2001-06,1322396,
2001-07,1268753,
2001-08,1261103,
2001-09,1311740,
2001-10,1343393,
2001-11,1333966,
2001-12,1317597,
2002-01,1341199,
2002-02,1300654,
2002-03,1254169,
2002-04,1241587,
2002-05,1220761,
2002-06,1243751,
2002-07,1270332,
2002-08,1258523,
2002-09,1308259,
2002-10,1274638,
2002-11,1312634,
2002-12,1312444,
2003-01,1268301,
2003-02,1298041,
2003-03,1286674,
2003-04,1294328,
2003-05,1333135,
2003-06,1318204,
2003-07,1266957,
2003-08,1264017,
2003-09,1306102,
2003-10,1281759,
2003-11,1304718,
2003-12,1306895,
2004-01,1340993,
2004-02,1373776,
2004-03,1378181,
2004-04,1374021,
2004-05,1371316,
2004-06,1390555,
2004-07,1381048,
2004-08,1395111,
2004-09,1461909,
2004-10,1500825,
2004-11,1544617,
2004-12,1519507,
2005-01,1547158,
2005-02,1551498,
2005-03,1602761,
2005-04,1651735,
2005-05,1712202,
2005-06,1798303,
2005-07,1802644,
2005-08,1780370,
2005-09,1802985,
2005-10,1785070,
2005-11,1869677,
2005-12,1888763,
2006-01,1941344,
2006-02,1930015,
2006-03,1922273,
2006-04,1945843,
2006-05,1966373,
2006-06,1943491,
2006-07,1904505,
2006-08,1932425,
2006-09,2044795,
2006-10,2025325,
2006-11,2146045,
2006-12,2085526,
2007-01,2113730,
2007-02,2140426,
2007-03,2276494,
2007-04,2279690,
2007-05,2329297,
2007-06,2462849,
2007-07,2391122,
2007-08,2388397,
2007-09,2511061,
2007-10,2570031,
2007-11,2642435,
2007-12,2584304,
2008-01,2636057,
2008-02,2688377,
2008-03,2747103,
2008-04,2652492,
2008-05,2768346,
2008-06,2821966,
2008-07,2675832,
2008-08,2744990,
2008-09,2869131,
2008-10,3306835,
2008-11,3476280,
2008-12,3334137,
2009-01,3370714,
2009-02,3389626,
2009-03,3346130,
2009-04,3280619,
2009-05,3090006,
2009-06,3206809,
2009-07,3228636,
2009-08,3208040,
2009-09,3165292,
2009-10,3124485,
2009-11,3235463,
2009-12,3063823,
2010-01,3141014,
2010-02,3222978,
2010-03,3223068,
2010-04,3349178,
2010-05,3692875,
2010-06,3590344,
2010-07,3466321,
2010-08,3919447,
2010-09,3699681,
2010-10,3582185,
2010-11,3560764,
2010-12,4195728,
2011-01,3998369,
2011-02,3968518,
2011-03,3857589,
2011-04,3908819,
2011-05,4055620,
2011-06,3892678,
2011-07,4220284,
2011-08,4704721,
2011-09,5174718,
2011-10,4969234,
2011-11,4929852,
2011-12,5123120,
2012-01,5175162,
2012-02,5129572,
2012-03,4952089,
2012-04,5102356,
2012-05,5898663,
2012-06,5393118,
2012-07,5650996,
2012-08,5573717,
2012-09,5418637,
2012-10,4918941,
2012-11,4980284,
2012-12,4794744,
2013-01,4951237,
2013-02,5050829,
2013-03,5025089,
2013-04,5159941,
2013-05,4844874,
2013-06,4565577,
2013-07,4465562,
2013-08,4379573,
2013-09,4409926,
2013-10,4452217,
2013-11,4445243,
2013-12,3999144,
2014-01,4119307,
2014-02,4092160,
2014-03,4033419,
2014-04,4112277,
2014-05,4186036,
2014-06,4170899,
2014-07,4274606,
2014-08,4520283,
2014-09,4509371,
2014-10,4534366,
2014-11,4749065,
2014-12,4658583,
2015-01,5122966,
