"",BBK01.OEAH45H,BBK01.OEAH45H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:24:00,
2002-01,7.101,
2002-04,6.844,
2002-07,6.928,
2002-10,6.849,
2003-01,6.623,
2003-04,6.230,
2003-07,6.122,
2003-10,5.923,
2004-01,5.251,
2004-04,4.826,
2004-07,5.134,
2004-10,4.989,
2005-01,5.038,
2005-04,5.002,
2005-07,4.713,
2005-10,4.933,
2006-01,5.151,
2006-04,5.421,
2006-07,5.908,
2006-10,6.548,
2007-01,6.653,
2007-04,6.713,
2007-07,7.940,
2007-10,9.132,
2008-01,9.356,
2008-04,9.791,
2008-07,10.455,
2008-10,11.136,
2009-01,7.953,
2009-04,6.715,
2009-07,5.936,
2009-10,5.496,
2010-01,4.894,
2010-04,4.525,
2010-07,4.303,
2010-10,4.303,
2011-01,4.104,
2011-04,4.144,
2011-07,4.209,
2011-10,4.436,
2012-01,4.225,
2012-04,3.996,
2012-07,3.677,
2012-10,3.257,
2013-01,2.924,
2013-04,2.751,
2013-07,2.958,
2013-10,3.058,
2014-01,3.038,
2014-04,2.897,
2014-07,3.124,
