"",BBK01.OUU347,BBK01.OUU347_FLAGS
"",Lending to the Federal Government and its special funds / Total / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:55:23,
1999-01,0.878,
1999-02,1.056,
1999-03,1.277,
1999-04,0.740,
1999-05,1.094,
1999-06,1.258,
1999-07,1.248,
1999-08,1.247,
1999-09,1.235,
1999-10,1.240,
1999-11,1.315,
1999-12,1.378,
2000-01,1.391,
2000-02,1.362,
2000-03,1.436,
2000-04,1.600,
2000-05,1.693,
2000-06,1.698,
2000-07,1.679,
2000-08,1.611,
2000-09,1.395,
2000-10,1.540,
2000-11,1.378,
2000-12,1.370,
2001-01,1.746,
2001-02,1.512,
2001-03,1.181,
2001-04,1.485,
2001-05,1.613,
2001-06,1.357,
2001-07,1.483,
2001-08,1.169,
2001-09,1.221,
2001-10,1.237,
2001-11,1.426,
2001-12,1.612,
2002-01,1.241,
2002-02,1.432,
2002-03,1.454,
2002-04,1.434,
2002-05,1.245,
2002-06,1.244,
2002-07,1.221,
2002-08,1.197,
2002-09,1.191,
2002-10,1.182,
2002-11,1.146,
2002-12,1.126,
2003-01,0.925,
2003-02,0.845,
2003-03,0.816,
2003-04,0.811,
2003-05,0.751,
2003-06,0.656,
2003-07,0.605,
2003-08,0.511,
2003-09,0.533,
2003-10,0.453,
2003-11,0.448,
2003-12,0.448,
2004-01,0.458,
2004-02,0.457,
2004-03,0.501,
2004-04,0.511,
2004-05,0.420,
2004-06,0.446,
2004-07,0.977,
2004-08,1.360,
2004-09,1.341,
2004-10,1.335,
2004-11,0.962,
2004-12,1.485,
2005-01,1.355,
2005-02,1.751,
2005-03,1.646,
2005-04,1.836,
2005-05,1.977,
2005-06,2.429,
2005-07,2.629,
2005-08,2.634,
2005-09,2.760,
2005-10,2.103,
2005-11,1.809,
2005-12,1.516,
2006-01,2.704,
2006-02,2.173,
2006-03,2.587,
2006-04,2.361,
2006-05,2.485,
2006-06,2.235,
2006-07,2.200,
2006-08,1.754,
2006-09,1.748,
2006-10,1.779,
2006-11,1.513,
2006-12,1.482,
2007-01,1.336,
2007-02,1.310,
2007-03,2.013,
2007-04,2.013,
2007-05,1.834,
2007-06,1.555,
2007-07,1.027,
2007-08,0.875,
2007-09,0.875,
2007-10,0.875,
2007-11,0.875,
2007-12,0.618,
2008-01,0.158,
2008-02,0.158,
2008-03,0.158,
2008-04,0.132,
2008-05,0.132,
2008-06,0.132,
2008-07,0.121,
2008-08,0.121,
2008-09,0.121,
2008-10,0.121,
2008-11,0.121,
2008-12,0.099,
2009-01,0.094,
2009-02,0.094,
2009-03,0.094,
2009-04,0.105,
2009-05,0.105,
2009-06,0.105,
2009-07,0.080,
2009-08,0.085,
2009-09,0.085,
2009-10,0.085,
2009-11,0.095,
2009-12,0.095,
2010-01,0.107,
2010-02,0.096,
2010-03,0.113,
2010-04,0.113,
2010-05,0.103,
2010-06,0.103,
2010-07,0.120,
2010-08,0.120,
2010-09,0.120,
2010-10,0.120,
2010-11,0.120,
2010-12,0.113,
2011-01,0.107,
2011-02,0.107,
2011-03,0.127,
2011-04,0.147,
2011-05,0.543,
2011-06,0.393,
2011-07,0.237,
2011-08,0.237,
2011-09,0.142,
2011-10,0.142,
2011-11,0.142,
2011-12,0.142,
2012-01,0.137,
2012-02,0.137,
2012-03,0.137,
2012-04,0.117,
2012-05,0.117,
2012-06,0.117,
2012-07,0.117,
2012-08,0.117,
2012-09,0.117,
2012-10,0.117,
2012-11,0.117,
2012-12,0.117,
2013-01,0.108,
2013-02,0.108,
2013-03,0.108,
2013-04,0.103,
2013-05,0.103,
2013-06,0.103,
2013-07,0.105,
2013-08,0.105,
2013-09,0.106,
2013-10,0.106,
2013-11,0.106,
2013-12,0.107,
2014-01,0.102,
2014-02,0.102,
2014-03,0.102,
2014-04,0.102,
2014-05,0.130,
2014-06,0.131,
2014-07,0.130,
2014-08,0.132,
2014-09,0.133,
2014-10,0.132,
2014-11,0.134,
2014-12,0.133,Provisional value
