"",BBK01.OEAA45H,BBK01.OEAA45H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:16:00,
2002-01,55.787,
2002-04,54.692,
2002-07,54.026,
2002-10,53.097,
2003-01,51.710,
2003-04,51.383,
2003-07,50.652,
2003-10,55.989,
2004-01,53.753,
2004-04,52.114,
2004-07,52.029,
2004-10,50.079,
2005-01,49.252,
2005-04,47.326,
2005-07,46.399,
2005-10,45.406,
2006-01,45.048,
2006-04,43.164,
2006-07,42.289,
2006-10,41.901,
2007-01,41.115,
2007-04,40.604,
2007-07,38.976,
2007-10,37.808,
2008-01,37.266,
2008-04,36.142,
2008-07,35.559,
2008-10,35.138,
2009-01,34.381,
2009-04,32.468,
2009-07,37.326,
2009-10,37.659,
2010-01,36.574,
2010-04,36.265,
2010-07,35.888,
2010-10,36.113,
2011-01,36.814,
2011-04,36.444,
2011-07,38.158,
2011-10,38.043,
2012-01,36.991,
2012-04,36.838,
2012-07,36.375,
2012-10,36.444,
2013-01,36.431,
2013-04,36.081,
2013-07,35.613,
2013-10,35.559,
2014-01,35.446,
2014-04,34.692,
2014-07,34.543,
