"",BBFB1.M.N.DE.W1.S1.S1.T.D.SC4._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.D.SC4._Z._Z._Z._T._X.N_FLAGS
"",Current account / Transport / Post- und Kurierdienste / Expenditure / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:37:28,
1991-01,35.582,
1991-02,13.817,
1991-03,9.158,
1991-04,14.799,
1991-05,11.307,
1991-06,9.317,
1991-07,19.394,
1991-08,8.084,
1991-09,7.030,
1991-10,31.355,
1991-11,29.841,
1991-12,5.340,
1992-01,11.495,
1992-02,13.140,
1992-03,14.486,
1992-04,48.030,
1992-05,12.136,
1992-06,4.729,
1992-07,24.242,
1992-08,7.851,
1992-09,14.640,
1992-10,23.833,
1992-11,38.136,
1992-12,23.845,
1993-01,27.106,
1993-02,15.711,
1993-03,32.377,
1993-04,12.607,
1993-05,23.099,
1993-06,12.935,
1993-07,25.327,
1993-08,17.762,
1993-09,6.286,
1993-10,15.147,
1993-11,36.065,
1993-12,56.623,
1994-01,48.264,
1994-02,41.418,
1994-03,5.922,
1994-04,8.179,
1994-05,3.274,
1994-06,4.767,
1994-07,11.224,
1994-08,3.646,
1994-09,4.837,
1994-10,11.546,
1994-11,27.714,
1994-12,31.193,
1995-01,23.608,
1995-02,73.140,
1995-03,5.351,
1995-04,7.761,
1995-05,5.775,
1995-06,14.781,
1995-07,20.913,
1995-08,7.552,
1995-09,7.189,
1995-10,48.693,
1995-11,15.941,
1995-12,48.671,
1996-01,3.522,
1996-02,21.144,
1996-03,17.939,
1996-04,22.843,
1996-05,30.428,
1996-06,7.134,
1996-07,12.450,
1996-08,32.058,
1996-09,17.304,
1996-10,40.726,
1996-11,16.845,
1996-12,21.519,
1997-01,21.043,
1997-02,14.238,
1997-03,35.587,
1997-04,23.327,
1997-05,28.577,
1997-06,21.802,
1997-07,32.670,
1997-08,22.245,
1997-09,23.631,
1997-10,28.878,
1997-11,22.171,
1997-12,22.930,
1998-01,17.831,
1998-02,22.837,
1998-03,18.566,
1998-04,20.453,
1998-05,18.624,
1998-06,23.973,
1998-07,27.424,
1998-08,12.210,
1998-09,22.059,
1998-10,12.598,
1998-11,18.435,
1998-12,22.499,
1999-01,23.394,
1999-02,20.925,
1999-03,17.329,
1999-04,20.874,
1999-05,27.704,
1999-06,28.741,
1999-07,40.302,
1999-08,28.075,
1999-09,20.364,
1999-10,34.139,
1999-11,29.683,
1999-12,30.975,
2000-01,34.734,
2000-02,31.046,
2000-03,23.921,
2000-04,50.979,
2000-05,33.216,
2000-06,23.772,
2000-07,41.227,
2000-08,19.948,
2000-09,30.774,
2000-10,39.435,
2000-11,33.211,
2000-12,30.764,
2001-01,40.301,
2001-02,26.754,
2001-03,34.463,
2001-04,32.319,
2001-05,34.045,
2001-06,36.969,
2001-07,58.424,
2001-08,30.782,
2001-09,34.024,
2001-10,39.517,
2001-11,62.581,
2001-12,264.800,
2002-01,108.144,
2002-02,24.932,
2002-03,24.680,
2002-04,31.698,
2002-05,27.296,
2002-06,28.520,
2002-07,45.043,
2002-08,40.905,
2002-09,31.646,
2002-10,44.264,
2002-11,39.282,
2002-12,402.542,
2003-01,31.877,
2003-02,77.325,
2003-03,62.844,
2003-04,75.101,
2003-05,66.239,
2003-06,65.567,
2003-07,98.798,
2003-08,64.547,
2003-09,65.791,
2003-10,80.508,
2003-11,81.280,
2003-12,95.041,
2004-01,79.864,
2004-02,90.706,
2004-03,79.036,
2004-04,103.306,
2004-05,76.236,
2004-06,74.443,
2004-07,124.704,
2004-08,71.852,
2004-09,83.206,
2004-10,83.372,
2004-11,65.202,
2004-12,79.469,
2005-01,98.737,
2005-02,77.941,
2005-03,72.564,
2005-04,96.023,
2005-05,73.123,
2005-06,80.908,
2005-07,89.980,
2005-08,99.525,
2005-09,86.355,
2005-10,94.673,
2005-11,87.337,
2005-12,83.574,
2006-01,95.568,
2006-02,101.759,
2006-03,141.582,
2006-04,81.273,
2006-05,135.065,
2006-06,100.351,
2006-07,99.188,
2006-08,116.136,
2006-09,92.657,
2006-10,91.803,
2006-11,99.179,
2006-12,102.737,
2007-01,97.407,
2007-02,86.560,
2007-03,101.052,
2007-04,93.025,
2007-05,104.642,
2007-06,90.001,
2007-07,116.082,
2007-08,130.861,
2007-09,84.367,
2007-10,106.019,
2007-11,103.792,
2007-12,91.619,
2008-01,102.509,
2008-02,117.179,
2008-03,102.309,
2008-04,109.403,
2008-05,99.325,
2008-06,109.895,
2008-07,130.403,
2008-08,131.065,
2008-09,118.931,
2008-10,105.409,
2008-11,124.740,
2008-12,108.744,
2009-01,142.574,
2009-02,106.488,
2009-03,116.062,
2009-04,140.350,
2009-05,104.164,
2009-06,136.210,
2009-07,172.576,
2009-08,140.996,
2009-09,112.452,
2009-10,120.803,
2009-11,118.545,
2009-12,108.660,
2010-01,128.230,
2010-02,119.083,
2010-03,134.053,
2010-04,178.104,
2010-05,124.838,
2010-06,102.542,
2010-07,148.232,
2010-08,148.972,
2010-09,138.286,
2010-10,144.347,
2010-11,144.087,
2010-12,152.976,
2011-01,121.707,
2011-02,102.070,
2011-03,145.829,
2011-04,140.793,
2011-05,140.485,
2011-06,143.160,
2011-07,162.166,
2011-08,172.869,
2011-09,150.744,
2011-10,139.086,
2011-11,141.669,
2011-12,150.953,
2012-01,150.671,
2012-02,145.427,
2012-03,160.563,
2012-04,151.117,
2012-05,149.866,
2012-06,152.259,
2012-07,170.431,
2012-08,189.127,
2012-09,150.512,
2012-10,167.800,
2012-11,171.439,
2012-12,206.013,
2013-01,185.581,
2013-02,165.981,
2013-03,184.947,
