"",BBK01.WT4202,BBK01.WT4202_FLAGS
"","DE0001137495 / Yields / 0,000 BSA 15",
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 12:35:53,
2015-02-11,-0.21,
2015-02-12,-0.22,
2015-02-13,-0.22,
2015-02-14,.,No value available
2015-02-15,.,No value available
2015-02-16,-0.22,
2015-02-17,-0.23,
2015-02-18,-0.22,
2015-02-19,-0.22,
2015-02-20,-0.22,
2015-02-21,.,No value available
2015-02-22,.,No value available
2015-02-23,-0.21,
2015-02-24,-0.22,
2015-02-25,-0.22,
2015-02-26,-0.24,
2015-02-27,-0.24,
"",General: BSA = Federal Treasury note (Schatz),
