"",BBK01.WU0122,BBK01.WU0122_FLAGS
"",Gross sales of domestic debt securities at nominal value / Maturities of more than four years / Corporate bonds,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-11 10:15:31,
1948-01,-,Nothing exists
1948-02,-,Nothing exists
1948-03,-,Nothing exists
1948-04,-,Nothing exists
1948-05,-,Nothing exists
1948-06,-,Nothing exists
1948-07,-,Nothing exists
1948-08,-,Nothing exists
1948-09,-,Nothing exists
1948-10,5,
1948-11,-,Nothing exists
1948-12,-,Nothing exists
1949-01,15,
1949-02,-,Nothing exists
1949-03,1,
1949-04,5,
1949-05,1,
1949-06,7,
1949-07,8,
1949-08,3,
1949-09,4,
1949-10,4,
1949-11,1,
1949-12,1,
1950-01,1,
1950-02,2,
1950-03,1,
1950-04,1,
1950-05,1,
1950-06,3,
1950-07,5,
1950-08,5,
1950-09,3,
1950-10,2,
1950-11,4,
1950-12,2,
1951-01,3,
1951-02,1,
1951-03,1,
1951-04,1,
1951-05,4,
1951-06,3,
1951-07,2,
1951-08,1,
1951-09,4,
1951-10,1,
1951-11,0,
1951-12,13,
1952-01,24,
1952-02,9,
1952-03,8,
1952-04,6,
1952-05,1,
1952-06,0,
1952-07,0,
1952-08,0,
1952-09,0,
1952-10,1,
1952-11,4,
1952-12,15,
1953-01,0,
1953-02,3,
1953-03,6,
1953-04,0,
1953-05,10,
1953-06,2,
1953-07,20,
1953-08,29,
1953-09,32,
1953-10,29,
1953-11,21,
1953-12,52,
1954-01,88,
1954-02,14,
1954-03,29,
1954-04,187,
1954-05,7,
1954-06,11,
1954-07,13,
1954-08,-,Nothing exists
1954-09,18,
1954-10,5,
1954-11,20,
1954-12,13,
1955-01,133,
1955-02,10,
1955-03,0,
1955-04,0,
1955-05,-,Nothing exists
1955-06,30,
1955-07,3,
1955-08,17,
1955-09,0,
1955-10,4,
1955-11,4,
1955-12,20,
1956-01,-,Nothing exists
1956-02,-,Nothing exists
1956-03,-,Nothing exists
1956-04,-,Nothing exists
1956-05,-,Nothing exists
1956-06,1,
1956-07,6,
1956-08,106,
1956-09,123,
1956-10,18,
1956-11,20,
1956-12,14,
1957-01,44,
1957-02,23,
1957-03,51,
1957-04,13,
1957-05,34,
1957-06,44,
1957-07,61,
1957-08,49,
1957-09,54,
1957-10,48,
1957-11,29,
1957-12,27,
1958-01,54,
1958-02,103,
1958-03,99,
1958-04,31,
1958-05,156,
1958-06,81,
1958-07,74,
1958-08,61,
1958-09,18,
1958-10,56,
1958-11,38,
1958-12,72,
1959-01,92,
1959-02,51,
1959-03,2,
1959-04,61,
1959-05,131,
1959-06,26,
1959-07,2,
1959-08,64,
1959-09,-,Nothing exists
1959-10,1,
1959-11,26,
1959-12,16,
1960-01,12,
1960-02,-,Nothing exists
1960-03,2,
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,-,Nothing exists
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,-,Nothing exists
1961-01,20,
1961-02,1,
1961-03,40,
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,26,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,77,
1962-01,56,
1962-02,77,
1962-03,38,
1962-04,-,Nothing exists
1962-05,72,
1962-06,40,
1962-07,133,
1962-08,13,
1962-09,29,
1962-10,20,
1962-11,72,
1962-12,-,Nothing exists
1963-01,60,
1963-02,83,
1963-03,77,
1963-04,51,
1963-05,77,
1963-06,8,
1963-07,175,
1963-08,-,Nothing exists
1963-09,81,
1963-10,1,
1963-11,13,
