"",BBFB1.Q.N.DE.S19800.S1.S1.T.C.IN2._Z._Z._Z._T._X.N,BBFB1.Q.N.DE.S19800.S1.S1.T.C.IN2._Z._Z._Z._T._X.N_FLAGS
"",Current account / Secondary income / Receipts / Emerging markets in South-East-Asia (acc. to Supplement 3),
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:34:19,
1991-01,58.599,
1991-04,13.983,
1991-07,13.976,
1991-10,9.773,
1992-01,20.242,
1992-04,14.638,
1992-07,173.920,
1992-10,37.927,
1993-01,24.921,
1993-04,30.363,
1993-07,27.897,
1993-10,43.002,
1994-01,19.583,
1994-04,21.686,
1994-07,20.891,
1994-10,24.801,
1995-01,23.042,
1995-04,68.716,
1995-07,20.155,
1995-10,20.396,
1996-01,18.257,
1996-04,20.360,
1996-07,17.346,
1996-10,16.739,
1997-01,18.252,
1997-04,24.518,
1997-07,24.449,
1997-10,22.068,
1998-01,27.950,
1998-04,51.263,
1998-07,26.955,
1998-10,28.435,
1999-01,23.914,
1999-04,36.473,
1999-07,35.762,
1999-10,39.392,
2000-01,31.144,
2000-04,62.362,
2000-07,59.188,
2000-10,80.991,
2001-01,23.788,
2001-04,55.453,
2001-07,31.539,
2001-10,17.401,
2002-01,22.742,
2002-04,28.946,
2002-07,21.955,
2002-10,15.057,
2003-01,11.514,
2003-04,-3.007,
2003-07,67.257,
2003-10,85.313,
2004-01,68.486,
2004-04,13.037,
2004-07,8.373,
2004-10,7.793,
2005-01,11.620,
2005-04,16.436,
2005-07,8.231,
2005-10,15.331,
2006-01,12.672,
2006-04,24.208,
2006-07,13.320,
2006-10,16.382,
2007-01,8.654,
2007-04,28.936,
2007-07,18.669,
2007-10,14.250,
2008-01,19.689,
2008-04,31.510,
2008-07,10.976,
2008-10,13.836,
2009-01,19.568,
2009-04,24.674,
2009-07,9.513,
2009-10,8.961,
2010-01,5.290,
2010-04,41.520,
2010-07,15.295,
2010-10,15.961,
2011-01,17.466,
2011-04,55.920,
2011-07,25.074,
2011-10,24.437,
2012-01,24.099,
2012-04,65.313,
2012-07,36.482,
2012-10,27.887,
2013-01,37.462,
2013-04,69.151,
2013-07,7.367,
2013-10,30.708,
2014-01,8.821,Provisional value
2014-04,45.716,Provisional value
2014-07,39.616,Provisional value
