"",BBK01.PQL354,BBK01.PQL354_FLAGS
"",Lending to domestic enterprises / Total / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:16,
1968-10,4.020,
1969-01,4.168,
1969-04,4.359,
1969-07,4.500,
1969-10,4.759,
1970-01,5.028,
1970-04,5.257,
1970-07,5.380,
1970-10,5.555,
1971-01,5.673,
1971-04,5.978,
1971-07,6.259,
1971-10,6.525,
1972-01,6.709,
1972-04,7.082,
1972-07,7.377,
1972-10,7.897,
1973-01,8.048,
1973-04,8.288,
1973-07,8.345,
1973-10,9.090,
1974-01,9.208,
1974-04,9.416,
1974-07,9.497,
1974-10,9.743,
1975-01,9.778,
1975-04,9.905,
1975-07,10.037,
1975-10,10.394,
1976-01,10.646,
1976-04,11.081,
1976-07,11.521,
1976-10,11.930,
1977-01,12.245,
1977-04,12.663,
1977-07,12.865,
1977-10,13.310,
1978-01,13.626,
1978-04,14.203,
1978-07,14.594,
1978-10,15.251,
1979-01,15.823,
1979-04,16.700,
1979-07,17.417,
1979-10,18.323,
1980-01,18.936,
1980-04,19.499,
1980-07,19.860,
1980-10,20.669,
1981-01,21.465,
1981-04,22.421,
1981-07,23.027,
1981-10,23.436,
1982-01,23.865,
1982-04,24.279,
1982-07,24.309,
1982-10,24.443,
1983-01,24.426,
1983-04,24.497,
1983-07,24.664,
1983-10,25.320,
1984-01,25.921,
1984-04,26.434,
1984-07,26.707,
1984-10,26.789,
1985-01,27.354,
1985-04,27.206,
1985-07,26.682,
1985-10,27.875,
1986-01,28.275,
1986-04,28.165,
1986-07,27.397,
1986-10,26.888,
1987-01,27.278,
1987-04,27.296,
1987-07,27.058,
1987-10,26.817,
1988-01,27.238,
1988-04,27.568,
1988-07,27.774,
1988-10,27.806,
1989-01,28.457,
1989-04,29.030,
1989-07,29.524,
1989-10,29.742,
1990-01,30.591,
1990-04,32.182,
1990-07,33.674,
1990-10,34.364,
1991-01,34.968,
1991-04,35.380,
1991-07,35.859,
1991-10,36.946,
1992-01,38.304,
1992-04,39.695,
1992-07,40.447,
1992-10,41.041,
1993-01,41.756,
1993-04,42.827,
1993-07,43.384,
1993-10,44.121,
1994-01,44.760,
1994-04,46.043,
1994-07,47.183,
1994-10,48.368,
1995-01,50.686,
1995-04,52.766,
1995-07,53.782,
1995-10,54.092,
1996-01,54.455,
1996-04,55.738,
1996-07,55.947,
1996-10,56.564,
1997-01,56.999,
1997-04,57.748,
1997-07,58.299,
1997-10,58.646,
1998-01,59.048,
1998-04,59.611,
1998-07,60.104,
1998-10,60.938,
1999-01,52.276,
1999-04,52.511,
1999-07,52.514,
1999-10,52.230,
2000-01,53.009,
2000-04,54.340,
2000-07,54.784,
2000-10,54.846,
2001-01,55.594,
2001-04,56.109,
2001-07,56.242,
2001-10,56.095,
2002-01,56.472,
2002-04,56.472,
2002-07,56.301,
2002-10,55.640,
2003-01,55.344,
2003-04,55.282,
2003-07,55.000,
2003-10,54.214,
2004-01,54.336,
2004-04,54.596,
2004-07,54.142,
2004-10,52.956,
2005-01,53.507,
2005-04,53.117,
2005-07,52.451,
2005-10,51.878,
2006-01,52.773,
2006-04,53.084,
2006-07,53.951,
2006-10,53.719,
2007-01,54.878,
2007-04,55.881,
2007-07,56.643,
2007-10,57.712,
2008-01,59.000,
2008-04,59.804,
2008-07,61.592,
2008-10,62.993,
2009-01,64.386,
2009-04,65.182,
2009-07,66.043,
2009-10,66.683,
2010-01,67.995,
2010-04,69.524,
2010-07,70.435,
2010-10,71.718,
2011-01,73.285,
2011-04,75.295,
2011-07,75.435,
2011-10,74.465,
2012-01,76.633,
2012-04,77.055,
2012-07,78.961,
2012-10,80.347,
2013-01,82.346,
2013-04,84.008,
2013-07,85.607,
2013-10,87.130,
2014-01,89.066,
2014-04,91.010,
2014-07,92.984,
2014-10,93.751,
