"",BBK01.OUM396,BBK01.OUM396_FLAGS
"",Deposits and borrowing from foreign banks (MFIs) / total / Mortgage banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:10:51,
1999-01,11.388,
1999-02,3.581,
1999-03,3.889,
1999-04,3.412,
1999-05,3.932,
1999-06,3.387,
1999-07,3.862,
1999-08,4.456,
1999-09,4.685,
1999-10,4.719,
1999-11,5.947,
1999-12,5.964,
2000-01,6.061,
2000-02,6.263,
2000-03,8.142,
2000-04,8.893,
2000-05,9.944,
2000-06,9.598,
2000-07,9.197,
2000-08,9.847,
2000-09,10.142,
2000-10,10.349,
2000-11,10.810,
2000-12,10.847,
2001-01,12.053,
2001-02,11.636,
2001-03,12.325,
2001-04,13.984,
2001-05,13.202,
2001-06,15.031,
2001-07,12.665,
2001-08,12.701,
2001-09,12.709,
2001-10,12.721,
2001-11,11.992,
2001-12,12.834,
2002-01,12.957,
2002-02,10.936,
2002-03,9.462,
2002-04,10.318,
2002-05,10.286,
2002-06,10.635,
2002-07,11.124,
2002-08,10.975,
2002-09,14.045,
2002-10,13.684,
2002-11,13.050,
2002-12,13.434,
2003-01,18.704,
2003-02,20.505,
2003-03,21.486,
2003-04,20.049,
2003-05,19.628,
2003-06,18.579,
2003-07,19.730,
2003-08,20.000,
2003-09,18.428,
2003-10,18.823,
2003-11,20.457,
2003-12,22.438,
2004-01,22.481,
2004-02,21.953,
2004-03,23.510,
2004-04,21.971,
2004-05,20.534,
2004-06,22.140,
2004-07,21.329,
2004-08,24.018,
2004-09,24.460,
2004-10,24.085,
2004-11,24.860,
2004-12,24.589,
2005-01,30.915,
2005-02,31.338,
2005-03,32.558,
2005-04,32.363,
2005-05,31.427,
2005-06,33.552,
2005-07,33.042,
2005-08,29.445,
2005-09,32.490,
2005-10,32.327,
2005-11,29.370,
2005-12,27.775,
2006-01,29.706,
2006-02,26.802,
2006-03,22.906,
2006-04,22.243,
2006-05,22.710,
2006-06,22.227,
2006-07,20.875,
2006-08,19.060,
2006-09,18.251,
2006-10,17.767,
2006-11,18.191,
2006-12,18.045,
2007-01,19.864,
2007-02,18.959,
2007-03,16.995,
2007-04,17.429,
2007-05,17.675,
2007-06,18.318,
2007-07,17.808,
2007-08,17.988,
2007-09,19.496,
2007-10,18.782,
2007-11,19.175,
2007-12,17.701,
2008-01,19.044,
2008-02,21.605,
2008-03,22.844,
2008-04,22.886,
2008-05,22.028,
2008-06,20.945,
2008-07,22.490,
2008-08,20.461,
2008-09,21.584,
2008-10,20.424,
2008-11,19.476,
2008-12,19.183,
2009-01,20.135,
2009-02,21.575,
2009-03,19.916,
2009-04,18.239,
2009-05,17.350,
2009-06,17.258,
2009-07,17.215,
2009-08,17.429,
2009-09,18.348,
2009-10,20.882,
2009-11,21.793,
2009-12,25.222,
2010-01,26.868,
2010-02,23.284,
2010-03,24.645,
2010-04,25.109,
2010-05,30.172,
2010-06,26.963,
2010-07,30.348,
2010-08,37.188,
2010-09,35.289,
2010-10,27.963,
2010-11,25.891,
2010-12,20.824,
2011-01,18.776,
2011-02,20.321,
2011-03,20.893,
2011-04,19.781,
2011-05,18.290,
2011-06,17.078,
2011-07,16.963,
2011-08,16.759,
2011-09,16.771,
2011-10,16.798,
2011-11,17.387,
2011-12,17.647,
2012-01,14.570,
2012-02,14.171,
2012-03,13.892,
2012-04,13.559,
2012-05,14.136,
2012-06,13.878,
2012-07,13.251,
2012-08,12.787,
2012-09,11.027,
2012-10,10.416,
2012-11,10.387,
2012-12,9.395,
2013-01,10.041,
2013-02,9.881,
2013-03,10.144,
2013-04,9.619,
2013-05,10.865,
2013-06,10.278,
2013-07,10.053,
2013-08,10.479,
2013-09,10.797,
2013-10,10.816,
2013-11,10.606,
2013-12,11.391,
2014-01,9.943,
2014-02,9.910,
2014-03,10.419,
2014-04,11.557,
2014-05,11.887,
2014-06,11.158,
2014-07,11.629,
2014-08,10.980,
2014-09,10.625,
2014-10,10.200,
2014-11,9.640,
2014-12,9.349,Provisional value
