"",BBK01.OUZ001,BBK01.OUZ001_FLAGS
"","Number of reporting credit institutions, All categories of banks",
unit,ANZAHL (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 10:55:45,
1999-01,3225,
1999-02,3224,
1999-03,3220,
1999-04,3208,
1999-05,3187,
1999-06,3149,
1999-07,3099,
1999-08,3076,
1999-09,3034,
1999-10,3012,
1999-11,2998,
1999-12,2999,
2000-01,2987,
2000-02,2986,
2000-03,2980,
2000-04,2970,
2000-05,2947,
2000-06,2913,
2000-07,2864,
2000-08,2834,
2000-09,2792,
2000-10,2758,
2000-11,2743,
2000-12,2740,
2001-01,2717,
2001-02,2717,
2001-03,2713,
2001-04,2703,
2001-05,2697,
2001-06,2663,
2001-07,2620,
2001-08,2600,
2001-09,2559,
2001-10,2531,
2001-11,2525,
2001-12,2521,
2002-01,2510,
2002-02,2509,
2002-03,2510,
2002-04,2509,
2002-05,2498,
2002-06,2466,
2002-07,2437,
2002-08,2424,
2002-09,2394,
2002-10,2373,
2002-11,2365,
2002-12,2365,
2003-01,2355,
2003-02,2355,
2003-03,2354,
2003-04,2346,
2003-05,2338,
2003-06,2311,
2003-07,2285,
2003-08,2271,
2003-09,2251,
2003-10,2235,
2003-11,2228,
2003-12,2226,
2004-01,2224,
2004-02,2222,
2004-03,2219,
2004-04,2216,
2004-05,2213,
2004-06,2200,
2004-07,2184,
2004-08,2178,
2004-09,2166,
2004-10,2150,
2004-11,2148,
2004-12,2147,
2005-01,2142,
2005-02,2141,
2005-03,2141,
2005-04,2140,
2005-05,2136,
2005-06,2129,
2005-07,2118,
2005-08,2110,
2005-09,2098,
2005-10,2089,
2005-11,2088,
2005-12,2089,
2006-01,2082,
2006-02,2082,
2006-03,2080,
2006-04,2081,
2006-05,2081,
2006-06,2076,
2006-07,2068,
2006-08,2062,
2006-09,2055,
2006-10,2050,
2006-11,2047,
2006-12,2048,
2007-01,2038,
2007-02,2037,
2007-03,2038,
2007-04,2038,
2007-05,2037,
2007-06,2037,
2007-07,2032,
2007-08,2026,
2007-09,2022,
2007-10,2020,
2007-11,2019,
2007-12,2015,
2008-01,2016,
2008-02,2018,
2008-03,2021,
2008-04,2019,
2008-05,2017,
2008-06,2014,
2008-07,2008,
2008-08,2003,
2008-09,1995,
2008-10,1988,
2008-11,1980,
2008-12,1981,
2009-01,1976,
2009-02,1977,
2009-03,1977,
2009-04,1977,
2009-05,1976,
2009-06,1967,
2009-07,1965,
2009-08,1962,
2009-09,1951,
2009-10,1945,
2009-11,1937,
2009-12,1939,
2010-01,1938,
2010-02,1938,
2010-03,1938,
2010-04,1937,
2010-05,1937,
2010-06,1937,
2010-07,1935,
2010-08,1928,
2010-09,1920,
2010-10,1918,
2010-11,1917,
2010-12,1919,
2011-01,1921,
2011-02,1921,
2011-03,1921,
2011-04,1922,
2011-05,1923,
2011-06,1923,
2011-07,1922,
2011-08,1920,
2011-09,1915,
2011-10,1905,
2011-11,1904,
2011-12,1903,
2012-01,1899,
2012-02,1900,
2012-03,1900,
2012-04,1902,
2012-05,1900,
2012-06,1897,
2012-07,1889,
2012-08,1889,
2012-09,1883,
2012-10,1877,
2012-11,1870,
2012-12,1867,
2013-01,1867,
2013-02,1868,
2013-03,1867,
2013-04,1867,
2013-05,1867,
2013-06,1867,
2013-07,1866,
2013-08,1864,
2013-09,1858,
2013-10,1849,
2013-11,1845,
2013-12,1846,
2014-01,1840,
2014-02,1841,
2014-03,1840,
2014-04,1840,
2014-05,1840,
2014-06,1836,
2014-07,1834,
2014-08,1831,
2014-09,1822,
2014-10,1812,
2014-11,1807,
