"",BBDE1.M.DE.Y.GUA1.A2P350000.F.V.I10.A,BBDE1.M.DE.Y.GUA1.A2P350000.F.V.I10.A_FLAGS
"",Turnover / At current prices / Germany / Consumer goods (Durable- and Non-durable gooods) / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:11:49,
1991-01,91.3,
1991-02,89.1,
1991-03,90.3,
1991-04,90.4,
1991-05,90.3,
1991-06,90.7,
1991-07,89.9,
1991-08,88.0,
1991-09,89.7,
1991-10,92.5,
1991-11,92.1,
1991-12,90.2,
1992-01,93.1,
1992-02,92.0,
1992-03,90.3,
1992-04,92.0,
1992-05,90.9,
1992-06,91.5,
1992-07,90.6,
1992-08,89.7,
1992-09,90.1,
1992-10,89.9,
1992-11,89.4,
1992-12,90.8,
1993-01,90.1,
1993-02,88.4,
1993-03,88.4,
1993-04,89.0,
1993-05,87.5,
1993-06,89.3,
1993-07,87.3,
1993-08,88.1,
1993-09,88.5,
1993-10,87.0,
1993-11,89.0,
1993-12,88.9,
1994-01,88.2,
1994-02,87.9,
1994-03,88.8,
1994-04,87.3,
1994-05,88.0,
1994-06,88.3,
1994-07,87.9,
1994-08,88.4,
1994-09,88.4,
1994-10,90.0,
1994-11,91.2,
1994-12,89.0,
1995-01,88.1,
1995-02,90.7,
1995-03,89.8,
1995-04,90.2,
1995-05,90.1,
1995-06,90.6,
1995-07,89.5,
1995-08,89.8,
1995-09,89.7,
1995-10,91.1,
1995-11,89.8,
1995-12,89.3,
1996-01,87.9,
1996-02,88.9,
1996-03,89.5,
1996-04,89.8,
1996-05,89.9,
1996-06,89.6,
1996-07,88.8,
1996-08,89.2,
1996-09,88.7,
1996-10,89.6,
1996-11,89.5,
1996-12,89.5,
1997-01,90.1,
1997-02,89.9,
1997-03,91.1,
1997-04,89.2,
1997-05,89.5,
1997-06,89.4,
1997-07,91.0,
1997-08,89.3,
1997-09,90.9,
1997-10,91.1,
1997-11,89.3,
1997-12,92.3,
1998-01,92.1,
1998-02,91.9,
1998-03,91.8,
1998-04,92.4,
1998-05,91.7,
1998-06,91.6,
1998-07,90.9,
1998-08,90.1,
1998-09,89.8,
1998-10,88.4,
1998-11,88.1,
1998-12,91.0,
1999-01,90.3,
1999-02,88.4,
1999-03,91.1,
1999-04,87.7,
1999-05,90.5,
1999-06,90.3,
1999-07,90.9,
1999-08,91.0,
1999-09,92.2,
1999-10,90.4,
1999-11,92.6,
1999-12,92.1,
2000-01,88.1,
2000-02,92.7,
2000-03,91.7,
2000-04,93.6,
2000-05,94.1,
2000-06,94.4,
2000-07,93.2,
2000-08,93.7,
2000-09,93.9,
2000-10,94.9,
2000-11,95.2,
2000-12,93.1,
2001-01,94.4,
2001-02,96.2,
2001-03,95.1,
2001-04,97.1,
2001-05,97.1,
2001-06,98.0,
2001-07,96.6,
2001-08,98.0,
2001-09,95.3,
2001-10,96.5,
2001-11,96.0,
2001-12,95.1,
2002-01,97.3,
2002-02,95.8,
2002-03,96.6,
2002-04,94.3,
2002-05,96.1,
2002-06,94.2,
2002-07,94.6,
2002-08,94.5,
2002-09,94.3,
2002-10,93.9,
2002-11,94.5,
2002-12,93.4,
2003-01,95.4,
2003-02,93.1,
2003-03,92.9,
2003-04,96.4,
2003-05,92.2,
2003-06,94.8,
2003-07,95.3,
2003-08,92.0,
2003-09,94.0,
2003-10,95.1,
2003-11,92.6,
2003-12,95.7,
2004-01,94.8,
2004-02,94.1,
2004-03,94.7,
2004-04,95.5,
2004-05,92.6,
2004-06,95.1,
2004-07,96.3,
2004-08,93.3,
2004-09,95.2,
2004-10,94.5,
2004-11,95.8,
2004-12,96.7,
2005-01,95.5,
2005-02,96.8,
2005-03,98.5,
2005-04,94.8,
2005-05,97.7,
2005-06,97.9,
2005-07,98.4,
2005-08,98.0,
2005-09,98.8,
2005-10,98.7,
2005-11,99.4,
2005-12,98.2,
2006-01,98.8,
2006-02,101.3,
2006-03,99.3,
2006-04,101.5,
2006-05,102.3,
2006-06,102.5,
2006-07,102.2,
2006-08,103.5,
2006-09,103.9,
2006-10,103.9,
2006-11,104.9,
2006-12,102.8,
2007-01,105.1,
2007-02,106.4,
2007-03,106.3,
2007-04,105.4,
2007-05,108.5,
2007-06,106.0,
2007-07,106.1,
2007-08,108.0,
2007-09,108.1,
2007-10,109.6,
2007-11,109.3,
2007-12,108.7,
2008-01,111.5,
2008-02,110.2,
2008-03,109.7,
2008-04,107.9,
2008-05,107.8,
2008-06,105.9,
2008-07,106.6,
2008-08,108.7,
2008-09,108.0,
2008-10,108.3,
2008-11,104.1,
2008-12,106.8,
2009-01,100.3,
2009-02,97.7,
2009-03,96.6,
2009-04,99.8,
2009-05,97.3,
2009-06,97.3,
2009-07,97.1,
2009-08,97.8,
2009-09,97.6,
2009-10,96.4,
2009-11,98.3,
2009-12,100.9,
2010-01,98.1,
2010-02,96.6,
2010-03,99.1,
2010-04,97.3,
2010-05,99.1,
2010-06,100.3,
2010-07,100.2,
2010-08,100.0,
2010-09,100.5,
2010-10,99.7,
2010-11,101.4,
2010-12,102.1,
2011-01,100.5,
2011-02,103.7,
2011-03,105.4,
2011-04,107.6,
2011-05,104.8,
2011-06,107.3,
2011-07,106.6,
2011-08,106.2,
2011-09,106.4,
2011-10,106.6,
2011-11,107.3,
2011-12,106.2,
2012-01,105.2,
2012-02,107.2,
2012-03,108.9,
2012-04,105.3,
2012-05,109.3,
2012-06,107.7,
2012-07,107.0,
2012-08,108.3,
2012-09,107.6,
2012-10,109.5,
2012-11,109.2,
2012-12,109.4,
2013-01,108.9,
2013-02,108.0,
2013-03,107.8,
2013-04,107.1,
2013-05,110.8,
2013-06,106.7,
2013-07,109.6,
2013-08,109.2,
2013-09,109.8,
2013-10,110.6,
2013-11,111.3,
2013-12,111.6,
2014-01,112.2,
2014-02,110.4,
2014-03,110.0,
2014-04,113.7,
2014-05,109.8,
2014-06,111.4,
2014-07,111.5,
2014-08,109.7,
2014-09,110.1,
2014-10,109.5,
2014-11,108.3,
2014-12,112.0,Provisional value
