"",BBK01.WU8562,BBK01.WU8562_FLAGS
"",Term structure of interest rates on Pfandbriefe (method by Svensson) / residual maturity of 6.0 years / end of month,
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:49,
2000-01,5.67,
2000-02,5.54,
2000-03,5.49,
2000-04,5.76,
2000-05,5.69,
2000-06,5.74,
2000-07,5.79,
2000-08,5.80,
2000-09,5.72,
2000-10,5.64,
2000-11,5.35,
2000-12,5.16,
2001-01,5.11,
2001-02,5.01,
2001-03,5.08,
2001-04,5.22,
2001-05,5.16,
2001-06,5.16,
2001-07,4.98,
2001-08,4.87,
2001-09,4.63,
2001-10,4.52,
2001-11,4.82,
2001-12,4.96,
2002-01,5.03,
2002-02,5.25,
2002-03,5.27,
2002-04,5.25,
2002-05,5.11,
2002-06,4.96,
2002-07,4.71,
2002-08,4.42,
2002-09,4.32,
2002-10,4.45,
2002-11,4.25,
2002-12,4.04,
2003-01,3.79,
2003-02,3.83,
2003-03,3.99,
2003-04,3.68,
2003-05,3.44,
2003-06,3.71,
2003-07,3.98,
2003-08,3.98,
2003-09,4.02,
2003-10,4.19,
2003-11,4.15,
2003-12,3.99,
2004-01,4.03,
2004-02,3.84,
2004-03,3.70,
2004-04,3.98,
2004-05,4.03,
2004-06,4.17,
2004-07,4.06,
2004-08,3.85,
2004-09,3.78,
2004-10,3.66,
2004-11,3.55,
2004-12,3.51,
2005-01,3.35,
2005-02,3.51,
2005-03,3.47,
2005-04,3.20,
2005-05,3.11,
2005-06,2.93,
2005-07,3.02,
2005-08,2.95,
2005-09,3.02,
2005-10,3.29,
2005-11,3.37,
2005-12,3.35,
2006-01,3.52,
2006-02,3.59,
2006-03,3.88,
2006-04,4.07,
2006-05,3.98,
2006-06,4.18,
2006-07,4.06,
2006-08,4.04,
2006-09,3.94,
2006-10,4.00,
2006-11,3.96,
2006-12,4.02,
2007-01,4.29,
2007-02,4.15,
2007-03,4.26,
2007-04,4.43,
2007-05,4.63,
2007-06,4.81,
2007-07,4.71,
2007-08,4.57,
2007-09,4.65,
2007-10,4.52,
2007-11,4.47,
2007-12,4.67,
2008-01,4.24,
2008-02,4.16,
2008-03,4.28,
2008-04,4.49,
2008-05,4.74,
2008-06,5.07,
2008-07,4.99,
2008-08,4.74,
2008-09,4.80,
2008-10,4.43,
2008-11,3.96,
2008-12,3.75,
2009-01,3.88,
2009-02,3.79,
2009-03,3.77,
2009-04,3.82,
2009-05,3.98,
2009-06,3.90,
2009-07,3.74,
2009-08,3.51,
2009-09,3.41,
2009-10,3.46,
2009-11,3.31,
2009-12,3.37,
2010-01,3.30,
2010-02,3.09,
2010-03,3.04,
2010-04,2.91,
2010-05,2.66,
2010-06,2.61,
2010-07,2.71,
2010-08,2.21,
2010-09,2.41,
2010-10,2.66,
2010-11,2.85,
2010-12,3.05,
2011-01,3.30,
2011-02,3.31,
2011-03,3.54,
2011-04,3.52,
2011-05,3.29,
2011-06,3.29,
2011-07,3.03,
2011-08,2.67,
2011-09,2.54,
2011-10,2.58,
2011-11,2.69,
2011-12,2.34,
2012-01,2.22,
2012-02,2.16,
2012-03,2.18,
2012-04,2.06,
2012-05,1.74,
2012-06,1.85,
2012-07,1.59,
2012-08,1.46,
2012-09,1.44,
2012-10,1.44,
2012-11,1.32,
2012-12,1.19,
2013-01,1.58,
2013-02,1.41,
2013-03,1.29,
2013-04,1.12,
2013-05,1.32,
2013-06,1.61,
2013-07,1.62,
2013-08,1.76,
2013-09,1.64,
2013-10,1.54,
2013-11,1.47,
2013-12,1.67,
2014-01,1.42,
2014-02,1.35,
2014-03,1.33,
2014-04,1.30,
2014-05,1.12,
2014-06,1.01,
2014-07,0.96,
2014-08,0.77,
2014-09,0.74,
2014-10,0.71,
2014-11,0.60,
2014-12,0.54,
2015-01,0.49,
