"",BBK01.TS5311O,BBK01.TS5311O_FLAGS
"","Credit to enterprises and households (from June 2010, excluding reverse repos with central counterparties) / Euro area / All maturities / German contribution / Index / Seasonally adjusted",
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:20,
1995-01,53.74661,
1995-02,54.08619,
1995-03,54.16690,
1995-04,54.44782,
1995-05,54.70920,
1995-06,55.09370,
1995-07,55.32708,
1995-08,55.70492,
1995-09,56.16536,
1995-10,56.41536,
1995-11,56.87871,
1995-12,56.94387,
1996-01,57.30763,
1996-02,57.62040,
1996-03,57.94424,
1996-04,58.34013,
1996-05,58.62922,
1996-06,58.82726,
1996-07,59.20756,
1996-08,59.56829,
1996-09,59.80032,
1996-10,60.14244,
1996-11,60.56941,
1996-12,61.11710,
1997-01,61.37263,
1997-02,61.79266,
1997-03,62.08785,
1997-04,62.34707,
1997-05,62.74968,
1997-06,63.27582,
1997-07,63.56138,
1997-08,63.88666,
1997-09,64.14951,
1997-10,64.41558,
1997-11,64.68480,
1997-12,64.87180,
1998-01,65.40937,
1998-02,65.74114,
1998-03,66.26918,
1998-04,66.75188,
1998-05,67.15857,
1998-06,67.47830,
1998-07,67.87175,
1998-08,68.24992,
1998-09,68.66831,
1998-10,69.09543,
1998-11,69.64425,
1998-12,70.61148,
1999-01,71.52316,
1999-02,71.56787,
1999-03,72.31605,
1999-04,72.61837,
1999-05,73.11865,
1999-06,73.57690,
1999-07,74.04738,
1999-08,74.36184,
1999-09,74.75194,
1999-10,75.19777,
1999-11,75.69558,
1999-12,76.05902,
2000-01,76.58664,
2000-02,76.86906,
2000-03,78.01061,
2000-04,78.35016,
2000-05,78.97630,
2000-06,78.59324,
2000-07,78.97909,
2000-08,79.46350,
2000-09,79.91574,
2000-10,80.17796,
2000-11,80.48342,
2000-12,80.39669,
2001-01,80.93129,
2001-02,81.38472,
2001-03,81.84607,
2001-04,81.93112,
2001-05,82.23861,
2001-06,82.03030,
2001-07,82.11415,
2001-08,82.21667,
2001-09,82.25177,
2001-10,82.53835,
2001-11,82.56984,
2001-12,82.86947,
2002-01,82.74365,
2002-02,82.68945,
2002-03,82.37447,
2002-04,82.41735,
2002-05,82.67056,
2002-06,82.75286,
2002-07,82.81113,
2002-08,83.13248,
2002-09,83.20396,
2002-10,83.53903,
2002-11,83.49169,
2002-12,84.16638,
2003-01,84.18252,
2003-02,84.43630,
2003-03,84.39943,
2003-04,83.97894,
2003-05,84.56876,
2003-06,84.88997,
2003-07,84.74120,
2003-08,84.92151,
2003-09,85.06779,
2003-10,84.82930,
2003-11,85.15519,
2003-12,85.38071,
2004-01,85.05480,
2004-02,85.13165,
2004-03,85.34863,
2004-04,85.19922,
2004-05,85.35087,
2004-06,85.34986,
2004-07,85.30946,
2004-08,85.14767,
2004-09,85.22322,
2004-10,85.26029,
2004-11,85.45900,
2004-12,85.68807,
2005-01,85.74058,
2005-02,85.73647,
2005-03,85.57119,
2005-04,86.47704,
2005-05,86.51946,
2005-06,86.70485,
2005-07,86.85553,
2005-08,87.09690,
2005-09,87.34392,
2005-10,87.74752,
2005-11,87.61408,
2005-12,87.90552,
2006-01,88.61974,
2006-02,89.01155,
2006-03,89.38166,
2006-04,90.01809,
2006-05,90.29319,
2006-06,90.36809,
2006-07,90.21421,
2006-08,90.51150,
2006-09,91.27784,
2006-10,91.29870,
2006-11,91.26394,
2006-12,91.00517,
2007-01,91.45515,
2007-02,91.52387,
2007-03,91.77387,
2007-04,91.98949,
2007-05,92.07959,
2007-06,92.28951,
2007-07,92.56883,
2007-08,93.16206,
2007-09,93.54098,
2007-10,93.88571,
2007-11,93.78703,
2007-12,94.85534,
2008-01,95.53829,
2008-02,95.18715,
2008-03,96.35651,
2008-04,96.75256,
2008-05,97.15856,
2008-06,97.57284,
2008-07,98.11507,
2008-08,99.24286,
2008-09,99.60788,
2008-10,99.25611,
2008-11,99.33999,
2008-12,100.71076,
2009-01,101.05227,
2009-02,100.95485,
2009-03,101.12322,
2009-04,100.52354,
2009-05,101.06560,
2009-06,102.19884,
2009-07,101.45047,
2009-08,100.89306,
2009-09,101.36090,
2009-10,100.80077,
2009-11,100.67716,
2009-12,100.57250,
2010-01,100.06357,
2010-02,99.68818,
2010-03,99.22592,
2010-04,99.84055,
2010-05,98.72651,
2010-06,98.92748,
2010-07,98.85554,
2010-08,98.87328,
2010-09,98.41283,
2010-10,98.52443,
2010-11,98.75548,
2010-12,98.90342,
2011-01,98.93864,
2011-02,99.05274,
2011-03,98.90483,
2011-04,98.99375,
2011-05,98.82825,
2011-06,98.78472,
2011-07,98.59942,
2011-08,98.74982,
2011-09,98.75878,
2011-10,98.91638,
2011-11,98.96485,
2011-12,98.74366,
2012-01,98.91499,
2012-02,98.92871,
2012-03,99.11741,
2012-04,98.75330,
2012-05,98.82060,
2012-06,99.04726,
2012-07,99.22635,
2012-08,99.43196,
2012-09,99.67952,
2012-10,99.56808,
2012-11,99.60520,
2012-12,99.64886,
2013-01,99.74183,
2013-02,99.81691,
2013-03,100.06432,
2013-04,99.97790,
2013-05,100.16668,
2013-06,100.26920,
2013-07,100.29398,
2013-08,100.37682,
2013-09,100.44365,
2013-10,100.70589,
2013-11,100.73903,
2013-12,100.74293,
2014-01,100.91751,
2014-02,100.93960,
2014-03,101.06462,
2014-04,101.17234,
2014-05,101.57417,
2014-06,101.88464,
2014-07,102.11456,
2014-08,102.19931,
2014-09,102.36853,
2014-10,102.37881,
2014-11,102.60282,
2014-12,102.85862,Provisional value
2015-01,102.88321,
"",General: 1 Statistical changes have been eliminated.,
