"",BBK01.OUG153,BBK01.OUG153_FLAGS
"",Deposits and borrowing of local government and local government associations / Total / Landesbanken,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:24:58,
1968-12,0.326,
1969-01,0.278,
1969-02,0.324,
1969-03,0.326,
1969-04,0.315,
1969-05,0.350,
1969-06,0.336,
1969-07,0.322,
1969-08,0.384,
1969-09,0.361,
1969-10,0.333,
1969-11,0.393,
1969-12,0.393,
1970-01,0.369,
1970-02,0.401,
1970-03,0.361,
1970-04,0.333,
1970-05,0.396,
1970-06,0.356,
1970-07,0.396,
1970-08,0.418,
1970-09,0.398,
1970-10,0.398,
1970-11,0.435,
1970-12,0.411,
1971-01,0.371,
1971-02,0.409,
1971-03,0.383,
1971-04,0.358,
1971-05,0.413,
1971-06,0.394,
1971-07,0.418,
1971-08,0.463,
1971-09,0.464,
1971-10,0.463,
1971-11,0.478,
1971-12,0.439,
1972-01,0.407,
1972-02,0.476,
1972-03,0.438,
1972-04,0.431,
1972-05,0.479,
1972-06,0.444,
1972-07,0.463,
1972-08,0.561,
1972-09,0.502,
1972-10,0.485,
1972-11,0.543,
1972-12,0.534,
1973-01,0.499,
1973-02,0.604,
1973-03,0.580,
1973-04,0.576,
1973-05,0.603,
1973-06,0.557,
1973-07,0.574,
1973-08,0.608,
1973-09,0.569,
1973-10,0.566,
1973-11,0.612,
1973-12,0.635,
1974-01,0.662,
1974-02,0.671,
1974-03,0.571,
1974-04,0.599,
1974-05,0.598,
1974-06,0.527,
1974-07,0.554,
1974-08,0.569,
1974-09,0.576,
1974-10,0.572,
1974-11,0.565,
1974-12,0.569,
1975-01,0.541,
1975-02,0.581,
1975-03,0.558,
1975-04,0.579,
1975-05,0.618,
1975-06,0.613,
1975-07,0.639,
1975-08,0.669,
1975-09,0.660,
1975-10,0.681,
1975-11,0.693,
1975-12,0.618,
1976-01,0.619,
1976-02,0.623,
1976-03,0.603,
1976-04,0.636,
1976-05,0.679,
1976-06,0.631,
1976-07,0.602,
1976-08,0.659,
1976-09,0.638,
1976-10,0.617,
1976-11,0.670,
1976-12,0.658,
1977-01,0.601,
1977-02,0.647,
1977-03,0.627,
1977-04,0.664,
1977-05,0.716,
1977-06,0.644,
1977-07,0.674,
1977-08,0.697,
1977-09,0.682,
1977-10,0.711,
1977-11,0.675,
1977-12,0.649,
1978-01,0.572,
1978-02,0.618,
1978-03,0.645,
1978-04,0.694,
1978-05,0.731,
1978-06,0.697,
1978-07,0.680,
1978-08,0.712,
1978-09,0.688,
1978-10,0.689,
1978-11,0.727,
1978-12,0.645,
1979-01,0.639,
1979-02,0.728,
1979-03,0.663,
1979-04,0.671,
1979-05,0.742,
1979-06,0.640,
1979-07,0.623,
1979-08,0.686,
1979-09,0.631,
1979-10,0.624,
1979-11,0.675,
1979-12,0.568,
1980-01,0.586,
1980-02,0.667,
1980-03,0.602,
1980-04,0.605,
1980-05,0.678,
1980-06,0.591,
1980-07,0.633,
1980-08,0.734,
1980-09,0.602,
1980-10,0.645,
1980-11,0.611,
1980-12,0.415,
1981-01,0.371,
1981-02,0.479,
1981-03,0.323,
1981-04,0.321,
1981-05,0.413,
1981-06,0.372,
1981-07,0.322,
1981-08,0.399,
1981-09,0.322,
1981-10,0.356,
1981-11,0.378,
1981-12,0.301,
1982-01,0.288,
1982-02,0.309,
1982-03,0.319,
1982-04,0.363,
1982-05,0.397,
1982-06,0.372,
1982-07,0.355,
1982-08,0.407,
1982-09,0.411,
1982-10,0.402,
1982-11,0.340,
1982-12,0.322,
1983-01,0.303,
1983-02,0.302,
1983-03,0.296,
1983-04,0.310,
1983-05,0.355,
1983-06,0.373,
1983-07,0.355,
1983-08,0.365,
1983-09,0.365,
1983-10,0.410,
1983-11,0.383,
1983-12,0.308,
1984-01,0.326,
1984-02,0.348,
1984-03,0.357,
1984-04,0.463,
1984-05,0.466,
1984-06,0.484,
1984-07,0.529,
1984-08,0.503,
1984-09,0.562,
1984-10,0.465,
1984-11,0.427,
1984-12,0.422,
1985-01,0.405,
1985-02,0.400,
1985-03,0.519,
1985-04,0.489,
1985-05,0.496,
1985-06,0.533,
1985-07,0.447,
1985-08,0.546,
1985-09,0.433,
1985-10,0.487,
1985-11,0.491,
1985-12,0.375,
1986-01,0.397,
1986-02,0.378,
1986-03,0.385,
1986-04,0.413,
1986-05,0.534,
1986-06,0.514,
1986-07,0.503,
1986-08,0.534,
1986-09,0.537,
1986-10,0.403,
1986-11,0.540,
1986-12,0.414,
1987-01,0.366,
1987-02,0.436,
1987-03,0.414,
1987-04,0.384,
1987-05,0.462,
1987-06,0.454,
1987-07,0.410,
1987-08,0.450,
1987-09,0.418,
1987-10,0.425,
1987-11,0.482,
1987-12,0.454,
1988-01,0.349,
1988-02,0.409,
1988-03,0.423,
1988-04,0.371,
1988-05,0.381,
1988-06,0.396,
1988-07,0.435,
1988-08,0.399,
1988-09,0.380,
1988-10,0.387,
1988-11,0.458,
1988-12,0.490,
1989-01,0.399,
1989-02,0.495,
1989-03,0.443,
1989-04,0.467,
1989-05,0.444,
1989-06,0.435,
1989-07,0.422,
1989-08,0.460,
1989-09,0.417,
1989-10,0.411,
1989-11,0.506,
1989-12,0.495,
1990-01,0.411,
1990-02,0.402,
1990-03,0.415,
1990-04,0.447,
1990-05,0.352,
1990-06,0.417,
1990-07,0.432,
1990-08,0.371,
1990-09,0.473,
1990-10,0.355,
1990-11,0.315,
1990-12,0.366,
1991-01,0.291,
1991-02,0.342,
1991-03,0.319,
1991-04,0.251,
1991-05,0.262,
1991-06,0.315,
1991-07,0.245,
1991-08,0.302,
1991-09,0.245,
1991-10,0.262,
1991-11,0.236,
1991-12,0.358,
1992-01,0.433,
1992-02,0.381,
1992-03,0.330,
1992-04,0.465,
