"",BBK01.QU1007,BBK01.QU1007_FLAGS
"","Banks in Germany: Claims on non-residents, total / France / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:09:32,
1968-12,0.604,
1969-01,.,No value available
1969-02,.,No value available
1969-03,.,No value available
1969-04,.,No value available
1969-05,.,No value available
1969-06,.,No value available
1969-07,.,No value available
1969-08,.,No value available
1969-09,.,No value available
1969-10,.,No value available
1969-11,.,No value available
1969-12,1.025,
1970-01,.,No value available
1970-02,.,No value available
1970-03,.,No value available
1970-04,.,No value available
1970-05,.,No value available
1970-06,.,No value available
1970-07,.,No value available
1970-08,.,No value available
1970-09,.,No value available
1970-10,.,No value available
1970-11,.,No value available
1970-12,1.272,
1971-01,.,No value available
1971-02,.,No value available
1971-03,.,No value available
1971-04,.,No value available
1971-05,.,No value available
1971-06,.,No value available
1971-07,.,No value available
1971-08,.,No value available
1971-09,.,No value available
1971-10,.,No value available
1971-11,.,No value available
1971-12,1.106,
1972-01,.,No value available
1972-02,.,No value available
1972-03,.,No value available
1972-04,.,No value available
1972-05,.,No value available
1972-06,.,No value available
1972-07,.,No value available
1972-08,.,No value available
1972-09,.,No value available
1972-10,.,No value available
1972-11,.,No value available
1972-12,0.944,
1973-01,.,No value available
1973-02,.,No value available
1973-03,.,No value available
1973-04,.,No value available
1973-05,.,No value available
1973-06,.,No value available
1973-07,.,No value available
1973-08,.,No value available
1973-09,.,No value available
1973-10,.,No value available
1973-11,.,No value available
1973-12,1.085,
1974-01,.,No value available
1974-02,.,No value available
1974-03,.,No value available
1974-04,.,No value available
1974-05,.,No value available
1974-06,.,No value available
1974-07,.,No value available
1974-08,.,No value available
1974-09,.,No value available
1974-10,.,No value available
1974-11,.,No value available
1974-12,1.325,
1975-01,.,No value available
1975-02,.,No value available
1975-03,.,No value available
1975-04,.,No value available
1975-05,.,No value available
1975-06,.,No value available
1975-07,.,No value available
1975-08,.,No value available
1975-09,.,No value available
1975-10,.,No value available
1975-11,.,No value available
1975-12,2.759,
1976-01,2.577,
1976-02,2.334,
1976-03,2.477,
1976-04,2.394,
1976-05,2.570,
1976-06,2.672,
1976-07,2.659,
1976-08,2.589,
1976-09,2.686,
1976-10,2.617,
1976-11,3.027,
1976-12,3.458,
1977-01,2.892,
1977-02,2.999,
1977-03,2.938,
1977-04,2.958,
1977-05,3.081,
1977-06,3.272,
1977-07,3.196,
1977-08,3.270,
1977-09,3.411,
1977-10,3.648,
1977-11,3.808,
1977-12,4.057,
1978-01,3.788,
1978-02,3.838,
1978-03,4.002,
1978-04,3.749,
1978-05,3.873,
1978-06,4.035,
1978-07,3.962,
1978-08,3.832,
1978-09,3.822,
1978-10,3.958,
1978-11,4.534,
1978-12,4.736,
1979-01,4.553,
1979-02,4.482,
1979-03,4.598,
1979-04,4.502,
1979-05,4.656,
1979-06,4.681,
1979-07,4.598,
1979-08,4.578,
1979-09,4.368,
1979-10,4.340,
1979-11,4.580,
1979-12,5.066,
1980-01,4.749,
1980-02,4.652,
1980-03,5.104,
1980-04,5.066,
1980-05,4.829,
1980-06,4.636,
1980-07,4.715,
1980-08,4.934,
1980-09,4.950,
1980-10,5.534,
1980-11,5.647,
1980-12,5.438,
1981-01,5.472,
1981-02,5.375,
1981-03,5.775,
1981-04,5.161,
1981-05,5.403,
1981-06,5.169,
1981-07,6.029,
1981-08,6.002,
1981-09,6.054,
1981-10,6.161,
1981-11,6.383,
1981-12,7.885,
1982-01,7.013,
1982-02,7.243,
1982-03,7.706,
1982-04,6.580,
1982-05,6.876,
1982-06,7.574,
1982-07,6.729,
1982-08,6.455,
1982-09,7.908,
1982-10,7.039,
1982-11,7.268,
1982-12,7.766,
1983-01,6.884,
1983-02,7.106,
1983-03,7.217,
1983-04,6.967,
1983-05,6.788,
1983-06,7.581,
1983-07,6.286,
1983-08,6.208,
1983-09,5.780,
1983-10,6.092,
1983-11,6.073,
1983-12,6.052,
1984-01,5.656,
1984-02,5.853,
1984-03,6.043,
1984-04,6.088,
1984-05,5.809,
1984-06,5.799,
1984-07,5.560,
1984-08,5.469,
1984-09,6.293,
1984-10,5.499,
1984-11,5.813,
1984-12,6.874,
1985-01,5.677,
1985-02,6.243,
1985-03,6.437,
1985-04,6.318,
1985-05,5.861,
1985-06,6.532,
1985-07,6.776,
1985-08,6.704,
1985-09,7.109,
1985-10,7.169,
1985-11,6.747,
1985-12,7.971,
1986-01,7.888,
1986-02,8.258,
1986-03,7.853,
1986-04,7.605,
1986-05,7.458,
1986-06,7.975,
1986-07,7.490,
1986-08,8.406,
1986-09,10.177,
1986-10,8.459,
1986-11,10.124,
1986-12,9.601,
1987-01,9.321,
1987-02,10.779,
1987-03,10.794,
1987-04,11.392,
1987-05,11.007,
1987-06,11.382,
1987-07,11.153,
1987-08,11.125,
1987-09,10.954,
1987-10,10.972,
1987-11,11.221,
1987-12,10.335,
1988-01,9.642,
1988-02,10.575,
1988-03,10.810,
1988-04,10.624,
1988-05,11.121,
1988-06,10.919,
1988-07,11.675,
1988-08,12.024,
1988-09,12.969,
1988-10,12.521,
1988-11,12.021,
1988-12,12.663,
1989-01,11.656,
1989-02,11.502,
1989-03,12.388,
1989-04,12.483,
1989-05,12.935,
1989-06,14.146,
1989-07,14.136,
1989-08,14.336,
1989-09,14.503,
1989-10,15.885,
1989-11,16.918,
1989-12,17.310,
1990-01,16.581,
1990-02,16.130,
1990-03,15.255,
1990-04,15.337,
1990-05,16.644,
1990-06,17.786,
1990-07,17.285,
1990-08,18.434,
1990-09,19.848,
1990-10,18.310,
1990-11,19.039,
1990-12,20.692,
1991-01,19.044,
1991-02,18.990,
1991-03,18.333,
1991-04,18.635,
1991-05,18.173,
1991-06,18.171,
1991-07,16.904,
1991-08,18.263,
1991-09,17.815,
1991-10,18.556,
1991-11,18.095,
1991-12,19.780,
1992-01,18.539,
1992-02,17.632,
1992-03,17.815,
1992-04,17.248,
1992-05,16.819,
1992-06,17.517,
1992-07,15.484,
1992-08,16.440,
1992-09,17.334,
1992-10,17.509,
1992-11,18.515,
1992-12,17.124,
1993-01,16.515,
1993-02,17.494,
1993-03,18.560,
1993-04,17.427,
1993-05,16.587,
